Rank,University,Score
1,HARVARD UNIVERSITY,2672
2,"UNIVERSITY OF CALIFORNIA, BERKELEY",1331
3,STANFORD UNIVERSITY,1264
4,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,1135
5,YALE UNIVERSITY,1003
6,UNIVERSITY OF PENNSYLVANIA,923
7,UNIVERSITY OF CHICAGO,888
8,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",849
9,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",844
10,COLUMBIA UNIVERSITY,823
11,CORNELL UNIVERSITY,809
12,NEW YORK UNIVERSITY,765
13,DUKE UNIVERSITY,711
14,CALIFORNIA INSTITUTE OF TECHNOLOGY,709
15,UNIVERSITY OF OXFORD,680
16,UNIVERSITY OF MICHIGAN,678
17,UNIVERSITY OF WASHINGTON,675
18,NORTHWESTERN UNIVERSITY,633
19,PRINCETON UNIVERSITY,610
20,UNIVERSITY OF TEXAS,601
21,JOHNS HOPKINS UNIVERSITY,593
22,UNIVERSITY OF MARYLAND,585
23,WASHINGTON UNIVERSITY,564
24,"UNIVERSITY OF ILLINOIS, URBANA-CHAMPAIGN",561
25,UNIVERSITY OF CAMBRIDGE,552
26,UNIVERSITY OF TORONTO,527
27,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",522
28,UNIVERSITY OF TOKYO,519
29,"UNIVERSITY OF MINNESOTA, TWIN CITIES",487
30,"UNIVERSITY OF CALIFORNIA, DAVIS",462
31,UNIVERSITY COLLEGE LONDON,457
32,PENNSYLVANIA STATE UNIVERSITY,435
32,"UNIVERSITY OF NORTH CAROLINA, CHAPEL HILL",435
34,UNIVERSITY OF BRITISH COLUMBIA,420
35,UNIVERSITY OF COLORADO,417
36,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,411
37,BOSTON UNIVERSITY,399
38,OHIO STATE UNIVERSITY,393
39,UNIVERSITY OF WISCONSIN,383
40,"UNIVERSITY OF CALIFORNIA, IRVINE",377
41,UNIVERSITY OF SOUTHERN CALIFORNIA,371
42,UNIVERSITY OF ARIZONA,356
43,TEXAS A&M UNIVERSITY,347
44,IMPERIAL COLLEGE LONDON,322
44,VANDERBILT UNIVERSITY,322
46,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",319
47,KYOTO UNIVERSITY,300
47,RUTGERS STATE UNIVERSITY,300
49,UNIVERSITY OF PARIS VI,298
50,PURDUE UNIVERSITY,291
51,MICHIGAN STATE UNIVERSITY,282
52,BROWN UNIVERSITY,277
53,EMORY UNIVERSITY,276
54,HEBREW UNIVERSITY OF JERUSALEM,271
55,UNIVERSITY OF ZURICH,270
56,AUSTRALIAN NATIONAL UNIVERSITY,268
57,INDIANA UNIVERSITY,266
57,UNIVERSITY OF PITTSBURGH,266
59,UNIVERSITY OF MELBOURNE,263
60,UNIVERSITY OF AMSTERDAM,262
61,UNIVERSITY OF MASSACHUSETTS,260
62,UNIVERSITY OF COPENHAGEN,255
62,UNIVERSITY OF FLORIDA,255
64,OSAKA UNIVERSITY,251
64,UNIVERSITY OF NOTTINGHAM,251
66,CHINESE ACADEMY OF SCIENCES,249
67,ETH ZURICH,248
68,MCGILL UNIVERSITY,244
68,UNIVERSITY OF VIRGINIA,244
70,TEL AVIV UNIVERSITY,242
71,ARIZONA STATE UNIVERSITY,241
72,UNIVERSITY OF MANCHESTER,238
73,UNIVERSITY OF IOWA,231
74,UNIVERSITY OF MUNICH,227
75,UNIVERSITE CATHOLIQUE DE LOUVAIN,226
75,UNIVERSITY OF ROCHESTER,226
77,CARNEGIE MELLON UNIVERSITY,224
77,UNIVERSITY OF UTAH,224
79,TILBURG UNIVERSITY,223
80,UNIVERSITY OF WARWICK,222
81,UNIVERSITY OF GEORGIA,219
82,"UNIVERSITY OF WISCONSIN, MADISON",218
83,UNIVERSITY OF EDINBURGH,214
84,NATIONAL UNIVERSITY OF SINGAPORE,206
85,VRIJE UNIVERSITEIT AMSTERDAM,205
86,UNIVERSITY OF TOULOUSE / TOULOUSE SCHOOL OF ECONOMICS,203
87,"SUNY, STONY BROOK",202
88,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",201
89,UNIVERSITY OF BRISTOL,197
90,UNIVERSITY OF HAWAII,192
91,STOCKHOLM UNIVERSITY,190
92,"UNIVERSITY OF TEXAS, AUSTIN",189
93,UNIVERSITY OF BONN,186
94,POMPEU FABRA UNIVERSITY,185
95,UPPSALA UNIVERSITY,183
96,GEORGIA INSTITUTE OF TECHNOLOGY,174
96,UNIVERSITY OF VIENNA,174
98,"UNIVERSITY OF MISSOURI, COLUMBIA",173
99,CASE WESTERN RESERVE UNIVERSITY,170
100,DARTMOUTH COLLEGE,167
100,"UNIVERSITY OF CALIFORNIA, RIVERSIDE",167
102,ERASMUS UNIVERSITY ROTTERDAM,166
102,UNIVERSITY OF MONTREAL,166
104,"UNIVERSITY OF TENNESSEE, KNOXVILLE",164
105,UNIVERSITY OF HELSINKI,162
105,UNIVERSITY OF UTRECHT,162
107,IOWA STATE UNIVERSITY,161
108,UNIVERSITY OF CONNECTICUT,160
109,RICE UNIVERSITY,158
110,AARHUS UNIVERSITY,153
111,HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,152
111,HUMBOLDT UNIVERSITY OF BERLIN,152
113,UNIVERSITY OF YORK,151
114,UNIVERSITY OF QUEENSLAND,147
115,HEIDELBERG UNIVERSITY,146
115,"UNIVERSITY OF ROME, LA SAPIENZA",146
117,GOETHE UNIVERSITY FRANKFURT,143
117,TUFTS UNIVERSITY,143
119,OREGON STATE UNIVERSITY,140
119,UNIVERSITY OF PARIS I,140
119,UNIVERSITY OF SYDNEY,140
122,UNIVERSITY OF OREGON,139
123,FLORIDA STATE UNIVERSITY,138
123,UNIVERSITY OF LONDON,138
125,NORTH CAROLINA STATE UNIVERSITY,137
126,UNIVERSITY OF ALBERTA,136
126,UNIVERSITY OF CARLOS III MADRID,136
126,UNIVERSITY OF OSLO,136
129,UNIVERSITY OF LAUSANNE,134
130,UNIVERSITY OF ALABAMA,133
131,PEKING UNIVERSITY,132
131,UNIVERSITY OF COLOGNE,132
133,UNIVERSITY OF SHEFFIELD,131
134,LUND UNIVERSITY,130
135,MAASTRICHT UNIVERSITY,128
136,KATHOLIEKE UNIVERSITEIT LEUVEN,127
137,TECHNICAL UNIVERSITY OF MUNICH,126
137,UNIVERSITY OF GENEVA,126
137,UNIVERSITY OF LYON,126
140,GEORGETOWN UNIVERSITY,124
140,UNIVERSITY OF AUCKLAND,124
140,UNIVERSITY OF NEW SOUTH WALES,124
143,BOSTON COLLEGE,123
