Rank,University,Score
1,HARVARD UNIVERSITY,2085
2,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,1012
3,STANFORD UNIVERSITY,967
4,"UNIVERSITY OF CALIFORNIA, BERKELEY",905
5,UNIVERSITY OF TEXAS,833
6,YALE UNIVERSITY,789
7,UNIVERSITY OF CHICAGO,721
8,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",683
9,UNIVERSITY OF PENNSYLVANIA,682
10,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",677
11,CORNELL UNIVERSITY,606
12,UNIVERSITY OF WISCONSIN,575
13,JOHNS HOPKINS UNIVERSITY,568
14,UNIVERSITY OF WASHINGTON,567
15,COLUMBIA UNIVERSITY,563
16,UNIVERSITY OF MICHIGAN,537
17,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",529
18,DUKE UNIVERSITY,511
19,WASHINGTON UNIVERSITY,496
20,CALIFORNIA INSTITUTE OF TECHNOLOGY,480
21,NORTHWESTERN UNIVERSITY,479
22,NEW YORK UNIVERSITY,441
23,"UNIVERSITY OF MINNESOTA, TWIN CITIES",440
24,"UNIVERSITY OF ILLINOIS, URBANA-CHAMPAIGN",429
25,PRINCETON UNIVERSITY,427
26,UNIVERSITY OF COLORADO,386
27,"UNIVERSITY OF NORTH CAROLINA, CHAPEL HILL",383
28,UNIVERSITY OF OXFORD,370
29,UNIVERSITY OF CAMBRIDGE,361
29,UNIVERSITY OF MARYLAND,361
31,UNIVERSITY OF TORONTO,358
32,PENNSYLVANIA STATE UNIVERSITY,314
33,UNIVERSITY OF BRITISH COLUMBIA,306
34,BOSTON UNIVERSITY,289
34,UNIVERSITY OF SOUTHERN CALIFORNIA,289
36,"UNIVERSITY OF CALIFORNIA, DAVIS",288
37,INDIANA UNIVERSITY,286
38,RUTGERS STATE UNIVERSITY,280
39,OHIO STATE UNIVERSITY,279
40,UNIVERSITY OF ARIZONA,277
41,UNIVERSITY OF TOKYO,275
42,UNIVERSITY OF ROCHESTER,269
43,HEBREW UNIVERSITY OF JERUSALEM,252
44,"UNIVERSITY OF CALIFORNIA, IRVINE",247
45,TEXAS A&M UNIVERSITY,240
46,TEL AVIV UNIVERSITY,237
47,AUSTRALIAN NATIONAL UNIVERSITY,220
47,UNIVERSITY OF FLORIDA,220
49,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,219
49,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",219
51,MICHIGAN STATE UNIVERSITY,218
52,UNIVERSITY OF MASSACHUSETTS,215
53,PURDUE UNIVERSITY,214
54,UNIVERSITY OF VIRGINIA,208
55,UNIVERSITY OF IOWA,207
56,UNIVERSITY COLLEGE LONDON,204
56,VANDERBILT UNIVERSITY,204
58,CARNEGIE MELLON UNIVERSITY,202
59,"SUNY, STONY BROOK",199
60,UNIVERSITY OF PITTSBURGH,197
61,MCGILL UNIVERSITY,196
62,UNIVERSITY OF UTAH,186
63,BROWN UNIVERSITY,182
64,TILBURG UNIVERSITY,172
65,ARIZONA STATE UNIVERSITY,166
66,KYOTO UNIVERSITY,160
67,UNIVERSITY OF AMSTERDAM,156
67,UNIVERSITY OF MONTREAL,156
69,UNIVERSITY OF ALABAMA,155
70,OSAKA UNIVERSITY,154
71,UNIVERSITY OF GEORGIA,152
72,UNIVERSITY OF ZURICH,143
73,ERASMUS UNIVERSITY ROTTERDAM,138
74,UNIVERSITY OF MUNICH,137
75,NORTH CAROLINA STATE UNIVERSITY,135
76,UNIVERSITY OF CONNECTICUT,134
77,CASE WESTERN RESERVE UNIVERSITY,131
78,UNIVERSITE CATHOLIQUE DE LOUVAIN,128
78,UNIVERSITY OF PARIS VI,128
80,UNIVERSITY OF WESTERN ONTARIO,127
81,UNIVERSITY OF HAWAII,125
82,TUFTS UNIVERSITY,123
82,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",123
84,QUEENS UNIVERSITY,120
85,"UNIVERSITY OF TENNESSEE, KNOXVILLE",119
86,UNIVERSITY OF GENEVA,118
87,EMORY UNIVERSITY,116
87,IOWA STATE UNIVERSITY,116
89,UNIVERSITY OF WARWICK,113
90,BRANDEIS UNIVERSITY,112
91,UNIVERSITY OF EDINBURGH,111
91,UNIVERSITY OF OREGON,111
93,UNIVERSITY OF YORK,109
94,STOCKHOLM UNIVERSITY,107
94,UNIVERSITY OF BASEL,107
96,FLORIDA STATE UNIVERSITY,106
96,GEORGETOWN UNIVERSITY,106
98,IMPERIAL COLLEGE LONDON,105
99,OREGON STATE UNIVERSITY,103
99,UNIVERSITY OF BRISTOL,103
101,HEIDELBERG UNIVERSITY,102
101,VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY,102
103,UNIVERSITY OF COPENHAGEN,101
103,"UNIVERSITY OF MISSOURI, COLUMBIA",101
105,UNIVERSITY OF ALBERTA,100
106,TECHNION ISRAEL,99
106,"UNIVERSITY OF CALIFORNIA, RIVERSIDE",99
108,LOUISIANA STATE UNIVERSITY,98
108,UNIVERSITY OF HELSINKI,98
110,DARTMOUTH COLLEGE,97
110,UNIVERSITY OF OSLO,97
112,UNIVERSITY OF KENTUCKY,96
112,UPPSALA UNIVERSITY,96
114,MCMASTER UNIVERSITY,93
115,ETH ZURICH,91
115,SYRACUSE UNIVERSITY,91
115,TULANE UNIVERSITY,91
118,BOSTON COLLEGE,89
118,UNIVERSITY OF MANCHESTER,89
120,AARHUS UNIVERSITY,88
120,SOUTHERN METHODIST UNIVERSITY,88
122,UNIVERSITY OF NEW SOUTH WALES,87
