Rank,University,Score
1,HARVARD UNIVERSITY,3068
2,"UNIVERSITY OF CALIFORNIA, BERKELEY",1519
3,STANFORD UNIVERSITY,1511
4,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,1335
5,YALE UNIVERSITY,1192
6,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",1038
7,UNIVERSITY OF CHICAGO,1036
8,COLUMBIA UNIVERSITY,1027
9,UNIVERSITY OF PENNSYLVANIA,991
10,UNIVERSITY OF OXFORD,973
11,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",937
12,UNIVERSITY OF MICHIGAN,850
13,DUKE UNIVERSITY,839
14,CORNELL UNIVERSITY,828
15,NEW YORK UNIVERSITY,820
16,NORTHWESTERN UNIVERSITY,785
17,UNIVERSITY OF WASHINGTON,756
18,PRINCETON UNIVERSITY,750
19,UNIVERSITY OF CAMBRIDGE,736
20,CALIFORNIA INSTITUTE OF TECHNOLOGY,706
21,JOHNS HOPKINS UNIVERSITY,665
22,UNIVERSITY OF TORONTO,648
23,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",626
24,"UNIVERSITY OF ILLINOIS, URBANA-CHAMPAIGN",624
25,UNIVERSITY OF MARYLAND,619
26,WASHINGTON UNIVERSITY,614
27,UNIVERSITY OF TOKYO,592
28,UNIVERSITY COLLEGE LONDON,590
29,"UNIVERSITY OF CALIFORNIA, DAVIS",586
30,"UNIVERSITY OF NORTH CAROLINA, CHAPEL HILL",582
31,"UNIVERSITY OF MINNESOTA, TWIN CITIES",526
32,UNIVERSITY OF BRITISH COLUMBIA,501
33,OHIO STATE UNIVERSITY,486
34,PENNSYLVANIA STATE UNIVERSITY,476
35,UNIVERSITY OF WISCONSIN,474
36,CHINESE ACADEMY OF SCIENCES,468
37,ETH ZURICH,451
38,"UNIVERSITY OF CALIFORNIA, IRVINE",444
39,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,439
40,UNIVERSITY OF COLORADO,435
41,"UNIVERSITY OF TEXAS, AUSTIN",429
42,IMPERIAL COLLEGE LONDON,421
43,BOSTON UNIVERSITY,402
43,UNIVERSITY OF ZURICH,402
45,UNIVERSITY OF COPENHAGEN,400
46,UNIVERSITY OF SOUTHERN CALIFORNIA,397
47,UNIVERSITY OF MELBOURNE,382
48,TEXAS A&M UNIVERSITY,362
49,UNIVERSITY OF ARIZONA,358
49,UNIVERSITY OF MUNICH,358
51,UNIVERSITY OF PARIS VI,354
52,VANDERBILT UNIVERSITY,352
53,KYOTO UNIVERSITY,342
54,UNIVERSITY OF AMSTERDAM,336
55,MICHIGAN STATE UNIVERSITY,335
56,MCGILL UNIVERSITY,331
57,RUTGERS STATE UNIVERSITY,327
58,OSAKA UNIVERSITY,325
59,INDIANA UNIVERSITY,324
59,TILBURG UNIVERSITY,324
61,EMORY UNIVERSITY,312
62,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",311
63,PURDUE UNIVERSITY,310
64,UNIVERSITY OF BONN,309
65,BROWN UNIVERSITY,306
66,HEBREW UNIVERSITY OF JERUSALEM,304
67,UNIVERSITY OF VIRGINIA,303
68,UNIVERSITY OF FLORIDA,302
69,UNIVERSITY OF MASSACHUSETTS,298
69,UNIVERSITY OF WARWICK,298
71,UNIVERSITY OF PITTSBURGH,296
72,UNIVERSITY OF MANCHESTER,293
73,ARIZONA STATE UNIVERSITY,292
74,NATIONAL UNIVERSITY OF SINGAPORE,290
75,UNIVERSITY OF NOTTINGHAM,287
76,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",285
77,UNIVERSITY OF BRISTOL,281
78,UNIVERSITY OF EDINBURGH,280
79,UNIVERSITY OF ROCHESTER,266
80,AARHUS UNIVERSITY,265
81,CARNEGIE MELLON UNIVERSITY,264
82,UNIVERSITY OF IOWA,259
82,UNIVERSITY OF TOULOUSE / TOULOUSE SCHOOL OF ECONOMICS,259
84,UNIVERSITE CATHOLIQUE DE LOUVAIN,256
85,UNIVERSITY OF UTAH,251
86,AUSTRALIAN NATIONAL UNIVERSITY,250
86,STOCKHOLM UNIVERSITY,250
88,UPPSALA UNIVERSITY,248
89,POMPEU FABRA UNIVERSITY,247
90,TEL AVIV UNIVERSITY,245
91,VRIJE UNIVERSITEIT AMSTERDAM,242
92,GEORGIA INSTITUTE OF TECHNOLOGY,237
93,PEKING UNIVERSITY,232
94,HEIDELBERG UNIVERSITY,227
95,GOETHE UNIVERSITY FRANKFURT,222
96,ERASMUS UNIVERSITY ROTTERDAM,220
96,UNIVERSITY OF ALBERTA,220
98,UNIVERSITY OF PARIS VII,218
98,UNIVERSITY OF QUEENSLAND,218
100,UNIVERSITY OF LONDON,217
101,UNIVERSITY OF GEORGIA,215
102,UNIVERSITY OF LYON,209
103,UNIVERSITY OF VIENNA,208
104,RICE UNIVERSITY,207
105,IOWA STATE UNIVERSITY,204
105,UNIVERSITY OF NEW SOUTH WALES,204
107,UNIVERSITY OF GRONINGEN,201
108,"UNIVERSITY OF CALIFORNIA, RIVERSIDE",199
109,MONASH UNIVERSITY,198
110,TECHNICAL UNIVERSITY OF MUNICH,197
110,TSINGHUA UNIVERSITY,197
112,KATHOLIEKE UNIVERSITEIT LEUVEN,196
113,UNIVERSITY OF SYDNEY,194
114,SEOUL NATIONAL UNIVERSITY,193
114,"SUNY, STONY BROOK",193
116,UNIVERSITY OF YORK,192
117,MAASTRICHT UNIVERSITY,191
118,UNIVERSITY OF OSLO,188
119,NORTH CAROLINA STATE UNIVERSITY,187
119,UNIVERSITY OF LAUSANNE,187
121,UNIVERSITY OF HELSINKI,185
122,UNIVERSITY OF MONTREAL,182
123,"UNIVERSITY OF MISSOURI, COLUMBIA",181
124,HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,180
125,UNIVERSITY OF PADUA,179
126,FLORIDA STATE UNIVERSITY,174
126,UNIVERSITY OF GOTHENBURG,174
128,UNIVERSITY OF UTRECHT,171
129,GEORGE MASON UNIVERSITY,169
129,UNIVERSITY OF COLOGNE,169
129,"UNIVERSITY OF WISCONSIN, MADISON",169
132,HUMBOLDT UNIVERSITY OF BERLIN,168
132,UNIVERSITY OF GOTTINGEN,168
134,CASE WESTERN RESERVE UNIVERSITY,164
134,UNIVERSITY OF CARLOS III MADRID,164
134,UNIVERSITY OF SOUTHAMPTON,164
137,DARTMOUTH COLLEGE,163
137,UNIVERSITY OF GENEVA,163
137,UNIVERSITY OF HAWAII,163
140,UNIVERSITY OF BOLOGNA,162
141,UNIVERSITY OF PARIS XI,161
142,UNIVERSITY AUTONOMA BARCELONA,160
143,BOSTON COLLEGE,158
143,TUFTS UNIVERSITY,158
143,UNIVERSITY OF MIAMI,158
146,UNIVERSITY OF CONNECTICUT,156
147,UNIVERSITE LIBRE DE BRUXELLES,154
147,UNIVERSITY OF HONG KONG,154
149,UNIVERSITY OF BERN,153
149,UNIVERSITY OF PARIS V,153
149,"UNIVERSITY OF TENNESSEE, KNOXVILLE",153
152,BOCCONI UNIVERSITY,152
153,UNIVERSITY OF GLASGOW,151
153,UNIVERSITY OF LEICESTER,151
155,GEORGETOWN UNIVERSITY,150
156,LEIDEN UNIVERSITY,146
156,LUND UNIVERSITY,146
156,NATIONAL TAIWAN UNIVERSITY,146
159,UNIVERSITY OF ESSEX,145
159,UNIVERSITY OF NOTRE DAME,145
159,UNIVERSITY OF SHEFFIELD,145
162,"UNIVERSITY OF ROME, LA SAPIENZA",144
163,UNIVERSITY OF FREIBURG,142
163,UNIVERSITY OF MANNHEIM,142
163,UNIVERSITY OF STRASBOURG,142
166,OREGON STATE UNIVERSITY,141
166,UNIVERSITY OF KANSAS,141
168,FREE UNIVERSITY BERLIN,139
168,UNIVERSITY OF TUBINGEN,139
170,UNIVERSITY OF HOUSTON,137
170,UNIVERSITY OF PARIS I,137
172,GEORGE WASHINGTON UNIVERSITY,135
172,GHENT UNIVERSITY,135
172,UNIVERSITY OF BASEL,135
175,UNIVERSITY OF OREGON,134
176,GEORGIA STATE UNIVERSITY,133
176,NAGOYA UNIVERSITY,133
178,SIMON FRASER UNIVERSITY,132
179,MCMASTER UNIVERSITY,130
179,QUEENS UNIVERSITY,130
179,SINGAPORE MANAGEMENT UNIVERSITY,130
179,UNIVERSITY OF ALABAMA,130
179,UNIVERSITY OF EAST ANGLIA,130
184,PARIS SCHOOL OF ECONOMICS,129
184,TOHOKU UNIVERSITY,129
186,"KINGS COLLEGE, LONDON",128
186,UNIVERSITY OF WESTERN ONTARIO,128
188,UNIVERSITY OF CALGARY,127
188,"UNIVERSITY OF ROME, TOR VERGATA",127
190,UNIVERSITY OF LEEDS,126
191,UNIVERSITY OF BIRMINGHAM,125
191,WAGENINGEN UNIVERSITY,125
193,UNIVERSITY OF AUCKLAND,123
193,UNIVERSITY OF CINCINNATI,123
193,UNIVERSITY OF EXETER,123
196,CARDIFF UNIVERSITY,122
197,UNIVERSITY OF KIEL,121
197,YORK UNIVERSITY,121
199,UNIVERSITY OF BARCELONA,119
200,LONDON BUSINESS SCHOOL,118
200,UNIVERSITY DE LA MEDITERRANEE AIX-MARSEILLE 2,118
200,"UNIVERSITY OF TEXAS, DALLAS",118
203,STOCKHOLM SCHOOL OF ECONOMICS,117
204,BRANDEIS UNIVERSITY,115
204,HOKKAIDO UNIVERSITY,115
206,UNIVERSITY OF KENTUCKY,114
206,VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY,114
208,RADBOUD UNIVERSITY NIJMEGEN,112
208,UNIVERSITY OF GRENOBLE 1,112
208,UNIVERSITY OF ST ANDREWS,112
211,LOUISIANA STATE UNIVERSITY,111
212,SYRACUSE UNIVERSITY,110
212,UNIVERSITY OF MILAN,110
214,WASHINGTON STATE UNIVERSITY,108
215,"UNIVERSITY OF NEBRASKA, LINCOLN",106
216,COLORADO STATE UNIVERSITY,104
217,UNIVERSITY OF INNSBRUCK,103
218,CHINESE UNIVERSITY OF HONG KONG,102
218,UNIVERSITY OF ABERDEEN,102
218,UNIVERSITY OF KONSTANZ,102
221,UNIVERSITY COLLEGE DUBLIN,101
221,UNIVERSITY OF ADELAIDE,101
223,SOUTHERN METHODIST UNIVERSITY,100
223,TECHNION ISRAEL,100
225,KOREA UNIVERSITY,99
225,UNIVERSITY OF FLORENCE,99
225,UNIVERSITY OF HAMBURG,99
225,UNIVERSITY OF SAO PAULO,99
229,"CHARLES UNIVERSITY, PRAGUE",95
229,UMEA UNIVERSITY,95
231,BEN GURION UNIVERSITY OF THE NEGEV,94
231,RUHR UNIVERSITY BOCHUM,94
231,UNIVERSITY OF NAPLES FEDERICO 2,94
231,UNIVERSITY OF WESTERN AUSTRALIA,94
235,UNIVERSITY OF LIVERPOOL,93
235,UNIVERSITY OF TURIN,93
237,KYUSHU UNIVERSITY,92
237,UNIVERSITY OF NEW MEXICO,92
239,NANYANG TECHNOLOGICAL UNIVERSITY,91
239,UNIVERSITY OF WURZBURG,91
241,TOKYO INSTITUTE OF TECHNOLOGY,90
241,UNIVERSITY OF DELAWARE,90
243,KOBE UNIVERSITY,89
243,UNIVERSITY OF ERLANGEN-NURNBERG,89
245,YONSEI UNIVERSITY,88
246,CITY UNIVERSITY OF NEW YORK,87
246,FUDAN UNIVERSITY,87
246,MUNSTER UNIVERSITY,87
246,SHANGHAI UNIVERSITY OF FINANCE AND ECONOMICS,87
246,UNIVERSITY OF MONTPELLIER 2,87
246,UNIVERSITY OF TSUKUBA,87
252,BAR ILAN UNIVERSITY,86
252,SHANGHAI JIAO TONG UNIVERSITY,86
252,UNIVERSITY NACIONAL AUTONOMA MEXICO,86
252,UNIVERSITY OF SOUTH CAROLINA,86
256,UNIVERSITY OF BATH,85
257,UNIVERSITY OF BERGEN,84
257,UNIVERSITY OF DURHAM,84
