Rank,University,Score
1,HARVARD UNIVERSITY,3068
2,STANFORD UNIVERSITY,1693
3,"UNIVERSITY OF CALIFORNIA, BERKELEY",1599
4,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,1445
5,YALE UNIVERSITY,1178
6,UNIVERSITY OF OXFORD,1174
7,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",1168
8,COLUMBIA UNIVERSITY,1135
9,UNIVERSITY OF CHICAGO,1074
10,UNIVERSITY OF PENNSYLVANIA,1001
11,UNIVERSITY OF MICHIGAN,914
12,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",892
13,NEW YORK UNIVERSITY,882
14,DUKE UNIVERSITY,867
15,UNIVERSITY OF CAMBRIDGE,861
16,PRINCETON UNIVERSITY,849
17,UNIVERSITY OF WASHINGTON,837
18,CORNELL UNIVERSITY,835
19,NORTHWESTERN UNIVERSITY,744
20,UNIVERSITY OF TORONTO,723
21,CALIFORNIA INSTITUTE OF TECHNOLOGY,708
22,JOHNS HOPKINS UNIVERSITY,696
23,UNIVERSITY COLLEGE LONDON,674
24,"UNIVERSITY OF NORTH CAROLINA, CHAPEL HILL",665
25,CHINESE ACADEMY OF SCIENCES,660
26,UNIVERSITY OF MARYLAND,654
27,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",626
28,"UNIVERSITY OF CALIFORNIA, DAVIS",619
29,"UNIVERSITY OF ILLINOIS, URBANA-CHAMPAIGN",613
30,"UNIVERSITY OF MINNESOTA, TWIN CITIES",610
31,WASHINGTON UNIVERSITY,585
32,UNIVERSITY OF TOKYO,572
33,ETH ZURICH,567
33,UNIVERSITY OF WISCONSIN,567
35,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,549
36,OHIO STATE UNIVERSITY,497
36,UNIVERSITY OF COLORADO,497
36,UNIVERSITY OF COPENHAGEN,497
39,"UNIVERSITY OF TEXAS, AUSTIN",494
40,UNIVERSITY OF SOUTHERN CALIFORNIA,483
41,UNIVERSITY OF BRITISH COLUMBIA,482
42,IMPERIAL COLLEGE LONDON,461
43,BOSTON UNIVERSITY,460
44,PENNSYLVANIA STATE UNIVERSITY,456
44,UNIVERSITY OF ZURICH,456
46,UNIVERSITY OF MUNICH,444
47,TEXAS A&M UNIVERSITY,441
48,"UNIVERSITY OF CALIFORNIA, IRVINE",428
49,NATIONAL UNIVERSITY OF SINGAPORE,421
50,UNIVERSITY OF MELBOURNE,413
51,INDIANA UNIVERSITY,375
52,KYOTO UNIVERSITY,365
53,PEKING UNIVERSITY,360
54,UNIVERSITY OF BONN,356
55,UNIVERSITY OF AMSTERDAM,352
55,UNIVERSITY OF PARIS VI,352
57,PURDUE UNIVERSITY,348
58,UNIVERSITY OF WARWICK,347
59,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",341
59,VANDERBILT UNIVERSITY,341
61,MICHIGAN STATE UNIVERSITY,340
62,MCGILL UNIVERSITY,333
62,TSINGHUA UNIVERSITY,333
64,UNIVERSITY OF ARIZONA,331
65,TILBURG UNIVERSITY,327
66,AARHUS UNIVERSITY,320
67,UNIVERSITY OF EDINBURGH,319
67,UNIVERSITY OF MASSACHUSETTS,319
69,RUTGERS STATE UNIVERSITY,317
70,EMORY UNIVERSITY,314
71,MONASH UNIVERSITY,312
72,UNIVERSITY OF MANCHESTER,311
72,UNIVERSITY OF PITTSBURGH,311
74,ARIZONA STATE UNIVERSITY,310
75,UNIVERSITY OF TOULOUSE / TOULOUSE SCHOOL OF ECONOMICS,308
76,UNIVERSITY OF VIRGINIA,307
77,BROWN UNIVERSITY,305
77,UNIVERSITY OF QUEENSLAND,305
79,STOCKHOLM UNIVERSITY,301
80,CARNEGIE MELLON UNIVERSITY,297
81,UNIVERSITY OF BRISTOL,295
82,AUSTRALIAN NATIONAL UNIVERSITY,288
82,OSAKA UNIVERSITY,288
82,VRIJE UNIVERSITEIT AMSTERDAM,288
85,UNIVERSITY OF ROCHESTER,287
86,UNIVERSITY OF FLORIDA,284
87,UNIVERSITY OF NEW SOUTH WALES,283
87,UNIVERSITY OF UTAH,283
89,UNIVERSITY OF NOTTINGHAM,282
90,KATHOLIEKE UNIVERSITEIT LEUVEN,280
91,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",279
92,HEBREW UNIVERSITY OF JERUSALEM,274
92,UNIVERSITY OF COLOGNE,274
94,ERASMUS UNIVERSITY ROTTERDAM,271
94,TEL AVIV UNIVERSITY,271
94,UNIVERSITY OF PARIS VII,271
97,POMPEU FABRA UNIVERSITY,265
98,UPPSALA UNIVERSITY,258
99,HEIDELBERG UNIVERSITY,257
100,UNIVERSITY OF SYDNEY,254
100,UNIVERSITY OF VIENNA,254
102,UNIVERSITY OF GRONINGEN,246
103,GEORGIA INSTITUTE OF TECHNOLOGY,245
104,UNIVERSITY OF IOWA,241
105,SEOUL NATIONAL UNIVERSITY,238
106,GOETHE UNIVERSITY FRANKFURT,236
107,TECHNICAL UNIVERSITY OF MUNICH,235
108,MAASTRICHT UNIVERSITY,234
108,UNIVERSITY OF GEORGIA,234
110,AIX MARSEILLE UNIVERSITY,232
111,UNIVERSITY OF LAUSANNE,227
112,FLORIDA STATE UNIVERSITY,224
113,HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,221
114,UNIVERSITE CATHOLIQUE DE LOUVAIN,220
115,UNIVERSITY OF SOUTHAMPTON,218
116,NORTH CAROLINA STATE UNIVERSITY,216
117,UNIVERSITY OF LYON,214
117,UNIVERSITY OF YORK,214
119,PARIS SCHOOL OF ECONOMICS,212
119,UNIVERSITY OF GOTTINGEN,212
119,UNIVERSITY OF OSLO,212
122,"SUNY, STONY BROOK",211
123,UNIVERSITY OF GOTHENBURG,210
124,RICE UNIVERSITY,209
125,UNIVERSITY OF MIAMI,208
126,UNIVERSITY OF GENEVA,203
127,BOCCONI UNIVERSITY,200
128,UNIVERSITY OF MONTREAL,198
129,UNIVERSITE LIBRE DE BRUXELLES,197
130,UNIVERSITY OF HONG KONG,196
130,UNIVERSITY OF UTRECHT,196
132,HUMBOLDT UNIVERSITY OF BERLIN,195
133,UNIVERSITY OF BERN,192
133,UNIVERSITY OF MANNHEIM,192
135,UNIVERSITY OF HELSINKI,191
136,LUND UNIVERSITY,190
137,UNIVERSITY OF BASEL,187
137,UNIVERSITY OF HAWAII,187
139,"UNIVERSITY OF CALIFORNIA, RIVERSIDE",186
140,BOSTON COLLEGE,184
140,UNIVERSITY OF ALBERTA,184
140,"UNIVERSITY OF TENNESSEE, KNOXVILLE",184
143,UNIVERSITY OF LONDON,183
143,UNIVERSITY OF NOTRE DAME,183
143,UNIVERSITY OF PARIS XI,183
146,UNIVERSITY OF HOUSTON,181
147,UNIVERSITY OF EAST ANGLIA,179
148,UNIVERSITY OF GLASGOW,177
148,"UNIVERSITY OF MISSOURI, COLUMBIA",177
150,DARTMOUTH COLLEGE,176
150,UNIVERSITY OF ESSEX,176
152,"KINGS COLLEGE, LONDON",175
153,NATIONAL TAIWAN UNIVERSITY,174
153,UNIVERSITY OF FREIBURG,174
153,UNIVERSITY OF LEICESTER,174
156,UNIVERSITY OF CONNECTICUT,172
157,IOWA STATE UNIVERSITY,171
157,UNIVERSITY OF TUBINGEN,171
159,GEORGETOWN UNIVERSITY,169
160,"UNIVERSITY OF WISCONSIN, MADISON",168
160,WAGENINGEN UNIVERSITY,168
162,UNIVERSITY OF PADUA,166
163,CHINESE UNIVERSITY OF HONG KONG,165
163,UNIVERSITY OF CARLOS III MADRID,165
165,LEIDEN UNIVERSITY,163
166,GEORGIA STATE UNIVERSITY,160
166,UNIVERSITY OF OREGON,160
168,UNIVERSITY OF KANSAS,159
169,SHANGHAI JIAO TONG UNIVERSITY,158
169,UNIVERSITY OF BOLOGNA,158
171,UNIVERSITY OF EXETER,157
172,NANYANG TECHNOLOGICAL UNIVERSITY,155
172,RADBOUD UNIVERSITY NIJMEGEN,155
174,SIMON FRASER UNIVERSITY,153
175,GHENT UNIVERSITY,152
175,SHANGHAI UNIVERSITY OF FINANCE AND ECONOMICS,152
175,UNIVERSITY OF PARIS I,152
178,SINGAPORE MANAGEMENT UNIVERSITY,151
179,FUDAN UNIVERSITY,150
180,OREGON STATE UNIVERSITY,148
180,UNIVERSITY AUTONOMA BARCELONA,148
182,UNIVERSITY OF PARIS V,147
183,"UNIVERSITY OF ROME, LA SAPIENZA",146
184,UNIVERSITY OF SHEFFIELD,145
185,GEORGE MASON UNIVERSITY,143
185,TUFTS UNIVERSITY,143
187,GEORGE WASHINGTON UNIVERSITY,142
188,BARCELONA GRADUATE SCHOOL OF ECONOMICS,139
188,VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY,139
190,TOHOKU UNIVERSITY,137
190,"UNIVERSITY OF TEXAS, DALLAS",137
192,UNIVERSITY OF BIRMINGHAM,136
193,CASE WESTERN RESERVE UNIVERSITY,135
193,LONDON BUSINESS SCHOOL,135
193,UNIVERSITY OF HAMBURG,135
193,UNIVERSITY OF STRASBOURG,135
197,MCMASTER UNIVERSITY,134
197,UNIVERSITY OF INNSBRUCK,134
199,CARDIFF UNIVERSITY,133
199,UNIVERSITY OF KIEL,133
201,UNIVERSITY OF LEEDS,132
202,"QUEEN MARY, UNIVERSITY OF LONDON",130
202,UNIVERSITY OF CINCINNATI,130
202,UNIVERSITY OF LIVERPOOL,130
205,UNIVERSITY OF ADELAIDE,129
205,UNIVERSITY OF DUSSELDORF,129
207,FREE UNIVERSITY BERLIN,128
208,UNIVERSITY OF KONSTANZ,127
209,UNIVERSITY OF ALABAMA,126
210,COLORADO STATE UNIVERSITY,125
211,NAGOYA UNIVERSITY,124
212,LOUISIANA STATE UNIVERSITY,123
212,TECHNION ISRAEL,123
212,UNIVERSITY OF AUCKLAND,123
215,UNIVERSITY OF BARCELONA,122
215,UNIVERSITY OF KENTUCKY,122
217,UNIVERSITY OF ERLANGEN-NURNBERG,120
217,UNIVERSITY OF WESTERN ONTARIO,120
217,ZHEJIANG UNIVERSITY,120
220,KOREA UNIVERSITY,119
220,STOCKHOLM SCHOOL OF ECONOMICS,119
220,UNIVERSITY OF MILAN,119
223,"UNIVERSITY OF ROME, TOR VERGATA",117
224,BRANDEIS UNIVERSITY,116
224,PARIS DAUPHINE UNIVERSITY,116
226,"CHARLES UNIVERSITY, PRAGUE",114
226,UNIVERSITY OF SUSSEX,114
226,WASHINGTON STATE UNIVERSITY,114
229,UNIVERSITY OF SOUTHERN DENMARK,113
229,UNIVERSITY OF ST ANDREWS,113
231,UNIVERSITY OF CALGARY,112
231,UNIVERSITY OF WESTERN AUSTRALIA,112
233,HOKKAIDO UNIVERSITY,111
234,MUNSTER UNIVERSITY,110
234,UNIVERSITY OF SOUTH CAROLINA,110
236,KEIO UNIVERSITY,109
236,UNIVERSITY OF NEW MEXICO,109
238,BEN GURION UNIVERSITY OF THE NEGEV,108
238,CHAPMAN UNIVERSITY,108
238,CITY UNIVERSITY LONDON,108
238,QUEENS UNIVERSITY,108
238,RUHR UNIVERSITY BOCHUM,108
243,UNIVERSITY OF BERGEN,106
244,XIAMEN UNIVERSITY,105
245,NEWCASTLE UNIVERSITY,104
245,UNIVERSITY OF BATH,104
245,UNIVERSITY OF MAINZ,104
245,"UNIVERSITY OF NEBRASKA, LINCOLN",104
245,UNIVERSITY OF SAO PAULO,104
250,LANCASTER UNIVERSITY,102
250,SOUTHERN METHODIST UNIVERSITY,102
250,TECHNICAL UNIVERSITY OF DRESDEN,102
253,SYRACUSE UNIVERSITY,101
253,UNIVERSITY OF DURHAM,101
255,UNIVERSITY OF ST GALLEN,99
256,INSEAD,98
256,UNIVERSITY OF TECHNOLOGY SYDNEY,98
256,YORK UNIVERSITY,98
259,TEMPLE UNIVERSITY,97
260,KYUSHU UNIVERSITY,96
261,UMEA UNIVERSITY,95
261,UNIVERSITY OF TURIN,95
261,YONSEI UNIVERSITY,95
264,CITY UNIVERSITY OF NEW YORK,94
265,UNIVERSITY OF WURZBURG,93
266,TRINITY COLLEGE DUBLIN,92
266,UNIVERSITY OF CHILE,92
268,UNIVERSITY OF GRENOBLE 1,91
269,BAR ILAN UNIVERSITY,90
269,CITY UNIVERSITY HONG KONG,90
269,"SUNY, BUFFALO",90
269,UNIVERSITY OF DELAWARE,90
273,TECHNICAL UNIVERSITY OF DENMARK,89
273,TULANE UNIVERSITY,89
273,UNIVERSITY OF FLORENCE,89
273,UNIVERSITY OF GUELPH,89
273,UNIVERSITY OF NAPLES FEDERICO 2,89
278,KOREA ADVANCED INSTITUTE OF SCIENCE TECHNOLOGY,88
278,SUNGKYUNKWAN UNIVERSITY,88
278,UNIVERSITY OF OKLAHOMA,88
278,UNIVERSITY OF TSUKUBA,88
282,AALTO UNIVERSITY,87
282,BIELEFELD UNIVERSITY,87
282,TECHNICAL UNIVERSITY OF KARLSRUHE,87
282,UNIVERSITY OF MONTPELLIER 2,87
282,UNIVERSITY OF TOULOUSE 3,87
287,PONTIFICIAL CATHOLIC UNIVERSITY OF CHILE,86
287,UNIVERSITY OF ABERDEEN,86
287,UNIVERSITY OF ULM,86
290,DREXEL UNIVERSITY,85
290,"NORWEGIAN SCHOOL OF ECONOMICS, NHH",85
290,UNIVERSITY OF DUNDEE,85
290,UNIVERSITY OF OTTAWA,85
290,UNIVERSITY OF PARIS XII,85
290,UNIVERSITY OF WYOMING,85
296,UNIVERSITY COLLEGE DUBLIN,84
296,UNIVERSITY LAVAL,84
296,UNIVERSITY NACIONAL AUTONOMA MEXICO,84
296,UNIVERSITY OF MARBURG,84
300,BRIGHAM YOUNG UNIVERSITY,83
300,UNIVERSITY OF OTAGO,83
302,SUN YAT-SEN (ZHONGSHAN) UNIVERSITY,82
303,NORTHEASTERN UNIVERSITY,81
303,UNIVERSITY OF READING,81
