Rank,University,Score
1,HARVARD UNIVERSITY,2784
2,"UNIVERSITY OF CALIFORNIA, BERKELEY",1423
3,STANFORD UNIVERSITY,1318
4,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,1177
5,YALE UNIVERSITY,1051
6,UNIVERSITY OF PENNSYLVANIA,966
7,UNIVERSITY OF CHICAGO,931
8,COLUMBIA UNIVERSITY,916
9,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",900
10,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",868
11,NEW YORK UNIVERSITY,794
12,CORNELL UNIVERSITY,792
13,DUKE UNIVERSITY,764
14,UNIVERSITY OF MICHIGAN,761
15,UNIVERSITY OF OXFORD,752
16,CALIFORNIA INSTITUTE OF TECHNOLOGY,707
17,UNIVERSITY OF WASHINGTON,704
18,NORTHWESTERN UNIVERSITY,694
19,PRINCETON UNIVERSITY,628
20,UNIVERSITY OF MARYLAND,610
21,UNIVERSITY OF CAMBRIDGE,604
22,"UNIVERSITY OF ILLINOIS, URBANA-CHAMPAIGN",594
23,JOHNS HOPKINS UNIVERSITY,592
24,WASHINGTON UNIVERSITY,576
25,UNIVERSITY OF TORONTO,556
26,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",555
27,UNIVERSITY OF TOKYO,550
28,"UNIVERSITY OF CALIFORNIA, DAVIS",523
28,"UNIVERSITY OF NORTH CAROLINA, CHAPEL HILL",523
30,UNIVERSITY COLLEGE LONDON,495
31,"UNIVERSITY OF MINNESOTA, TWIN CITIES",486
32,PENNSYLVANIA STATE UNIVERSITY,461
33,UNIVERSITY OF TEXAS,449
34,UNIVERSITY OF BRITISH COLUMBIA,444
35,OHIO STATE UNIVERSITY,424
36,UNIVERSITY OF COLORADO,412
37,UNIVERSITY OF WISCONSIN,410
38,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,409
39,"UNIVERSITY OF CALIFORNIA, IRVINE",402
40,BOSTON UNIVERSITY,398
41,UNIVERSITY OF SOUTHERN CALIFORNIA,382
42,UNIVERSITY OF ARIZONA,377
43,IMPERIAL COLLEGE LONDON,359
43,TEXAS A&M UNIVERSITY,359
45,RUTGERS STATE UNIVERSITY,331
46,UNIVERSITY OF PARIS VI,319
47,VANDERBILT UNIVERSITY,317
48,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",316
49,PURDUE UNIVERSITY,313
50,KYOTO UNIVERSITY,312
51,CHINESE ACADEMY OF SCIENCES,306
51,UNIVERSITY OF ZURICH,306
53,UNIVERSITY OF MELBOURNE,303
54,EMORY UNIVERSITY,300
54,ETH ZURICH,300
54,MICHIGAN STATE UNIVERSITY,300
57,UNIVERSITY OF AMSTERDAM,288
57,UNIVERSITY OF COPENHAGEN,288
59,BROWN UNIVERSITY,287
60,HEBREW UNIVERSITY OF JERUSALEM,278
60,OSAKA UNIVERSITY,278
60,UNIVERSITY OF MASSACHUSETTS,278
63,INDIANA UNIVERSITY,277
63,UNIVERSITY OF NOTTINGHAM,277
65,UNIVERSITY OF MUNICH,271
66,MCGILL UNIVERSITY,270
67,UNIVERSITY OF FLORIDA,269
68,UNIVERSITY OF VIRGINIA,268
69,UNIVERSITY OF PITTSBURGH,262
70,UNIVERSITY OF MANCHESTER,258
71,UNIVERSITY OF IOWA,257
72,AUSTRALIAN NATIONAL UNIVERSITY,256
73,ARIZONA STATE UNIVERSITY,253
74,TILBURG UNIVERSITY,245
75,UNIVERSITY OF UTAH,244
76,UNIVERSITY OF EDINBURGH,241
77,TEL AVIV UNIVERSITY,239
78,CARNEGIE MELLON UNIVERSITY,237
