Rank,University,Score
1,HARVARD UNIVERSITY,2131
2,STANFORD UNIVERSITY,992
3,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,985
4,"UNIVERSITY OF CALIFORNIA, BERKELEY",959
5,UNIVERSITY OF TEXAS,850
6,YALE UNIVERSITY,762
7,UNIVERSITY OF PENNSYLVANIA,746
8,UNIVERSITY OF CHICAGO,719
9,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",683
10,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",661
11,CORNELL UNIVERSITY,620
12,UNIVERSITY OF WASHINGTON,585
13,UNIVERSITY OF WISCONSIN,581
14,JOHNS HOPKINS UNIVERSITY,568
15,COLUMBIA UNIVERSITY,567
16,CALIFORNIA INSTITUTE OF TECHNOLOGY,562
17,UNIVERSITY OF MICHIGAN,556
18,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",530
19,DUKE UNIVERSITY,523
20,WASHINGTON UNIVERSITY,507
21,NORTHWESTERN UNIVERSITY,497
22,NEW YORK UNIVERSITY,482
23,PRINCETON UNIVERSITY,474
24,"UNIVERSITY OF ILLINOIS, URBANA-CHAMPAIGN",459
25,UNIVERSITY OF OXFORD,433
26,"UNIVERSITY OF MINNESOTA, TWIN CITIES",422
27,UNIVERSITY OF MARYLAND,408
28,UNIVERSITY OF CAMBRIDGE,389
29,UNIVERSITY OF COLORADO,384
30,"UNIVERSITY OF NORTH CAROLINA, CHAPEL HILL",383
31,UNIVERSITY OF TORONTO,370
32,PENNSYLVANIA STATE UNIVERSITY,312
33,"UNIVERSITY OF CALIFORNIA, DAVIS",311
34,UNIVERSITY OF TOKYO,309
35,UNIVERSITY OF SOUTHERN CALIFORNIA,299
36,RUTGERS STATE UNIVERSITY,289
37,UNIVERSITY OF ROCHESTER,286
38,UNIVERSITY OF BRITISH COLUMBIA,285
39,UNIVERSITY OF ARIZONA,284
40,BOSTON UNIVERSITY,274
41,OHIO STATE UNIVERSITY,271
42,UNIVERSITY COLLEGE LONDON,268
43,INDIANA UNIVERSITY,264
43,"UNIVERSITY OF CALIFORNIA, IRVINE",264
45,HEBREW UNIVERSITY OF JERUSALEM,257
46,TEL AVIV UNIVERSITY,253
47,TEXAS A&M UNIVERSITY,249
48,MICHIGAN STATE UNIVERSITY,237
49,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,224
50,MCGILL UNIVERSITY,222
51,UNIVERSITY OF FLORIDA,221
52,AUSTRALIAN NATIONAL UNIVERSITY,215
53,UNIVERSITY OF VIRGINIA,213
54,BROWN UNIVERSITY,212
54,UNIVERSITY OF PITTSBURGH,212
56,CARNEGIE MELLON UNIVERSITY,211
56,PURDUE UNIVERSITY,211
56,TILBURG UNIVERSITY,211
59,VANDERBILT UNIVERSITY,210
60,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",206
61,UNIVERSITY OF IOWA,199
62,"SUNY, STONY BROOK",193
63,UNIVERSITY OF MASSACHUSETTS,187
64,UNIVERSITY OF AMSTERDAM,184
65,OSAKA UNIVERSITY,179
65,UNIVERSITY OF UTAH,179
67,KYOTO UNIVERSITY,178
68,UNIVERSITE CATHOLIQUE DE LOUVAIN,171
69,CASE WESTERN RESERVE UNIVERSITY,163
70,ERASMUS UNIVERSITY ROTTERDAM,158
71,UNIVERSITY OF ALABAMA,155
72,ARIZONA STATE UNIVERSITY,149
72,UNIVERSITY OF GEORGIA,149
74,UNIVERSITY OF COPENHAGEN,147
74,UNIVERSITY OF ZURICH,147
76,UNIVERSITY OF PARIS VI,146
77,IMPERIAL COLLEGE LONDON,144
78,UNIVERSITY OF WESTERN ONTARIO,135
79,EMORY UNIVERSITY,134
80,UNIVERSITY OF BRISTOL,133
80,UNIVERSITY OF EDINBURGH,133
82,UNIVERSITY OF MONTREAL,132
82,UNIVERSITY OF MUNICH,132
84,UNIVERSITY OF WARWICK,128
85,TUFTS UNIVERSITY,127
85,UPPSALA UNIVERSITY,127
87,HEIDELBERG UNIVERSITY,126
88,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",125
89,QUEENS UNIVERSITY,123
89,"UNIVERSITY OF MISSOURI, COLUMBIA",123
91,HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,121
91,UNIVERSITY OF OREGON,121
91,UNIVERSITY OF YORK,121
94,IOWA STATE UNIVERSITY,120
94,UNIVERSITY OF CONNECTICUT,120
96,GEORGETOWN UNIVERSITY,119
97,UNIVERSITY OF BASEL,116
98,"UNIVERSITY OF TENNESSEE, KNOXVILLE",115
99,HUMBOLDT UNIVERSITY OF BERLIN,114
100,UNIVERSITY OF BONN,109
100,UNIVERSITY OF HAWAII,109
102,UNIVERSITY OF ALBERTA,108
102,UNIVERSITY OF GENEVA,108
102,UNIVERSITY OF VIENNA,108
105,FREE UNIVERSITY BRUSSELS,107
105,UNIVERSITY OF OSLO,107
107,FLORIDA STATE UNIVERSITY,106
107,UNIVERSITY OF HELSINKI,106
109,DARTMOUTH COLLEGE,105
109,NORTH CAROLINA STATE UNIVERSITY,105
109,OREGON STATE UNIVERSITY,105
112,AARHUS UNIVERSITY,104
112,UNIVERSITY OF MANCHESTER,104
112,UNIVERSITY OF NOTTINGHAM,104
115,VRIJE UNIVERSITEIT AMSTERDAM,103
116,STOCKHOLM SCHOOL OF ECONOMICS,99
116,TECHNION ISRAEL,99
116,UNIVERSITY OF SOUTHAMPTON,99
119,UNIVERSITY OF NEW SOUTH WALES,97
119,WASHINGTON STATE UNIVERSITY,97
121,LUND UNIVERSITY,96
121,STOCKHOLM UNIVERSITY,96
123,BOSTON COLLEGE,95
124,BRANDEIS UNIVERSITY,94
124,TULANE UNIVERSITY,94
124,UNIVERSITY OF ESSEX,94
127,UNIVERSITY OF MELBOURNE,93
128,ETH ZURICH,92
128,LOUISIANA STATE UNIVERSITY,92
128,MCMASTER UNIVERSITY,92
128,SOUTHERN METHODIST UNIVERSITY,92
132,KATHOLIEKE UNIVERSITEIT LEUVEN,91
132,LONDON BUSINESS SCHOOL,91
132,UNIVERSITY OF GRONINGEN,91
135,"UNIVERSITY OF CALIFORNIA, RIVERSIDE",90
136,"UNIVERSITY OF ROME, LA SAPIENZA",89
136,YORK UNIVERSITY,89
138,UNIVERSITY OF MIAMI,88
138,UNIVERSITY OF SUSSEX,88
140,LEIDEN UNIVERSITY,87
141,FREE UNIVERSITY BERLIN,85
141,GEORGE WASHINGTON UNIVERSITY,85
141,RICE UNIVERSITY,85
141,UNIVERSITY OF PARIS XI,85
145,SYRACUSE UNIVERSITY,84
145,UNIVERSITY OF BERN,84
145,UNIVERSITY OF KENTUCKY,84
148,"SUNY, BUFFALO",82
148,VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY,82
150,GEORGIA INSTITUTE OF TECHNOLOGY,81
150,POMPEU FABRA UNIVERSITY,81
152,COLORADO STATE UNIVERSITY,80
152,UNIVERSITY OF CARLOS III MADRID,80
152,UNIVERSITY OF STRASBOURG,80
155,UNIVERSITY OF LAUSANNE,78
155,UNIVERSITY OF UTRECHT,78
157,UNIVERSITY OF LONDON,77
157,UNIVERSITY OF TOULOUSE / TOULOUSE SCHOOL OF ECONOMICS,77
159,NAGOYA UNIVERSITY,76
159,UNIVERSITY OF GLASGOW,76
159,UNIVERSITY OF HOUSTON,76
159,UNIVERSITY OF MEDICINE DENTISTRY NEW JERSEY,76
163,CHINESE UNIVERSITY OF HONG KONG,75
163,UNIVERSITY OF NEW MEXICO,75
165,UNIVERSITY LAVAL,72
165,UNIVERSITY OF KANSAS,72
165,UNIVERSITY OF OKLAHOMA,72
168,NATIONAL UNIVERSITY OF SINGAPORE,71
168,UNIVERSITY OF FREIBURG,71
168,UNIVERSITY OF SYDNEY,71
171,UNIVERSITY AUTONOMA BARCELONA,68
171,UNIVERSITY OF CINCINNATI,68
171,UNIVERSITY OF WURZBURG,68
174,MONASH UNIVERSITY,67
174,UNIVERSITY OF TSUKUBA,67
176,UNIVERSITY OF HONG KONG,66
177,TOHOKU UNIVERSITY,65
177,UNIVERSITY OF WESTERN AUSTRALIA,65
179,UNIVERSITY OF BOLOGNA,64
179,UNIVERSITY OF HAMBURG,64
181,"UNIVERSITY OF NEVADA, RENO",63
181,UNIVERSITY OF SHEFFIELD,63
183,"BIRKBECK COLLEGE, UNIVERSITY OF LONDON",62
183,UNIVERSITY OF BIRMINGHAM,62
183,WAYNE STATE UNIVERSITY,62
186,SIMON FRASER UNIVERSITY,61
186,UNIVERSITY OF DELAWARE,61
186,UNIVERSITY OF NOTRE DAME,61
189,UNIVERSITY OF COLOGNE,60
189,UNIVERSITY OF PARIS I,60
191,MAASTRICHT UNIVERSITY,59
192,UNIVERSITY OF SOUTH FLORIDA,58
192,UNIVERSITY OF WATERLOO,58
194,UNIVERSITY OF CALGARY,57
194,"UNIVERSITY OF NEBRASKA, LINCOLN",57
196,BEN GURION UNIVERSITY OF THE NEGEV,55
196,UNIVERSITY OF TUBINGEN,55
198,GEORGE MASON UNIVERSITY,54
199,GEORGIA STATE UNIVERSITY,53
199,"QUEEN MARY, UNIVERSITY OF LONDON",53
199,UNIVERSITY OF EXETER,53
199,UNIVERSITY OF PADUA,53
203,"SUNY, ALBANY",52
