Rank,University,Score
1,HARVARD UNIVERSITY,2600
2,STANFORD UNIVERSITY,1803
3,"UNIVERSITY OF CALIFORNIA, BERKELEY",1567
4,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,1527
5,COLUMBIA UNIVERSITY,1207
6,UNIVERSITY OF OXFORD,1185
7,UNIVERSITY OF CHICAGO,1168
8,YALE UNIVERSITY,1109
9,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",1100
10,UNIVERSITY OF PENNSYLVANIA,1061
11,UNIVERSITY OF MICHIGAN,920
12,UNIVERSITY OF CAMBRIDGE,916
13,PRINCETON UNIVERSITY,897
14,UNIVERSITY OF WASHINGTON,885
15,NEW YORK UNIVERSITY,884
16,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",848
17,DUKE UNIVERSITY,808
18,CORNELL UNIVERSITY,800
19,CHINESE ACADEMY OF SCIENCES,762
20,UNIVERSITY OF TORONTO,745
21,UNIVERSITY COLLEGE LONDON,735
22,NORTHWESTERN UNIVERSITY,725
23,CALIFORNIA INSTITUTE OF TECHNOLOGY,710
24,UNIVERSITY OF MARYLAND,690
25,JOHNS HOPKINS UNIVERSITY,668
26,"UNIVERSITY OF NORTH CAROLINA, CHAPEL HILL",664
27,"UNIVERSITY OF ILLINOIS, URBANA-CHAMPAIGN",629
28,"UNIVERSITY OF MINNESOTA, TWIN CITIES",612
29,"UNIVERSITY OF CALIFORNIA, DAVIS",611
30,ETH ZURICH,606
31,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",586
32,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,580
33,WASHINGTON UNIVERSITY,564
34,UNIVERSITY OF WISCONSIN,553
35,UNIVERSITY OF TOKYO,543
36,UNIVERSITY OF COPENHAGEN,534
37,"UNIVERSITY OF TEXAS, AUSTIN",514
38,PENNSYLVANIA STATE UNIVERSITY,502
39,OHIO STATE UNIVERSITY,496
40,UNIVERSITY OF COLORADO,492
41,TEXAS A&M UNIVERSITY,491
42,NATIONAL UNIVERSITY OF SINGAPORE,480
43,IMPERIAL COLLEGE LONDON,479
44,PEKING UNIVERSITY,471
45,UNIVERSITY OF MUNICH,465
46,UNIVERSITY OF ZURICH,457
47,BOSTON UNIVERSITY,450
48,UNIVERSITY OF BRITISH COLUMBIA,443
49,UNIVERSITY OF MELBOURNE,442
50,"UNIVERSITY OF CALIFORNIA, IRVINE",412
51,TSINGHUA UNIVERSITY,411
52,UNIVERSITY OF WARWICK,399
53,INDIANA UNIVERSITY,385
53,UNIVERSITY OF SOUTHERN CALIFORNIA,385
55,UNIVERSITY OF AMSTERDAM,373
56,PURDUE UNIVERSITY,370
57,MONASH UNIVERSITY,368
58,AARHUS UNIVERSITY,357
59,VANDERBILT UNIVERSITY,347
60,UNIVERSITY OF EDINBURGH,345
61,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",343
62,MICHIGAN STATE UNIVERSITY,340
63,ARIZONA STATE UNIVERSITY,334
63,CARNEGIE MELLON UNIVERSITY,334
65,RUTGERS STATE UNIVERSITY,331
65,UNIVERSITY OF BONN,331
67,UNIVERSITY OF PITTSBURGH,328
68,AUSTRALIAN NATIONAL UNIVERSITY,326
68,MCGILL UNIVERSITY,326
68,UNIVERSITY OF COLOGNE,326
68,UNIVERSITY OF QUEENSLAND,326
72,UNIVERSITY OF ARIZONA,325
72,UNIVERSITY OF MANCHESTER,325
74,EMORY UNIVERSITY,319
75,KYOTO UNIVERSITY,317
