Rank,University,Score
1,HARVARD UNIVERSITY,1900
2,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,960
3,STANFORD UNIVERSITY,939
4,"UNIVERSITY OF CALIFORNIA, BERKELEY",928
5,YALE UNIVERSITY,760
6,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",711
7,UNIVERSITY OF TEXAS,681
8,UNIVERSITY OF PENNSYLVANIA,680
9,UNIVERSITY OF CHICAGO,663
10,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",607
11,CORNELL UNIVERSITY,598
12,UNIVERSITY OF WASHINGTON,588
13,UNIVERSITY OF WISCONSIN,529
14,UNIVERSITY OF MICHIGAN,523
15,COLUMBIA UNIVERSITY,517
16,JOHNS HOPKINS UNIVERSITY,511
17,WASHINGTON UNIVERSITY,486
18,DUKE UNIVERSITY,479
18,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",479
20,NORTHWESTERN UNIVERSITY,468
21,"UNIVERSITY OF ILLINOIS, URBANA-CHAMPAIGN",461
22,"UNIVERSITY OF MINNESOTA, TWIN CITIES",402
23,CALIFORNIA INSTITUTE OF TECHNOLOGY,380
24,UNIVERSITY OF COLORADO,377
25,PRINCETON UNIVERSITY,368
26,UNIVERSITY OF MARYLAND,342
27,"UNIVERSITY OF NORTH CAROLINA, CHAPEL HILL",341
28,NEW YORK UNIVERSITY,338
29,UNIVERSITY OF TORONTO,326
30,UNIVERSITY OF CAMBRIDGE,299
31,UNIVERSITY OF BRITISH COLUMBIA,297
32,INDIANA UNIVERSITY,296
33,UNIVERSITY OF OXFORD,290
34,"UNIVERSITY OF CALIFORNIA, DAVIS",280
35,BOSTON UNIVERSITY,279
36,PENNSYLVANIA STATE UNIVERSITY,270
37,UNIVERSITY OF ROCHESTER,266
38,UNIVERSITY OF SOUTHERN CALIFORNIA,255
39,UNIVERSITY OF ARIZONA,238
40,OHIO STATE UNIVERSITY,235
41,HEBREW UNIVERSITY OF JERUSALEM,232
42,RUTGERS STATE UNIVERSITY,231
43,"UNIVERSITY OF CALIFORNIA, IRVINE",230
43,UNIVERSITY OF TOKYO,230
45,TEXAS A&M UNIVERSITY,225
46,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,221
47,TEL AVIV UNIVERSITY,220
48,AUSTRALIAN NATIONAL UNIVERSITY,201
49,UNIVERSITY OF MASSACHUSETTS,200
50,PURDUE UNIVERSITY,199
50,"SUNY, STONY BROOK",199
52,UNIVERSITY OF FLORIDA,197
53,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",194
54,UNIVERSITY OF VIRGINIA,191
54,VANDERBILT UNIVERSITY,191
56,MICHIGAN STATE UNIVERSITY,188
57,UNIVERSITY OF PITTSBURGH,183
58,UNIVERSITY OF IOWA,181
59,BROWN UNIVERSITY,176
60,CARNEGIE MELLON UNIVERSITY,175
61,NORTH CAROLINA STATE UNIVERSITY,164
