Rank,University,Score
1,HARVARD UNIVERSITY,2325
2,STANFORD UNIVERSITY,1846
3,"UNIVERSITY OF CALIFORNIA, BERKELEY",1595
4,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,1517
5,UNIVERSITY OF OXFORD,1202
6,COLUMBIA UNIVERSITY,1197
7,UNIVERSITY OF CHICAGO,1151
8,UNIVERSITY OF PENNSYLVANIA,1101
9,YALE UNIVERSITY,1090
10,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",1040
11,UNIVERSITY OF CAMBRIDGE,945
12,PRINCETON UNIVERSITY,920
12,UNIVERSITY OF MICHIGAN,920
14,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",883
15,UNIVERSITY OF WASHINGTON,879
16,NEW YORK UNIVERSITY,863
17,CHINESE ACADEMY OF SCIENCES,848
18,DUKE UNIVERSITY,785
19,CORNELL UNIVERSITY,780
20,UNIVERSITY COLLEGE LONDON,758
21,UNIVERSITY OF TORONTO,732
22,NORTHWESTERN UNIVERSITY,728
23,CALIFORNIA INSTITUTE OF TECHNOLOGY,714
24,UNIVERSITY OF MARYLAND,699
25,JOHNS HOPKINS UNIVERSITY,679
26,"UNIVERSITY OF ILLINOIS, URBANA-CHAMPAIGN",656
27,"UNIVERSITY OF MINNESOTA, TWIN CITIES",620
28,ETH ZURICH,618
29,"UNIVERSITY OF CALIFORNIA, DAVIS",603
30,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,591
31,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",573
32,"UNIVERSITY OF NORTH CAROLINA, CHAPEL HILL",571
33,WASHINGTON UNIVERSITY,561
34,UNIVERSITY OF COPENHAGEN,553
35,UNIVERSITY OF WISCONSIN,543
36,UNIVERSITY OF TOKYO,535
37,"UNIVERSITY OF TEXAS, AUSTIN",531
38,PENNSYLVANIA STATE UNIVERSITY,521
39,IMPERIAL COLLEGE LONDON,517
40,PEKING UNIVERSITY,503
41,NATIONAL UNIVERSITY OF SINGAPORE,502
42,UNIVERSITY OF COLORADO,487
43,OHIO STATE UNIVERSITY,479
44,UNIVERSITY OF ZURICH,463
45,UNIVERSITY OF MELBOURNE,461
46,UNIVERSITY OF MUNICH,455
47,TSINGHUA UNIVERSITY,446
48,TEXAS A&M UNIVERSITY,439
49,BOSTON UNIVERSITY,435
50,UNIVERSITY OF BRITISH COLUMBIA,434
51,"UNIVERSITY OF CALIFORNIA, IRVINE",415
52,UNIVERSITY OF WARWICK,412
53,MONASH UNIVERSITY,389
54,UNIVERSITY OF AMSTERDAM,372
55,INDIANA UNIVERSITY,369
56,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",356
57,PURDUE UNIVERSITY,355
58,UNIVERSITY OF EDINBURGH,354
59,UNIVERSITY OF ARIZONA,353
60,ARIZONA STATE UNIVERSITY,347
61,UNIVERSITY OF TOULOUSE / TOULOUSE SCHOOL OF ECONOMICS,345
62,AARHUS UNIVERSITY,344
62,MICHIGAN STATE UNIVERSITY,344
64,MCGILL UNIVERSITY,343
65,UNIVERSITY OF MANCHESTER,342
66,UNIVERSITY OF PITTSBURGH,341
67,CARNEGIE MELLON UNIVERSITY,338
68,EMORY UNIVERSITY,335
69,AUSTRALIAN NATIONAL UNIVERSITY,333
70,VANDERBILT UNIVERSITY,330
71,STOCKHOLM UNIVERSITY,328
72,UNIVERSITY OF MASSACHUSETTS,327
73,RUTGERS STATE UNIVERSITY,326
74,UNIVERSITY OF BRISTOL,319
75,UNIVERSITY OF VIRGINIA,318
76,UNIVERSITY OF BONN,315
77,UNIVERSITY OF QUEENSLAND,314
78,UNIVERSITY OF COLOGNE,309
79,VRIJE UNIVERSITEIT AMSTERDAM,307
80,BROWN UNIVERSITY,303
81,HEBREW UNIVERSITY OF JERUSALEM,302
82,KATHOLIEKE UNIVERSITEIT LEUVEN,297
82,UNIVERSITY OF UTAH,297
84,KYOTO UNIVERSITY,296
85,TEL AVIV UNIVERSITY,295
86,UNIVERSITY OF FLORIDA,289
87,HEIDELBERG UNIVERSITY,288
87,UPPSALA UNIVERSITY,288
89,UNIVERSITY OF SOUTHERN CALIFORNIA,281
90,AIX MARSEILLE UNIVERSITY,280
91,GEORGIA INSTITUTE OF TECHNOLOGY,278
92,UNIVERSITY OF NOTTINGHAM,275
93,UNIVERSITY OF SYDNEY,271
94,ERASMUS UNIVERSITY ROTTERDAM,264
95,TECHNICAL UNIVERSITY OF MUNICH,262
96,LUND UNIVERSITY,261
96,POMPEU FABRA UNIVERSITY,261
96,UNIVERSITY OF PARIS VI,261
99,FUDAN UNIVERSITY,255
100,UNIVERSITY OF VIENNA,253
100,UNIVERSITY OF YORK,253
102,OSAKA UNIVERSITY,252
103,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",251
104,UNIVERSITY OF SOUTHAMPTON,248
105,UNIVERSITY OF OSLO,243
106,GOETHE UNIVERSITY FRANKFURT,241
107,BOCCONI UNIVERSITY,239
108,UNIVERSITY OF GOTHENBURG,237
109,UNIVERSITY OF LAUSANNE,236
110,RICE UNIVERSITY,235
111,UNIVERSITY OF GRONINGEN,233
112,TILBURG UNIVERSITY,232
112,UNIVERSITY OF IOWA,232
114,UNIVERSITY OF GEORGIA,231
115,UNIVERSITY OF HONG KONG,230
116,PARIS SCHOOL OF ECONOMICS,229
116,UNIVERSITE CATHOLIQUE DE LOUVAIN,229
118,MAASTRICHT UNIVERSITY,227
118,UNIVERSITY OF BERN,227
120,HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,226
120,NANYANG TECHNOLOGICAL UNIVERSITY,226
122,UNIVERSITY OF ROCHESTER,225
123,CHINESE UNIVERSITY OF HONG KONG,224
124,HUMBOLDT UNIVERSITY OF BERLIN,222
125,"KINGS COLLEGE, LONDON",221
125,NORTH CAROLINA STATE UNIVERSITY,221
125,SHANGHAI JIAO TONG UNIVERSITY,221
128,GEORGETOWN UNIVERSITY,219
129,UNIVERSITY OF BASEL,218
130,SEOUL NATIONAL UNIVERSITY,216
131,UNIVERSITY OF LYON,215
132,UNIVERSITY OF PARIS VII,212
133,"UNIVERSITY OF CALIFORNIA, RIVERSIDE",211
134,UNIVERSITY OF CONNECTICUT,209
134,UNIVERSITY OF UTRECHT,209
136,UNIVERSITY OF GLASGOW,208
137,UNIVERSITY OF MANNHEIM,207
138,"SUNY, STONY BROOK",206
139,BOSTON COLLEGE,204
140,UNIVERSITY OF GENEVA,203
141,UNIVERSITY OF ESSEX,200
