Rank,University,Score
1,HARVARD UNIVERSITY,617
2,UNIVERSITY OF CHICAGO,422
3,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,406
4,"UNIVERSITY OF CALIFORNIA, BERKELEY",399
5,UNIVERSITY OF PENNSYLVANIA,396
6,STANFORD UNIVERSITY,385
7,NEW YORK UNIVERSITY,353
8,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,313
9,NORTHWESTERN UNIVERSITY,300
9,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",300
11,UNIVERSITY OF MICHIGAN,276
12,CORNELL UNIVERSITY,273
13,YALE UNIVERSITY,272
14,PRINCETON UNIVERSITY,265
15,"UNIVERSITY OF MINNESOTA, TWIN CITIES",258
16,COLUMBIA UNIVERSITY,253
17,UNIVERSITY OF MARYLAND,218
18,DUKE UNIVERSITY,215
19,UNIVERSITY OF OXFORD,209
20,"UNIVERSITY OF ILLINOIS, URBANA-CHAMPAIGN",201
21,UNIVERSITY OF WISCONSIN,194
22,TILBURG UNIVERSITY,192
23,OHIO STATE UNIVERSITY,167
23,"UNIVERSITY OF NORTH CAROLINA, CHAPEL HILL",167
25,UNIVERSITY OF WARWICK,166
26,UNIVERSITY OF TEXAS,165
27,PENNSYLVANIA STATE UNIVERSITY,162
28,UNIVERSITY OF SOUTHERN CALIFORNIA,161
29,UNIVERSITY COLLEGE LONDON,157
30,UNIVERSITY OF BRITISH COLUMBIA,154
31,AUSTRALIAN NATIONAL UNIVERSITY,152
31,TEL AVIV UNIVERSITY,152
33,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",150
33,UNIVERSITY OF TOULOUSE / TOULOUSE SCHOOL OF ECONOMICS,150
35,UNIVERSITY OF TORONTO,147
36,UNIVERSITY OF WASHINGTON,146
37,UNIVERSITE CATHOLIQUE DE LOUVAIN,145
38,UNIVERSITY OF ROCHESTER,144
39,TEXAS A&M UNIVERSITY,143
40,MICHIGAN STATE UNIVERSITY,140
40,"UNIVERSITY OF CALIFORNIA, DAVIS",140
42,CARNEGIE MELLON UNIVERSITY,139
43,BOSTON UNIVERSITY,132
44,POMPEU FABRA UNIVERSITY,131
45,HEBREW UNIVERSITY OF JERUSALEM,129
45,RUTGERS STATE UNIVERSITY,129
47,UNIVERSITY OF AMSTERDAM,127
48,UNIVERSITY OF NOTTINGHAM,126
49,BROWN UNIVERSITY,125
50,HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,123
51,UNIVERSITY OF CARLOS III MADRID,122
52,PURDUE UNIVERSITY,120
53,INDIANA UNIVERSITY,116
54,UNIVERSITY OF VIRGINIA,115
55,UNIVERSITY OF COPENHAGEN,113
56,UNIVERSITY OF CAMBRIDGE,112
57,VU UNIVERSITY AMSTERDAM,111
58,ERASMUS UNIVERSITY ROTTERDAM,107
59,VANDERBILT UNIVERSITY,106
60,DARTMOUTH COLLEGE,105
60,UNIVERSITY OF YORK,105
62,JOHNS HOPKINS UNIVERSITY,104
63,UNIVERSITY OF BONN,103
63,UNIVERSITY OF COLORADO,103
65,UNIVERSITY OF PARIS I,102
66,UNIVERSITY OF ESSEX,101
67,IOWA STATE UNIVERSITY,100
67,UNIVERSITY OF ARIZONA,100
69,GEORGETOWN UNIVERSITY,97
69,UNIVERSITY OF PARIS VI,97
71,HUMBOLDT UNIVERSITY OF BERLIN,93
72,WASHINGTON UNIVERSITY,92
73,CHINESE UNIVERSITY OF HONG KONG,90
73,NATIONAL UNIVERSITY OF SINGAPORE,90
75,STOCKHOLM UNIVERSITY,88
76,UNIVERSITY OF SOUTHAMPTON,87
77,STOCKHOLM SCHOOL OF ECONOMICS,86
78,BOSTON COLLEGE,85
78,UNIVERSITY OF IOWA,85
80,UNIVERSITY OF FLORIDA,83
81,UNIVERSITY OF BRISTOL,82
81,UNIVERSITY OF MELBOURNE,82
83,ARIZONA STATE UNIVERSITY,81
83,UNIVERSITY OF MONTREAL,81
85,UNIVERSITY OF WESTERN ONTARIO,79
86,"UNIVERSITY OF CALIFORNIA, IRVINE",77
