Rank,University,Score
1,HARVARD UNIVERSITY,2988
2,STANFORD UNIVERSITY,1461
3,"UNIVERSITY OF CALIFORNIA, BERKELEY",1447
4,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,1317
5,YALE UNIVERSITY,1153
6,UNIVERSITY OF CHICAGO,1022
7,COLUMBIA UNIVERSITY,1016
8,UNIVERSITY OF PENNSYLVANIA,992
9,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",971
10,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",923
11,UNIVERSITY OF OXFORD,902
12,NEW YORK UNIVERSITY,837
13,DUKE UNIVERSITY,833
14,UNIVERSITY OF MICHIGAN,818
15,CORNELL UNIVERSITY,806
16,NORTHWESTERN UNIVERSITY,766
17,UNIVERSITY OF WASHINGTON,744
18,UNIVERSITY OF CAMBRIDGE,689
19,CALIFORNIA INSTITUTE OF TECHNOLOGY,687
20,PRINCETON UNIVERSITY,680
21,JOHNS HOPKINS UNIVERSITY,637
22,UNIVERSITY OF TORONTO,628
23,WASHINGTON UNIVERSITY,624
24,"UNIVERSITY OF ILLINOIS, URBANA-CHAMPAIGN",622
25,UNIVERSITY OF MARYLAND,608
26,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",598
27,UNIVERSITY OF TOKYO,581
28,"UNIVERSITY OF NORTH CAROLINA, CHAPEL HILL",578
29,UNIVERSITY COLLEGE LONDON,577
30,"UNIVERSITY OF CALIFORNIA, DAVIS",576
31,"UNIVERSITY OF MINNESOTA, TWIN CITIES",506
32,UNIVERSITY OF BRITISH COLUMBIA,498
33,OHIO STATE UNIVERSITY,494
34,PENNSYLVANIA STATE UNIVERSITY,485
35,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,432
36,UNIVERSITY OF WISCONSIN,431
37,"UNIVERSITY OF CALIFORNIA, IRVINE",423
37,UNIVERSITY OF COLORADO,423
39,CHINESE ACADEMY OF SCIENCES,411
40,ETH ZURICH,404
41,BOSTON UNIVERSITY,401
41,IMPERIAL COLLEGE LONDON,401
