University,year,Rank,Score
CYPRUS UNIVERSITY OF TECHNOLOGY,2019,742.0,2.0
DA YEH UNIVERSITY,2006,915.0,1.0
DA YEH UNIVERSITY,2007,949.0,1.0
DA YEH UNIVERSITY,2008,846.0,2.0
DA YEH UNIVERSITY,2009,869.0,2.0
DA YEH UNIVERSITY,2010,909.0,2.0
DA YEH UNIVERSITY,2011,1086.0,1.0
DA YEH UNIVERSITY,2012,1100.0,1.0
DA YEH UNIVERSITY,2013,1159.0,1.0
DA YEH UNIVERSITY,2014,1162.0,1.0
DA YEH UNIVERSITY,2015,1200.0,1.0
DA YEH UNIVERSITY,2016,1188.0,1.0
DA YEH UNIVERSITY,2017,1183.0,1.0
DAITO BUNKA UNIVERSITY,2002,835.0,1.0
DAITO BUNKA UNIVERSITY,2003,839.0,1.0
DAITO BUNKA UNIVERSITY,2004,860.0,1.0
DAITO BUNKA UNIVERSITY,2005,898.0,1.0
DAITO BUNKA UNIVERSITY,2006,915.0,1.0
DAITO BUNKA UNIVERSITY,2007,945.8333333333334,1.0
DAITO BUNKA UNIVERSITY,2008,976.6666666666666,1.0
DAITO BUNKA UNIVERSITY,2009,1007.5,1.0
DAITO BUNKA UNIVERSITY,2010,1038.3333333333333,1.0
DAITO BUNKA UNIVERSITY,2011,1069.1666666666667,1.0
DAITO BUNKA UNIVERSITY,2012,1100.0,1.0
DAITO BUNKA UNIVERSITY,2013,1159.0,1.0
DAITO BUNKA UNIVERSITY,2014,1162.0,1.0
DAITO BUNKA UNIVERSITY,2015,1200.0,1.0
DAITO BUNKA UNIVERSITY,2016,1035.0,2.0
DAITO BUNKA UNIVERSITY,2017,1183.0,1.0
DAITO BUNKA UNIVERSITY,2018,884.0,1.0
DAITO BUNKA UNIVERSITY,2019,882.0,1.0
DALARNA UNIVERSITY,1999,782.0,1.0
DALARNA UNIVERSITY,2000,803.0,1.0
DALARNA UNIVERSITY,2001,822.0,1.0
DALARNA UNIVERSITY,2002,835.0,1.0
DALARNA UNIVERSITY,2003,839.0,1.0
DALARNA UNIVERSITY,2004,860.0,1.0
DALARNA UNIVERSITY,2005,898.0,1.0
DALARNA UNIVERSITY,2006,798.0,2.0
DALARNA UNIVERSITY,2007,719.0,3.0
DALARNA UNIVERSITY,2008,675.0,4.0
DALARNA UNIVERSITY,2009,778.0,3.0
DALARNA UNIVERSITY,2010,737.0,4.0
DALARNA UNIVERSITY,2011,751.0,4.0
DALARNA UNIVERSITY,2012,840.0,3.0
DALARNA UNIVERSITY,2013,994.0,2.0
DALARNA UNIVERSITY,2014,1019.0,2.0
DALARNA UNIVERSITY,2015,1033.0,2.0
DALARNA UNIVERSITY,2016,1188.0,1.0
DALARNA UNIVERSITY,2017,1031.0,2.0
DALARNA UNIVERSITY,2018,884.0,1.0
DALARNA UNIVERSITY,2019,882.0,1.0
DALHOUSIE UNIVERSITY,1994,150.0,29.0
DALHOUSIE UNIVERSITY,1995,165.0,28.0
DALHOUSIE UNIVERSITY,1996,181.0,26.0
DALHOUSIE UNIVERSITY,1997,233.0,20.0
DALHOUSIE UNIVERSITY,1998,285.0,15.0
DALHOUSIE UNIVERSITY,1999,335.0,12.0
DALHOUSIE UNIVERSITY,2000,284.0,17.0
DALHOUSIE UNIVERSITY,2001,288.0,17.0
DALHOUSIE UNIVERSITY,2002,305.0,16.0
DALHOUSIE UNIVERSITY,2003,350.0,13.0
DALHOUSIE UNIVERSITY,2004,362.0,13.0
DALHOUSIE UNIVERSITY,2005,479.0,8.0
DALHOUSIE UNIVERSITY,2006,469.0,9.0
DALHOUSIE UNIVERSITY,2007,418.0,12.0
DALHOUSIE UNIVERSITY,2008,469.0,10.0
DALHOUSIE UNIVERSITY,2009,501.0,10.0
DALHOUSIE UNIVERSITY,2010,501.0,11.0
DALHOUSIE UNIVERSITY,2011,534.0,10.0
DALHOUSIE UNIVERSITY,2012,727.0,5.0
DALHOUSIE UNIVERSITY,2013,722.0,6.0
DALHOUSIE UNIVERSITY,2014,560.0,11.0
DALHOUSIE UNIVERSITY,2015,500.0,15.0
DALHOUSIE UNIVERSITY,2016,488.0,16.0
DALHOUSIE UNIVERSITY,2017,453.0,20.0
DALHOUSIE UNIVERSITY,2018,415.0,10.0
DALHOUSIE UNIVERSITY,2019,417.0,10.0
DANKOOK UNIVERSITY,2011,917.0,2.0
DANKOOK UNIVERSITY,2012,943.0,2.0
DANKOOK UNIVERSITY,2013,994.0,2.0
DANKOOK UNIVERSITY,2014,924.0,3.0
DANKOOK UNIVERSITY,2015,932.0,3.0
DANKOOK UNIVERSITY,2016,1188.0,1.0
DANKOOK UNIVERSITY,2017,1183.0,1.0
DARTMOUTH COLLEGE,1994,79.0,58.0
DARTMOUTH COLLEGE,1995,89.0,57.0
DARTMOUTH COLLEGE,1996,92.0,56.0
DARTMOUTH COLLEGE,1997,84.0,67.0
DARTMOUTH COLLEGE,1998,84.0,71.0
DARTMOUTH COLLEGE,1999,84.0,73.0
DARTMOUTH COLLEGE,2000,72.0,87.0
DARTMOUTH COLLEGE,2001,62.0,96.0
DARTMOUTH COLLEGE,2002,70.0,91.0
DARTMOUTH COLLEGE,2003,69.0,93.0
DARTMOUTH COLLEGE,2004,60.0,105.0
DARTMOUTH COLLEGE,2005,61.0,104.0
DARTMOUTH COLLEGE,2006,65.0,104.0
DARTMOUTH COLLEGE,2007,64.0,108.0
DARTMOUTH COLLEGE,2008,65.0,115.0
DARTMOUTH COLLEGE,2009,78.0,109.0
DARTMOUTH COLLEGE,2010,79.0,115.0
DARTMOUTH COLLEGE,2011,95.0,106.0
DARTMOUTH COLLEGE,2012,95.0,107.0
DARTMOUTH COLLEGE,2013,110.0,103.0
DARTMOUTH COLLEGE,2014,111.0,105.0
DARTMOUTH COLLEGE,2015,113.0,106.0
DARTMOUTH COLLEGE,2016,107.0,113.0
DARTMOUTH COLLEGE,2017,114.0,107.0
DARTMOUTH COLLEGE,2018,105.0,65.0
DARTMOUTH COLLEGE,2019,118.0,58.0
DAVIDSON COLLEGE,1994,516.0,3.0
DAVIDSON COLLEGE,1995,526.0,3.0
DAVIDSON COLLEGE,1996,626.0,2.0
DAVIDSON COLLEGE,1997,765.0,1.0
DAVIDSON COLLEGE,1998,783.4,1.0
DAVIDSON COLLEGE,1999,801.8,1.0
DAVIDSON COLLEGE,2000,820.2,1.0
DAVIDSON COLLEGE,2001,838.6,1.0
DAVIDSON COLLEGE,2002,857.0,1.0
DAVIDSON COLLEGE,2003,875.4,1.0
DAVIDSON COLLEGE,2004,893.8,1.0
DAVIDSON COLLEGE,2005,912.2,1.0
DAVIDSON COLLEGE,2006,930.6,1.0
DAVIDSON COLLEGE,2007,949.0,1.0
DAVIDSON COLLEGE,2008,997.0,1.0
DAVIDSON COLLEGE,2009,1035.0,1.0
DAVIDSON COLLEGE,2010,1060.0,1.0
DAVIDSON COLLEGE,2011,1086.0,1.0
DAVIDSON COLLEGE,2012,1111.3333333333333,1.0
DAVIDSON COLLEGE,2013,1136.6666666666667,1.0
DAVIDSON COLLEGE,2014,1162.0,1.0
DAVIDSON COLLEGE,2015,932.0,3.0
DAVIDSON COLLEGE,2016,924.0,3.0
DAVIDSON COLLEGE,2017,849.0,4.0
DAVIDSON COLLEGE,2018,884.0,1.0
DAVIDSON COLLEGE,2019,882.0,1.0
DE LA SALLE UNIVERSITY,2003,839.0,1.0
DE LA SALLE UNIVERSITY,2004,860.0,1.0
DE LA SALLE UNIVERSITY,2005,898.0,1.0
DE LA SALLE UNIVERSITY,2006,915.0,1.0
DE LA SALLE UNIVERSITY,2007,949.0,1.0
DE MONTFORT UNIVERSITY,1996,745.0,1.0
DE MONTFORT UNIVERSITY,1997,765.0,1.0
DE MONTFORT UNIVERSITY,1998,773.0,1.0
DE MONTFORT UNIVERSITY,1999,607.0,3.0
DE MONTFORT UNIVERSITY,2000,554.0,4.0
DE MONTFORT UNIVERSITY,2001,548.0,4.0
DE MONTFORT UNIVERSITY,2002,577.0,4.0
DE MONTFORT UNIVERSITY,2003,591.0,4.0
DE MONTFORT UNIVERSITY,2004,752.0,2.0
DE MONTFORT UNIVERSITY,2005,898.0,1.0
DE MONTFORT UNIVERSITY,2006,881.0714285714286,1.1428571428571428
DE MONTFORT UNIVERSITY,2007,864.1428571428571,1.2857142857142856
DE MONTFORT UNIVERSITY,2008,847.2142857142858,1.4285714285714286
DE MONTFORT UNIVERSITY,2009,830.2857142857143,1.5714285714285714
DE MONTFORT UNIVERSITY,2010,813.3571428571429,1.7142857142857142
DE MONTFORT UNIVERSITY,2011,796.4285714285714,1.8571428571428572
DE MONTFORT UNIVERSITY,2012,779.5,2.0
DE MONTFORT UNIVERSITY,2013,762.5714285714286,2.142857142857143
DE MONTFORT UNIVERSITY,2014,745.6428571428571,2.2857142857142856
DE MONTFORT UNIVERSITY,2015,728.7142857142858,2.4285714285714284
DE MONTFORT UNIVERSITY,2016,711.7857142857143,2.571428571428571
DE MONTFORT UNIVERSITY,2017,694.8571428571429,2.7142857142857144
DE MONTFORT UNIVERSITY,2018,677.9285714285714,2.8571428571428568
DE MONTFORT UNIVERSITY,2019,661.0,3.0
DEAKIN UNIVERSITY,1994,457.0,4.0
DEAKIN UNIVERSITY,1995,466.0,4.0
DEAKIN UNIVERSITY,1996,495.0,4.0
DEAKIN UNIVERSITY,1997,569.0,3.0
DEAKIN UNIVERSITY,1998,534.0,4.0
DEAKIN UNIVERSITY,1999,498.0,5.0
DEAKIN UNIVERSITY,2000,502.0,5.0
DEAKIN UNIVERSITY,2001,513.0,5.0
DEAKIN UNIVERSITY,2002,439.0,8.0
DEAKIN UNIVERSITY,2003,476.0,7.0
DEAKIN UNIVERSITY,2004,533.0,6.0
DEAKIN UNIVERSITY,2005,531.0,6.0
DEAKIN UNIVERSITY,2006,632.0,4.0
DEAKIN UNIVERSITY,2007,826.0,2.0
DEAKIN UNIVERSITY,2008,753.0,3.0
DEAKIN UNIVERSITY,2009,650.0,5.0
DEAKIN UNIVERSITY,2010,541.0,9.0
DEAKIN UNIVERSITY,2011,425.0,16.0
DEAKIN UNIVERSITY,2012,346.0,24.0
DEAKIN UNIVERSITY,2013,254.0,40.0
DEAKIN UNIVERSITY,2014,224.0,49.0
DEAKIN UNIVERSITY,2015,185.0,64.0
DEAKIN UNIVERSITY,2016,191.0,65.0
DEAKIN UNIVERSITY,2017,169.0,76.0
DEAKIN UNIVERSITY,2018,156.0,42.0
DEAKIN UNIVERSITY,2019,144.0,47.0
DEL ROSARIO UNIVERSITY,2000,803.0,1.0
DEL ROSARIO UNIVERSITY,2001,822.0,1.0
DEL ROSARIO UNIVERSITY,2002,835.0,1.0
DEL ROSARIO UNIVERSITY,2003,839.0,1.0
DEL ROSARIO UNIVERSITY,2004,860.0,1.0
DEL ROSARIO UNIVERSITY,2005,898.0,1.0
DEL ROSARIO UNIVERSITY,2006,798.0,2.0
DEL ROSARIO UNIVERSITY,2007,649.0,4.0
DEL ROSARIO UNIVERSITY,2008,629.0,5.0
DEL ROSARIO UNIVERSITY,2009,608.0,6.0
DEL ROSARIO UNIVERSITY,2010,630.0,6.0
DEL ROSARIO UNIVERSITY,2011,625.0,7.0
DEL ROSARIO UNIVERSITY,2012,644.0,7.0
DEL ROSARIO UNIVERSITY,2013,599.0,9.0
DEL ROSARIO UNIVERSITY,2014,607.0,9.0
DEL ROSARIO UNIVERSITY,2015,580.0,11.0
DEL ROSARIO UNIVERSITY,2016,607.0,10.0
DEL ROSARIO UNIVERSITY,2017,618.0,10.0
DEL ROSARIO UNIVERSITY,2018,435.0,9.0
DEL ROSARIO UNIVERSITY,2019,417.0,10.0
DELAWARE STATE UNIVERSITY,2011,1086.0,1.0
DELAWARE STATE UNIVERSITY,2012,1100.0,1.0
DELAWARE STATE UNIVERSITY,2013,1159.0,1.0
DELAWARE STATE UNIVERSITY,2014,1162.0,1.0
DELAWARE STATE UNIVERSITY,2015,1200.0,1.0
DELFT UNIVERSITY OF TECHNOLOGY,1994,321.0,9.0
DELFT UNIVERSITY OF TECHNOLOGY,1995,322.0,10.0
DELFT UNIVERSITY OF TECHNOLOGY,1996,345.0,10.0
DELFT UNIVERSITY OF TECHNOLOGY,1997,348.0,10.0
DELFT UNIVERSITY OF TECHNOLOGY,1998,416.0,7.0
DELFT UNIVERSITY OF TECHNOLOGY,1999,335.0,12.0
DELFT UNIVERSITY OF TECHNOLOGY,2000,387.0,9.0
DELFT UNIVERSITY OF TECHNOLOGY,2001,361.0,11.0
DELFT UNIVERSITY OF TECHNOLOGY,2002,417.0,9.0
DELFT UNIVERSITY OF TECHNOLOGY,2003,365.0,12.0
DELFT UNIVERSITY OF TECHNOLOGY,2004,434.0,9.0
DELFT UNIVERSITY OF TECHNOLOGY,2005,404.0,11.0
DELFT UNIVERSITY OF TECHNOLOGY,2006,423.0,11.0
DELFT UNIVERSITY OF TECHNOLOGY,2007,434.0,11.0
DELFT UNIVERSITY OF TECHNOLOGY,2008,431.0,12.0
DELFT UNIVERSITY OF TECHNOLOGY,2009,455.0,12.0
DELFT UNIVERSITY OF TECHNOLOGY,2010,449.0,13.0
DELFT UNIVERSITY OF TECHNOLOGY,2011,495.0,12.0
DELFT UNIVERSITY OF TECHNOLOGY,2012,439.0,16.0
DELFT UNIVERSITY OF TECHNOLOGY,2013,453.0,17.0
DELFT UNIVERSITY OF TECHNOLOGY,2014,416.0,21.0
DELFT UNIVERSITY OF TECHNOLOGY,2015,406.0,24.0
DELFT UNIVERSITY OF TECHNOLOGY,2016,379.0,26.0
DELFT UNIVERSITY OF TECHNOLOGY,2017,370.0,28.0
DELFT UNIVERSITY OF TECHNOLOGY,2018,559.0,5.0
DELFT UNIVERSITY OF TECHNOLOGY,2019,661.0,3.0
DELTA STATE UNIVERSITY,2010,909.0,2.0
DELTA STATE UNIVERSITY,2011,917.0,2.0
DELTA STATE UNIVERSITY,2012,943.0,2.0
DELTA STATE UNIVERSITY,2013,994.0,2.0
DELTA STATE UNIVERSITY,2014,1019.0,2.0
DEMOCRITUS UNIVERSITY OF THRACE,2014,1162.0,1.0
DEMOCRITUS UNIVERSITY OF THRACE,2015,1200.0,1.0
DEMOCRITUS UNIVERSITY OF THRACE,2016,1035.0,2.0
DEMOCRITUS UNIVERSITY OF THRACE,2017,1031.0,2.0
DEMOCRITUS UNIVERSITY OF THRACE,2018,735.0,2.0
DEMOCRITUS UNIVERSITY OF THRACE,2019,882.0,1.0
DENISON UNIVERSITY,1994,587.0,2.0
DENISON UNIVERSITY,1995,466.0,4.0
DENISON UNIVERSITY,1996,495.0,4.0
DENISON UNIVERSITY,1997,510.0,4.0
DENISON UNIVERSITY,1998,484.0,5.0
DENISON UNIVERSITY,1999,498.0,5.0
DENISON UNIVERSITY,2000,554.0,4.0
DENISON UNIVERSITY,2001,706.0,2.0
DENISON UNIVERSITY,2002,718.0,2.0
DENISON UNIVERSITY,2003,839.0,1.0
DENISON UNIVERSITY,2004,752.0,2.0
DENISON UNIVERSITY,2005,898.0,1.0
DENISON UNIVERSITY,2006,915.0,1.0
DENISON UNIVERSITY,2007,949.0,1.0
DENISON UNIVERSITY,2008,997.0,1.0
DEPAUL UNIVERSITY,1994,368.0,7.0
DEPAUL UNIVERSITY,1995,308.0,11.0
DEPAUL UNIVERSITY,1996,299.0,13.0
DEPAUL UNIVERSITY,1997,318.0,12.0
DEPAUL UNIVERSITY,1998,341.0,11.0
DEPAUL UNIVERSITY,1999,355.0,11.0
DEPAUL UNIVERSITY,2000,449.0,7.0
DEPAUL UNIVERSITY,2001,484.0,6.0
DEPAUL UNIVERSITY,2002,439.0,8.0
DEPAUL UNIVERSITY,2003,377.0,11.0
DEPAUL UNIVERSITY,2004,362.0,13.0
DEPAUL UNIVERSITY,2005,342.0,16.0
DEPAUL UNIVERSITY,2006,338.0,18.0
DEPAUL UNIVERSITY,2007,342.0,18.0
DEPAUL UNIVERSITY,2008,336.0,20.0
DEPAUL UNIVERSITY,2009,342.0,21.0
DEPAUL UNIVERSITY,2010,305.0,26.0
DEPAUL UNIVERSITY,2011,309.0,27.0
DEPAUL UNIVERSITY,2012,319.0,27.0
DEPAUL UNIVERSITY,2013,381.0,23.0
DEPAUL UNIVERSITY,2014,464.0,17.0
DEPAUL UNIVERSITY,2015,521.0,14.0
DEPAUL UNIVERSITY,2016,488.0,16.0
DEPAUL UNIVERSITY,2017,477.0,18.0
DEPAUL UNIVERSITY,2018,645.0,3.0
DEPAUL UNIVERSITY,2019,497.0,7.0
DEPAUW UNIVERSITY,1994,457.0,4.0
DEPAUW UNIVERSITY,1995,526.0,3.0
DEPAUW UNIVERSITY,1996,545.0,3.0
DEPAUW UNIVERSITY,1997,660.0,2.0
DEPAUW UNIVERSITY,1998,773.0,1.0
DHURAKIJ PUNDIT UNIVERSITY,2012,1100.0,1.0
DHURAKIJ PUNDIT UNIVERSITY,2013,1159.0,1.0
DHURAKIJ PUNDIT UNIVERSITY,2014,1162.0,1.0
DHURAKIJ PUNDIT UNIVERSITY,2015,1200.0,1.0
DHURAKIJ PUNDIT UNIVERSITY,2016,1188.0,1.0
DICKINSON COLLEGE,1994,697.0,1.0
DICKINSON COLLEGE,1995,714.0,1.0
DICKINSON COLLEGE,1996,731.0,1.0
DICKINSON COLLEGE,1997,748.0,1.0
DICKINSON COLLEGE,1998,765.0,1.0
DICKINSON COLLEGE,1999,782.0,1.0
DICKINSON COLLEGE,2000,803.0,1.0
DICKINSON COLLEGE,2001,822.0,1.0
DICKINSON COLLEGE,2002,835.0,1.0
DICKINSON COLLEGE,2003,839.0,1.0
DICKINSON COLLEGE,2004,871.6666666666666,1.0
DICKINSON COLLEGE,2005,904.3333333333334,1.0
DICKINSON COLLEGE,2006,937.0,1.0
DICKINSON COLLEGE,2007,969.6666666666666,1.0
DICKINSON COLLEGE,2008,1002.3333333333333,1.0
DICKINSON COLLEGE,2009,1035.0,1.0
DICKINSON COLLEGE,2010,909.0,2.0
DICKINSON COLLEGE,2011,917.0,2.0
DICKINSON COLLEGE,2012,943.0,2.0
DICKINSON COLLEGE,2013,994.0,2.0
DICKINSON COLLEGE,2014,1019.0,2.0
DICKINSON COLLEGE,2015,1033.0,2.0
DICKINSON COLLEGE,2016,1035.0,2.0
DICKINSON COLLEGE,2017,940.0,3.0
DICKINSON COLLEGE,2018,608.0,4.0
DICKINSON COLLEGE,2019,611.0,4.0
DIEGO PORTALES UNIVERSITY,2010,1060.0,1.0
DIEGO PORTALES UNIVERSITY,2011,1086.0,1.0
DIEGO PORTALES UNIVERSITY,2012,1100.0,1.0
DIEGO PORTALES UNIVERSITY,2013,895.0,3.0
DIEGO PORTALES UNIVERSITY,2014,779.0,5.0
DIEGO PORTALES UNIVERSITY,2015,697.0,7.0
DIEGO PORTALES UNIVERSITY,2016,607.0,10.0
DIEGO PORTALES UNIVERSITY,2017,601.0,11.0
DIEGO PORTALES UNIVERSITY,2018,392.0,11.0
DIEGO PORTALES UNIVERSITY,2019,365.0,13.0
DMITRY POZHARSKY UNIVERSITY,2016,1188.0,1.0
DMITRY POZHARSKY UNIVERSITY,2017,1183.0,1.0
DMITRY POZHARSKY UNIVERSITY,2018,884.0,1.0
DMITRY POZHARSKY UNIVERSITY,2019,882.0,1.0
DOMINICAN UNIVERSITY OF CALIFORNIA,2011,1086.0,1.0
DOMINICAN UNIVERSITY OF CALIFORNIA,2012,1100.0,1.0
DOMINICAN UNIVERSITY OF CALIFORNIA,2013,1159.0,1.0
DOMINICAN UNIVERSITY OF CALIFORNIA,2014,1019.0,2.0
DOMINICAN UNIVERSITY OF CALIFORNIA,2015,1033.0,2.0
DOMINICAN UNIVERSITY OF CALIFORNIA,2016,1188.0,1.0
DOMINICAN UNIVERSITY OF CALIFORNIA,2017,1183.0,1.0
DONG-A UNIVERSITY,1994,587.0,2.0
DONG-A UNIVERSITY,1995,615.0,2.0
DONG-A UNIVERSITY,1996,626.0,2.0
DONG-A UNIVERSITY,1997,660.0,2.0
DONG-A UNIVERSITY,1998,773.0,1.0
DONG-A UNIVERSITY,1999,782.0,1.0
DONG-A UNIVERSITY,2000,803.0,1.0
DONG-A UNIVERSITY,2001,822.0,1.0
DONG-A UNIVERSITY,2002,848.4,1.0
DONG-A UNIVERSITY,2003,874.8,1.0
DONG-A UNIVERSITY,2004,901.2,1.0
DONG-A UNIVERSITY,2005,927.6,1.0
DONG-A UNIVERSITY,2006,954.0,1.0
DONG-A UNIVERSITY,2007,980.4,1.0
DONG-A UNIVERSITY,2008,1006.8,1.0
DONG-A UNIVERSITY,2009,1033.2,1.0
DONG-A UNIVERSITY,2010,1059.6,1.0
DONG-A UNIVERSITY,2011,1086.0,1.0
DONG-A UNIVERSITY,2012,1100.0,1.0
DONG-A UNIVERSITY,2013,1159.0,1.0
DONG-A UNIVERSITY,2014,1162.0,1.0
DONG-A UNIVERSITY,2015,1200.0,1.0
DONGBEI UNIVERSITY OF FINANCE AND ECONOMICS,2004,860.0,1.0
DONGBEI UNIVERSITY OF FINANCE AND ECONOMICS,2005,898.0,1.0
DONGBEI UNIVERSITY OF FINANCE AND ECONOMICS,2006,915.0,1.0
DONGBEI UNIVERSITY OF FINANCE AND ECONOMICS,2007,949.0,1.0
DONGBEI UNIVERSITY OF FINANCE AND ECONOMICS,2008,997.0,1.0
DONGBEI UNIVERSITY OF FINANCE AND ECONOMICS,2009,1020.875,1.0
DONGBEI UNIVERSITY OF FINANCE AND ECONOMICS,2010,1044.75,1.0
DONGBEI UNIVERSITY OF FINANCE AND ECONOMICS,2011,1068.625,1.0
DONGBEI UNIVERSITY OF FINANCE AND ECONOMICS,2012,1092.5,1.0
DONGBEI UNIVERSITY OF FINANCE AND ECONOMICS,2013,1116.375,1.0
DONGBEI UNIVERSITY OF FINANCE AND ECONOMICS,2014,1140.25,1.0
DONGBEI UNIVERSITY OF FINANCE AND ECONOMICS,2015,1164.125,1.0
DONGBEI UNIVERSITY OF FINANCE AND ECONOMICS,2016,1188.0,1.0
DONGBEI UNIVERSITY OF FINANCE AND ECONOMICS,2017,783.0,5.0
DONGBEI UNIVERSITY OF FINANCE AND ECONOMICS,2018,884.0,1.0
DONGBEI UNIVERSITY OF FINANCE AND ECONOMICS,2019,661.0,3.0
DONGDUK WOMENS UNIVERSITY,2000,803.0,1.0
DONGDUK WOMENS UNIVERSITY,2001,822.0,1.0
DONGDUK WOMENS UNIVERSITY,2002,835.0,1.0
DONGDUK WOMENS UNIVERSITY,2003,839.0,1.0
DONGDUK WOMENS UNIVERSITY,2004,860.0,1.0
DONGDUK WOMENS UNIVERSITY,2005,889.6666666666666,1.0
DONGDUK WOMENS UNIVERSITY,2006,919.3333333333334,1.0
DONGDUK WOMENS UNIVERSITY,2007,949.0,1.0
DONGDUK WOMENS UNIVERSITY,2008,997.0,1.0
DONGDUK WOMENS UNIVERSITY,2009,1035.0,1.0
DONGDUK WOMENS UNIVERSITY,2010,1060.0,1.0
DONGDUK WOMENS UNIVERSITY,2011,1086.0,1.0
DONGGUK UNIVERSITY,1994,697.0,1.0
DONGGUK UNIVERSITY,1995,722.0,1.0
DONGGUK UNIVERSITY,1996,626.0,2.0
DONGGUK UNIVERSITY,1997,660.0,2.0
DONGGUK UNIVERSITY,1998,773.0,1.0
DONGGUK UNIVERSITY,1999,782.0,1.0
DONGGUK UNIVERSITY,2000,803.0,1.0
DONGGUK UNIVERSITY,2001,822.0,1.0
DONGGUK UNIVERSITY,2002,527.0,5.0
DONGGUK UNIVERSITY,2003,506.0,6.0
DONGGUK UNIVERSITY,2004,490.0,7.0
DONGGUK UNIVERSITY,2005,503.0,7.0
DONGGUK UNIVERSITY,2006,515.0,7.0
DONGGUK UNIVERSITY,2007,719.0,3.0
DONGGUK UNIVERSITY,2008,846.0,2.0
DONGGUK UNIVERSITY,2009,1035.0,1.0
DONGGUK UNIVERSITY,2010,909.0,2.0
DONGGUK UNIVERSITY,2011,917.0,2.0
DONGGUK UNIVERSITY,2012,770.0,4.0
DONGGUK UNIVERSITY,2013,826.0,4.0
DONGGUK UNIVERSITY,2014,843.0,4.0
DONGGUK UNIVERSITY,2015,791.0,5.0
DONGGUK UNIVERSITY,2016,852.0,4.0
DONGGUK UNIVERSITY,2017,1031.0,2.0
DONGGUK UNIVERSITY,2018,735.0,2.0
DONGGUK UNIVERSITY,2019,742.0,2.0
DONGHUA UNIVERSITY,2015,1200.0,1.0
DONGHUA UNIVERSITY,2016,1188.0,1.0
DONGHUA UNIVERSITY,2017,1031.0,2.0
DONGHUA UNIVERSITY,2018,884.0,1.0
DONGHUA UNIVERSITY,2019,882.0,1.0
DORTMUND UNIVERSITY OF TECHNOLOGY,2008,846.0,2.0
DORTMUND UNIVERSITY OF TECHNOLOGY,2009,524.0,9.0
DORTMUND UNIVERSITY OF TECHNOLOGY,2010,431.0,14.0
DORTMUND UNIVERSITY OF TECHNOLOGY,2011,362.0,21.0
DORTMUND UNIVERSITY OF TECHNOLOGY,2012,294.0,31.0
DORTMUND UNIVERSITY OF TECHNOLOGY,2013,248.0,41.0
DORTMUND UNIVERSITY OF TECHNOLOGY,2014,239.0,45.0
DORTMUND UNIVERSITY OF TECHNOLOGY,2015,216.0,55.0
DORTMUND UNIVERSITY OF TECHNOLOGY,2016,213.0,57.0
DORTMUND UNIVERSITY OF TECHNOLOGY,2017,227.0,55.0
DORTMUND UNIVERSITY OF TECHNOLOGY,2018,249.0,25.0
DORTMUND UNIVERSITY OF TECHNOLOGY,2019,228.0,28.0
DOSHISHA UNIVERSITY,1994,457.0,4.0
DOSHISHA UNIVERSITY,1995,526.0,3.0
DOSHISHA UNIVERSITY,1996,545.0,3.0
DOSHISHA UNIVERSITY,1997,660.0,2.0
DOSHISHA UNIVERSITY,1998,773.0,1.0
DOSHISHA UNIVERSITY,1999,786.2,1.0
DOSHISHA UNIVERSITY,2000,799.4,1.0
DOSHISHA UNIVERSITY,2001,812.6,1.0
DOSHISHA UNIVERSITY,2002,825.8,1.0
DOSHISHA UNIVERSITY,2003,839.0,1.0
DOSHISHA UNIVERSITY,2004,860.0,1.0
DOSHISHA UNIVERSITY,2005,767.0,2.0
DOSHISHA UNIVERSITY,2006,798.0,2.0
DOSHISHA UNIVERSITY,2007,719.0,3.0
DOSHISHA UNIVERSITY,2008,675.0,4.0
DOSHISHA UNIVERSITY,2009,608.0,6.0
DOSHISHA UNIVERSITY,2010,630.0,6.0
DOSHISHA UNIVERSITY,2011,665.0,6.0
DOSHISHA UNIVERSITY,2012,682.0,6.0
DOSHISHA UNIVERSITY,2013,763.0,5.0
DOSHISHA UNIVERSITY,2014,843.0,4.0
DOSHISHA UNIVERSITY,2015,857.0,4.0
DOSHISHA UNIVERSITY,2016,790.0,5.0
DOSHISHA UNIVERSITY,2017,849.0,4.0
DOSHISHA UNIVERSITY,2018,645.0,3.0
DOSHISHA UNIVERSITY,2019,661.0,3.0
DRAGVOLL UNIVERSITY,2004,860.0,1.0
DRAGVOLL UNIVERSITY,2005,898.0,1.0
DRAGVOLL UNIVERSITY,2006,915.0,1.0
DRAGVOLL UNIVERSITY,2007,949.0,1.0
DRAGVOLL UNIVERSITY,2008,997.0,1.0
DRAKE UNIVERSITY,1994,697.0,1.0
DRAKE UNIVERSITY,1995,615.0,2.0
DRAKE UNIVERSITY,1996,745.0,1.0
DRAKE UNIVERSITY,1997,660.0,2.0
DRAKE UNIVERSITY,1998,670.0,2.0
DRAKE UNIVERSITY,1999,668.0,2.0
DRAKE UNIVERSITY,2000,803.0,1.0
DRAKE UNIVERSITY,2001,822.0,1.0
DRAKE UNIVERSITY,2002,847.0,1.0
DRAKE UNIVERSITY,2003,872.0,1.0
DRAKE UNIVERSITY,2004,897.0,1.0
DRAKE UNIVERSITY,2005,922.0,1.0
DRAKE UNIVERSITY,2006,947.0,1.0
