University,year,Rank,Score
AALBORG UNIVERSITY,1994,457.0,4.0
AALBORG UNIVERSITY,1995,466.0,4.0
AALBORG UNIVERSITY,1996,372.0,8.0
AALBORG UNIVERSITY,1997,401.0,7.0
AALBORG UNIVERSITY,1998,416.0,7.0
AALBORG UNIVERSITY,1999,355.0,11.0
AALBORG UNIVERSITY,2000,327.0,13.0
AALBORG UNIVERSITY,2001,361.0,11.0
AALBORG UNIVERSITY,2002,354.0,12.0
AALBORG UNIVERSITY,2003,341.0,14.0
AALBORG UNIVERSITY,2004,434.0,9.0
AALBORG UNIVERSITY,2005,426.0,10.0
AALBORG UNIVERSITY,2006,441.0,10.0
AALBORG UNIVERSITY,2007,458.0,10.0
AALBORG UNIVERSITY,2008,469.0,10.0
AALBORG UNIVERSITY,2009,433.0,13.0
AALBORG UNIVERSITY,2010,480.0,12.0
AALBORG UNIVERSITY,2011,512.0,11.0
AALBORG UNIVERSITY,2012,539.0,11.0
AALBORG UNIVERSITY,2013,576.0,10.0
AALBORG UNIVERSITY,2014,607.0,9.0
AALBORG UNIVERSITY,2015,655.0,8.0
AALBORG UNIVERSITY,2016,669.0,8.0
AALBORG UNIVERSITY,2017,667.0,8.0
AALBORG UNIVERSITY,2018,735.0,2.0
AALBORG UNIVERSITY,2019,742.0,2.0
AALTO UNIVERSITY,2010,676.0,5.0
AALTO UNIVERSITY,2011,403.0,18.0
AALTO UNIVERSITY,2012,328.0,26.0
AALTO UNIVERSITY,2013,275.0,36.0
AALTO UNIVERSITY,2014,249.0,43.0
AALTO UNIVERSITY,2015,246.0,46.0
AALTO UNIVERSITY,2016,266.0,44.0
AALTO UNIVERSITY,2017,259.0,47.0
AALTO UNIVERSITY,2018,229.0,27.0
AALTO UNIVERSITY,2019,217.0,29.0
AARHUS UNIVERSITY,1994,119.0,39.0
AARHUS UNIVERSITY,1995,118.0,42.0
AARHUS UNIVERSITY,1996,99.0,52.0
AARHUS UNIVERSITY,1997,97.0,58.0
AARHUS UNIVERSITY,1998,90.0,64.0
AARHUS UNIVERSITY,1999,95.0,63.0
AARHUS UNIVERSITY,2000,96.0,64.0
AARHUS UNIVERSITY,2001,97.0,62.0
AARHUS UNIVERSITY,2002,96.0,65.0
AARHUS UNIVERSITY,2003,101.0,61.0
AARHUS UNIVERSITY,2004,110.0,59.0
AARHUS UNIVERSITY,2005,125.0,55.0
AARHUS UNIVERSITY,2006,125.0,59.0
AARHUS UNIVERSITY,2007,145.0,52.0
AARHUS UNIVERSITY,2008,118.0,69.0
AARHUS UNIVERSITY,2009,109.0,85.0
AARHUS UNIVERSITY,2010,96.0,101.0
AARHUS UNIVERSITY,2011,82.0,117.0
AARHUS UNIVERSITY,2012,66.0,142.0
AARHUS UNIVERSITY,2013,60.0,159.0
AARHUS UNIVERSITY,2014,56.0,169.0
AARHUS UNIVERSITY,2015,55.0,175.0
AARHUS UNIVERSITY,2016,53.0,183.0
AARHUS UNIVERSITY,2017,46.0,201.0
AARHUS UNIVERSITY,2018,56.0,104.0
AARHUS UNIVERSITY,2019,55.0,100.0
ABANT IZZET BAYSAL UNIVERSITY,2016,1188.0,1.0
ABANT IZZET BAYSAL UNIVERSITY,2017,1183.0,1.0
ABERTAY UNIVERSITY,1995,722.0,1.0
ABERTAY UNIVERSITY,1996,745.0,1.0
ABERTAY UNIVERSITY,1997,660.0,2.0
ABERTAY UNIVERSITY,1998,670.0,2.0
ABERTAY UNIVERSITY,1999,668.0,2.0
ABERTAY UNIVERSITY,2000,803.0,1.0
ABERTAY UNIVERSITY,2001,822.0,1.0
ABERYSTWYTH UNIVERSITY,1994,516.0,3.0
ABERYSTWYTH UNIVERSITY,1995,615.0,2.0
ABERYSTWYTH UNIVERSITY,1996,745.0,1.0
ABERYSTWYTH UNIVERSITY,1997,765.0,1.0
ABERYSTWYTH UNIVERSITY,1998,773.0,1.0
ABERYSTWYTH UNIVERSITY,1999,796.3571428571429,1.0
ABERYSTWYTH UNIVERSITY,2000,819.7142857142857,1.0
ABERYSTWYTH UNIVERSITY,2001,843.0714285714286,1.0
ABERYSTWYTH UNIVERSITY,2002,866.4285714285714,1.0
ABERYSTWYTH UNIVERSITY,2003,889.7857142857143,1.0
ABERYSTWYTH UNIVERSITY,2004,913.1428571428571,1.0
ABERYSTWYTH UNIVERSITY,2005,936.5,1.0
ABERYSTWYTH UNIVERSITY,2006,959.8571428571429,1.0
ABERYSTWYTH UNIVERSITY,2007,983.2142857142858,1.0
ABERYSTWYTH UNIVERSITY,2008,1006.5714285714286,1.0
ABERYSTWYTH UNIVERSITY,2009,1029.9285714285716,1.0
ABERYSTWYTH UNIVERSITY,2010,1053.2857142857142,1.0
ABERYSTWYTH UNIVERSITY,2011,1076.642857142857,1.0
ABERYSTWYTH UNIVERSITY,2012,1100.0,1.0
ABERYSTWYTH UNIVERSITY,2013,994.0,2.0
ABERYSTWYTH UNIVERSITY,2014,1019.0,2.0
ABERYSTWYTH UNIVERSITY,2015,1033.0,2.0
ABERYSTWYTH UNIVERSITY,2016,1035.0,2.0
ABERYSTWYTH UNIVERSITY,2017,1183.0,1.0
ABO AKADEMIE UNIVERSITY,1994,516.0,3.0
ABO AKADEMIE UNIVERSITY,1995,466.0,4.0
ABO AKADEMIE UNIVERSITY,1996,545.0,3.0
ABO AKADEMIE UNIVERSITY,1997,401.0,7.0
ABO AKADEMIE UNIVERSITY,1998,416.0,7.0
ABO AKADEMIE UNIVERSITY,1999,436.0,7.0
ABO AKADEMIE UNIVERSITY,2000,449.0,7.0
ABO AKADEMIE UNIVERSITY,2001,433.0,8.0
ABO AKADEMIE UNIVERSITY,2002,492.0,6.0
ABO AKADEMIE UNIVERSITY,2003,476.0,7.0
ABO AKADEMIE UNIVERSITY,2004,533.0,6.0
ABO AKADEMIE UNIVERSITY,2005,563.0,5.0
ABO AKADEMIE UNIVERSITY,2006,576.0,5.0
ABO AKADEMIE UNIVERSITY,2007,649.0,4.0
ABO AKADEMIE UNIVERSITY,2008,675.0,4.0
ABO AKADEMIE UNIVERSITY,2009,650.0,5.0
ABO AKADEMIE UNIVERSITY,2010,676.0,5.0
ABO AKADEMIE UNIVERSITY,2011,751.0,4.0
ABO AKADEMIE UNIVERSITY,2012,840.0,3.0
ABO AKADEMIE UNIVERSITY,2013,826.0,4.0
ABO AKADEMIE UNIVERSITY,2014,924.0,3.0
ABO AKADEMIE UNIVERSITY,2015,791.0,5.0
ABO AKADEMIE UNIVERSITY,2016,741.0,6.0
ABO AKADEMIE UNIVERSITY,2017,698.0,7.0
ABO AKADEMIE UNIVERSITY,2018,884.0,1.0
ABO AKADEMIE UNIVERSITY,2019,882.0,1.0
ABU DHABI UNIVERSITY,2010,1060.0,1.0
ABU DHABI UNIVERSITY,2011,1086.0,1.0
ABU DHABI UNIVERSITY,2012,1100.0,1.0
ABU DHABI UNIVERSITY,2013,1159.0,1.0
ABU DHABI UNIVERSITY,2014,1162.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2000,803.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2001,822.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2002,835.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2003,736.0,2.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2004,752.0,2.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2005,898.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2006,915.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2007,949.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2008,983.25,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2009,1017.5,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2010,1051.75,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2011,1086.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2012,1100.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2013,1159.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2014,1019.0,2.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2015,932.0,3.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2016,1035.0,2.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2017,1031.0,2.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2018,735.0,2.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2019,882.0,1.0
ACADEMY OF SCIENCES OF THE CZECH REPUBLIC,2013,722.0,6.0
ACADEMY OF SCIENCES OF THE CZECH REPUBLIC,2014,726.0,6.0
ACADEMY OF SCIENCES OF THE CZECH REPUBLIC,2015,743.0,6.0
ACADEMY OF SCIENCES OF THE CZECH REPUBLIC,2016,741.0,6.0
ACADEMY OF SCIENCES OF THE CZECH REPUBLIC,2017,737.0,6.0
ACADIA UNIVERSITY,1994,516.0,3.0
ACADIA UNIVERSITY,1995,466.0,4.0
ACADIA UNIVERSITY,1996,626.0,2.0
ACADIA UNIVERSITY,1997,569.0,3.0
ACADIA UNIVERSITY,1998,581.0,3.0
ACADIA UNIVERSITY,1999,668.0,2.0
ACADIA UNIVERSITY,2000,803.0,1.0
ACADIA UNIVERSITY,2001,706.0,2.0
ACADIA UNIVERSITY,2002,835.0,1.0
ACADIA UNIVERSITY,2003,839.0,1.0
ACADIA UNIVERSITY,2004,752.0,2.0
ACADIA UNIVERSITY,2005,614.0,4.0
ACADIA UNIVERSITY,2006,632.0,4.0
ACADIA UNIVERSITY,2007,605.0,5.0
ACADIA UNIVERSITY,2008,629.0,5.0
ACADIA UNIVERSITY,2009,650.0,5.0
ACADIA UNIVERSITY,2010,810.0,3.0
ACADIA UNIVERSITY,2011,917.0,2.0
ACADIA UNIVERSITY,2012,1100.0,1.0
ACADIA UNIVERSITY,2013,1159.0,1.0
ACADIA UNIVERSITY,2014,1165.0,1.0
ACADIA UNIVERSITY,2015,1171.0,1.0
ACADIA UNIVERSITY,2016,1177.0,1.0
ACADIA UNIVERSITY,2017,1183.0,1.0
ACADIA UNIVERSITY,2018,884.0,1.0
ACADIA UNIVERSITY,2019,882.0,1.0
ADAM MICKIEWICZ UNIVERSITY POZNAN,2008,997.0,1.0
ADAM MICKIEWICZ UNIVERSITY POZNAN,2009,1035.0,1.0
ADAM MICKIEWICZ UNIVERSITY POZNAN,2010,1060.0,1.0
ADAM MICKIEWICZ UNIVERSITY POZNAN,2011,1086.0,1.0
ADAM MICKIEWICZ UNIVERSITY POZNAN,2012,1100.0,1.0
ADELPHI UNIVERSITY,1994,587.0,2.0
ADELPHI UNIVERSITY,1995,615.0,2.0
ADELPHI UNIVERSITY,1996,626.0,2.0
ADELPHI UNIVERSITY,1997,765.0,1.0
ADELPHI UNIVERSITY,1998,777.3333333333334,1.0
ADELPHI UNIVERSITY,1999,789.6666666666666,1.0
ADELPHI UNIVERSITY,2000,802.0,1.0
ADELPHI UNIVERSITY,2001,814.3333333333334,1.0
ADELPHI UNIVERSITY,2002,826.6666666666666,1.0
ADELPHI UNIVERSITY,2003,839.0,1.0
ADELPHI UNIVERSITY,2004,860.0,1.0
ADELPHI UNIVERSITY,2005,898.0,1.0
ADELPHI UNIVERSITY,2006,915.0,1.0
ADELPHI UNIVERSITY,2007,949.0,1.0
ADELPHI UNIVERSITY,2008,986.0,1.0
ADELPHI UNIVERSITY,2009,1023.0,1.0
ADELPHI UNIVERSITY,2010,1060.0,1.0
ADELPHI UNIVERSITY,2011,1086.0,1.0
ADELPHI UNIVERSITY,2012,1100.0,1.0
ADELPHI UNIVERSITY,2013,1159.0,1.0
ADELPHI UNIVERSITY,2014,1162.0,1.0
ADNAN MENDERES UNIVERSITY,2010,1060.0,1.0
ADNAN MENDERES UNIVERSITY,2011,1086.0,1.0
ADNAN MENDERES UNIVERSITY,2012,1100.0,1.0
ADNAN MENDERES UNIVERSITY,2013,1159.0,1.0
ADNAN MENDERES UNIVERSITY,2014,1162.0,1.0
ADOLFO IBANEZ UNIVERSITY,2008,846.0,2.0
ADOLFO IBANEZ UNIVERSITY,2009,778.0,3.0
ADOLFO IBANEZ UNIVERSITY,2010,810.0,3.0
ADOLFO IBANEZ UNIVERSITY,2011,707.0,5.0
ADOLFO IBANEZ UNIVERSITY,2012,682.0,6.0
ADOLFO IBANEZ UNIVERSITY,2013,722.0,6.0
ADOLFO IBANEZ UNIVERSITY,2014,726.0,6.0
ADOLFO IBANEZ UNIVERSITY,2015,607.0,10.0
ADOLFO IBANEZ UNIVERSITY,2016,669.0,8.0
ADOLFO IBANEZ UNIVERSITY,2017,667.0,8.0
ADOLFO IBANEZ UNIVERSITY,2018,526.0,6.0
ADOLFO IBANEZ UNIVERSITY,2019,474.0,8.0
AGA KHAN UNIVERSITY,2012,1100.0,1.0
AGA KHAN UNIVERSITY,2013,1159.0,1.0
AGA KHAN UNIVERSITY,2014,1162.0,1.0
AGA KHAN UNIVERSITY,2015,1200.0,1.0
AGA KHAN UNIVERSITY,2016,1188.0,1.0
AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2007,949.0,1.0
AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2008,997.0,1.0
AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2009,1035.0,1.0
AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2010,1060.0,1.0
AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2011,1086.0,1.0
AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2012,1122.5,1.0
AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2013,1159.0,1.0
AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2014,1162.0,1.0
AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2015,1200.0,1.0
AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2016,1188.0,1.0
AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2017,1183.0,1.0
AGRICULTURAL UNIVERSITY OF ATHENS,2008,997.0,1.0
AGRICULTURAL UNIVERSITY OF ATHENS,2009,1035.0,1.0
AGRICULTURAL UNIVERSITY OF ATHENS,2010,1060.0,1.0
AGRICULTURAL UNIVERSITY OF ATHENS,2011,1086.0,1.0
AGRICULTURAL UNIVERSITY OF ATHENS,2012,1100.0,1.0
AGRICULTURAL UNIVERSITY OF ATHENS,2013,1133.3333333333333,1.0
AGRICULTURAL UNIVERSITY OF ATHENS,2014,1166.6666666666667,1.0
AGRICULTURAL UNIVERSITY OF ATHENS,2015,1200.0,1.0
AGRICULTURAL UNIVERSITY OF ATHENS,2016,1035.0,2.0
AGRICULTURAL UNIVERSITY OF ATHENS,2017,1031.0,2.0
AGRICULTURAL UNIVERSITY OF ATHENS,2018,735.0,2.0
AGRICULTURAL UNIVERSITY OF ATHENS,2019,742.0,2.0
AGRICULTURAL UNIVERSITY OF NORWAY,1994,587.0,2.0
AGRICULTURAL UNIVERSITY OF NORWAY,1995,615.0,2.0
AGRICULTURAL UNIVERSITY OF NORWAY,1996,626.0,2.0
AGRICULTURAL UNIVERSITY OF NORWAY,1997,510.0,4.0
AGRICULTURAL UNIVERSITY OF NORWAY,1998,484.0,5.0
AGRICULTURAL UNIVERSITY OF NORWAY,1999,498.0,5.0
AGRICULTURAL UNIVERSITY OF NORWAY,2000,475.0,6.0
AGRICULTURAL UNIVERSITY OF NORWAY,2001,406.0,9.0
AGRICULTURAL UNIVERSITY OF NORWAY,2002,439.0,8.0
AGRICULTURAL UNIVERSITY OF NORWAY,2003,476.0,7.0
AGRICULTURAL UNIVERSITY OF NORWAY,2004,564.0,5.0
AGRICULTURAL UNIVERSITY OF NORWAY,2005,563.0,5.0
AGRICULTURAL UNIVERSITY OF NORWAY,2006,798.0,2.0
AGRICULTURAL UNIVERSITY OF NORWAY,2007,949.0,1.0
AGRICULTURAL UNIVERSITY OF NORWAY,2008,997.0,1.0
AGRICULTURAL UNIVERSITY OF NORWAY,2009,1035.0,1.0
AICHI GAKUIN UNIVERSITY,2009,1035.0,1.0
AICHI GAKUIN UNIVERSITY,2010,1060.0,1.0
AICHI GAKUIN UNIVERSITY,2011,1086.0,1.0
AICHI GAKUIN UNIVERSITY,2012,943.0,2.0
AICHI GAKUIN UNIVERSITY,2013,994.0,2.0
AICHI GAKUIN UNIVERSITY,2014,1162.0,1.0
AICHI GAKUIN UNIVERSITY,2015,1200.0,1.0
AICHI GAKUIN UNIVERSITY,2016,1188.0,1.0
AICHI UNIVERSITY OF EDUCATION,1994,516.0,3.0
AICHI UNIVERSITY OF EDUCATION,1995,615.0,2.0
AICHI UNIVERSITY OF EDUCATION,1996,626.0,2.0
AICHI UNIVERSITY OF EDUCATION,1997,765.0,1.0
AICHI UNIVERSITY OF EDUCATION,1998,786.0909090909091,1.0
AICHI UNIVERSITY OF EDUCATION,1999,807.1818181818181,1.0
AICHI UNIVERSITY OF EDUCATION,2000,828.2727272727273,1.0
AICHI UNIVERSITY OF EDUCATION,2001,849.3636363636364,1.0
AICHI UNIVERSITY OF EDUCATION,2002,870.4545454545455,1.0
AICHI UNIVERSITY OF EDUCATION,2003,891.5454545454545,1.0
AICHI UNIVERSITY OF EDUCATION,2004,912.6363636363636,1.0
AICHI UNIVERSITY OF EDUCATION,2005,933.7272727272727,1.0
AICHI UNIVERSITY OF EDUCATION,2006,954.8181818181818,1.0
AICHI UNIVERSITY OF EDUCATION,2007,975.9090909090909,1.0
AICHI UNIVERSITY OF EDUCATION,2008,997.0,1.0
AICHI UNIVERSITY OF EDUCATION,2009,1035.0,1.0
AICHI UNIVERSITY OF EDUCATION,2010,1060.0,1.0
AICHI UNIVERSITY OF EDUCATION,2011,917.0,2.0
AICHI UNIVERSITY OF EDUCATION,2012,840.0,3.0
AICHI UNIVERSITY OF EDUCATION,2013,895.0,3.0
AICHI UNIVERSITY OF EDUCATION,2014,924.0,3.0
AICHI UNIVERSITY OF EDUCATION,2015,932.0,3.0
AICHI UNIVERSITY OF EDUCATION,2016,852.0,4.0
AICHI UNIVERSITY OF EDUCATION,2017,940.0,3.0
AIX MARSEILLE UNIVERSITY,1995,722.0,1.0
AIX MARSEILLE UNIVERSITY,1996,745.0,1.0
AIX MARSEILLE UNIVERSITY,1997,765.0,1.0
AIX MARSEILLE UNIVERSITY,1998,773.0,1.0
AIX MARSEILLE UNIVERSITY,1999,782.0,1.0
AIX MARSEILLE UNIVERSITY,2000,781.6,1.2
AIX MARSEILLE UNIVERSITY,2001,781.2,1.4
AIX MARSEILLE UNIVERSITY,2002,780.8,1.6
AIX MARSEILLE UNIVERSITY,2003,780.4,1.8
AIX MARSEILLE UNIVERSITY,2004,780.0,2.0
AIX MARSEILLE UNIVERSITY,2005,779.6,2.2
AIX MARSEILLE UNIVERSITY,2006,779.2,2.4000000000000004
AIX MARSEILLE UNIVERSITY,2007,778.8,2.6
AIX MARSEILLE UNIVERSITY,2008,778.4,2.8
AIX MARSEILLE UNIVERSITY,2009,778.0,3.0
AIX MARSEILLE UNIVERSITY,2010,810.0,3.0
AIX MARSEILLE UNIVERSITY,2011,586.0,8.0
AIX MARSEILLE UNIVERSITY,2012,388.0,20.0
AIX MARSEILLE UNIVERSITY,2013,254.0,40.0
AIX MARSEILLE UNIVERSITY,2014,175.0,64.0
AIX MARSEILLE UNIVERSITY,2015,137.0,87.0
AIX MARSEILLE UNIVERSITY,2016,123.0,100.0
AIX MARSEILLE UNIVERSITY,2017,99.0,120.0
AIX MARSEILLE UNIVERSITY,2018,98.0,68.0
AIX MARSEILLE UNIVERSITY,2019,103.0,63.0
AJOU UNIVERSITY,1996,745.0,1.0
AJOU UNIVERSITY,1997,765.0,1.0
AJOU UNIVERSITY,1998,773.0,1.0
AJOU UNIVERSITY,1999,668.0,2.0
AJOU UNIVERSITY,2000,690.0,2.0
AJOU UNIVERSITY,2001,822.0,1.0
AJOU UNIVERSITY,2002,835.0,1.0
AJOU UNIVERSITY,2003,839.0,1.0
AJOU UNIVERSITY,2004,870.6,1.0
AJOU UNIVERSITY,2005,902.2,1.0
AJOU UNIVERSITY,2006,933.8,1.0
AJOU UNIVERSITY,2007,965.4,1.0
AJOU UNIVERSITY,2008,997.0,1.0
AJOU UNIVERSITY,2009,869.0,2.0
AJOU UNIVERSITY,2010,909.0,2.0
AJOU UNIVERSITY,2011,824.0,3.0
AJOU UNIVERSITY,2012,682.0,6.0
AJOU UNIVERSITY,2013,722.0,6.0
AJOU UNIVERSITY,2014,779.0,5.0
AJOU UNIVERSITY,2015,697.0,7.0
AJOU UNIVERSITY,2016,703.0,7.0
AJOU UNIVERSITY,2017,783.0,5.0
AJOU UNIVERSITY,2018,645.0,3.0
AJOU UNIVERSITY,2019,611.0,4.0
AKDENIZ UNIVERSITY,2005,898.0,1.0
AKDENIZ UNIVERSITY,2006,915.0,1.0
AKDENIZ UNIVERSITY,2007,949.0,1.0
AKDENIZ UNIVERSITY,2008,997.0,1.0
AKDENIZ UNIVERSITY,2009,1035.0,1.0
AKITA INTERNATIONAL UNIVERSITY,2013,1159.0,1.0
AKITA INTERNATIONAL UNIVERSITY,2014,1162.0,1.0
AKITA INTERNATIONAL UNIVERSITY,2015,1200.0,1.0
AKITA INTERNATIONAL UNIVERSITY,2016,1188.0,1.0
AKITA INTERNATIONAL UNIVERSITY,2017,1183.0,1.0
AKITA PREFECTURAL UNIVERSITY,2003,839.0,1.0
AKITA PREFECTURAL UNIVERSITY,2004,860.0,1.0
AKITA PREFECTURAL UNIVERSITY,2005,898.0,1.0
AKITA PREFECTURAL UNIVERSITY,2006,701.0,3.0
AKITA PREFECTURAL UNIVERSITY,2007,719.0,3.0
AKITA PREFECTURAL UNIVERSITY,2008,846.0,2.0
AKITA PREFECTURAL UNIVERSITY,2009,869.0,2.0
AKITA PREFECTURAL UNIVERSITY,2010,909.0,2.0
AL AKHAWAYN UNIVERSITY,2010,1060.0,1.0
AL AKHAWAYN UNIVERSITY,2011,1086.0,1.0
AL AKHAWAYN UNIVERSITY,2012,1100.0,1.0
AL AKHAWAYN UNIVERSITY,2013,1159.0,1.0
AL AKHAWAYN UNIVERSITY,2014,1162.0,1.0
AL AZHAR UNIVERSITY,2014,1162.0,1.0
AL AZHAR UNIVERSITY,2015,1200.0,1.0
AL AZHAR UNIVERSITY,2016,1188.0,1.0
AL AZHAR UNIVERSITY,2017,1183.0,1.0
ALABAMA A AND M UNIVERSITY,2010,1060.0,1.0
ALABAMA A AND M UNIVERSITY,2011,1086.0,1.0
ALABAMA A AND M UNIVERSITY,2012,1100.0,1.0
ALABAMA A AND M UNIVERSITY,2013,1159.0,1.0
ALABAMA A AND M UNIVERSITY,2014,1162.0,1.0
ALBA ACADEMIE LIBANAISE DES BEAUX-ARTS,2010,1060.0,1.0
ALBA ACADEMIE LIBANAISE DES BEAUX-ARTS,2011,917.0,2.0
ALBA ACADEMIE LIBANAISE DES BEAUX-ARTS,2012,840.0,3.0
ALBA ACADEMIE LIBANAISE DES BEAUX-ARTS,2013,895.0,3.0
ALBA ACADEMIE LIBANAISE DES BEAUX-ARTS,2014,843.0,4.0
ALBA ACADEMIE LIBANAISE DES BEAUX-ARTS,2015,932.0,3.0
ALBA ACADEMIE LIBANAISE DES BEAUX-ARTS,2016,1035.0,2.0
ALBA ACADEMIE LIBANAISE DES BEAUX-ARTS,2017,1183.0,1.0
ALBERTO HURTADO UNIVERSITY,2008,997.0,1.0
ALBERTO HURTADO UNIVERSITY,2009,1035.0,1.0
ALBERTO HURTADO UNIVERSITY,2010,909.0,2.0
ALBERTO HURTADO UNIVERSITY,2011,917.0,2.0
ALBERTO HURTADO UNIVERSITY,2012,943.0,2.0
ALBERTO HURTADO UNIVERSITY,2013,895.0,3.0
ALBERTO HURTADO UNIVERSITY,2014,924.0,3.0
ALBERTO HURTADO UNIVERSITY,2015,857.0,4.0
ALBERTO HURTADO UNIVERSITY,2016,790.0,5.0
ALBERTO HURTADO UNIVERSITY,2017,737.0,6.0
ALBERTO HURTADO UNIVERSITY,2018,735.0,2.0
ALBERTO HURTADO UNIVERSITY,2019,742.0,2.0
ALBION COLLEGE,1994,516.0,3.0
ALBION COLLEGE,1995,615.0,2.0
ALBION COLLEGE,1996,745.0,1.0
ALBION COLLEGE,1997,660.0,2.0
ALBION COLLEGE,1998,670.0,2.0
ALBION COLLEGE,1999,782.0,1.0
ALBION COLLEGE,2000,803.0,1.0
ALBION COLLEGE,2001,822.0,1.0
ALBION COLLEGE,2002,830.5,1.0
ALBION COLLEGE,2003,839.0,1.0
ALBION COLLEGE,2004,860.0,1.0
ALBION COLLEGE,2005,898.0,1.0
ALBION COLLEGE,2006,798.0,2.0
ALBION COLLEGE,2007,826.0,2.0
ALBION COLLEGE,2008,846.0,2.0
ALBION COLLEGE,2009,869.0,2.0
ALBION COLLEGE,2010,810.0,3.0
ALBION COLLEGE,2011,917.0,2.0
ALBION COLLEGE,2012,943.0,2.0
ALBION COLLEGE,2013,1159.0,1.0
ALBION COLLEGE,2014,1162.0,1.0
ALETHEIA UNIVERSITY,2010,1060.0,1.0
ALETHEIA UNIVERSITY,2011,1086.0,1.0
ALETHEIA UNIVERSITY,2012,943.0,2.0
ALETHEIA UNIVERSITY,2013,994.0,2.0
ALETHEIA UNIVERSITY,2014,1019.0,2.0
ALETHEIA UNIVERSITY,2015,1200.0,1.0
ALETHEIA UNIVERSITY,2016,1188.0,1.0
ALETHEIA UNIVERSITY,2017,1183.0,1.0
ALETHEIA UNIVERSITY,2018,884.0,1.0
ALETHEIA UNIVERSITY,2019,882.0,1.0
ALEXANDRIA UNIVERSITY,1994,697.0,1.0
ALEXANDRU IOAN CUZA UNIVERSITY,1998,773.0,1.0
ALEXANDRU IOAN CUZA UNIVERSITY,1999,782.0,1.0
ALEXANDRU IOAN CUZA UNIVERSITY,2000,803.0,1.0
ALEXANDRU IOAN CUZA UNIVERSITY,2001,822.0,1.0
ALEXANDRU IOAN CUZA UNIVERSITY,2002,835.0,1.0
ALEXANDRU IOAN CUZA UNIVERSITY,2003,839.0,1.0
ALEXANDRU IOAN CUZA UNIVERSITY,2004,860.0,1.0
ALEXANDRU IOAN CUZA UNIVERSITY,2005,898.0,1.0
ALEXANDRU IOAN CUZA UNIVERSITY,2006,915.0,1.0
ALEXANDRU IOAN CUZA UNIVERSITY,2007,826.0,2.0
ALEXANDRU IOAN CUZA UNIVERSITY,2008,753.0,3.0
ALEXANDRU IOAN CUZA UNIVERSITY,2009,650.0,5.0
ALEXANDRU IOAN CUZA UNIVERSITY,2010,565.0,8.0
ALEXANDRU IOAN CUZA UNIVERSITY,2011,552.0,9.0
ALEXANDRU IOAN CUZA UNIVERSITY,2012,557.0,10.0
ALEXANDRU IOAN CUZA UNIVERSITY,2013,599.0,9.0
ALEXANDRU IOAN CUZA UNIVERSITY,2014,637.0,8.0
ALEXANDRU IOAN CUZA UNIVERSITY,2015,697.0,7.0
ALEXANDRU IOAN CUZA UNIVERSITY,2016,635.0,9.0
ALEXANDRU IOAN CUZA UNIVERSITY,2017,667.0,8.0
ALEXANDRU IOAN CUZA UNIVERSITY,2018,884.0,1.0
ALEXANDRU IOAN CUZA UNIVERSITY,2019,882.0,1.0
ALFRED UNIVERSITY,1994,697.0,1.0
ALFRED UNIVERSITY,1995,722.0,1.0
ALFRED UNIVERSITY,1996,745.0,1.0
ALFRED UNIVERSITY,1997,765.0,1.0
ALFRED UNIVERSITY,1998,773.0,1.0
ALLEGHENY COLLEGE,1995,722.0,1.0
ALLEGHENY COLLEGE,1996,745.0,1.0
ALLEGHENY COLLEGE,1997,660.0,2.0
ALLEGHENY COLLEGE,1998,670.0,2.0
ALLEGHENY COLLEGE,1999,607.0,3.0
