University,year,Rank,Score
AALBORG UNIVERSITY,2010,669.0,3.0
AALBORG UNIVERSITY,2011,704.0,3.0
AALBORG UNIVERSITY,2012,714.0,3.0
AALBORG UNIVERSITY,2013,748.0,3.0
AALBORG UNIVERSITY,2014,779.0,3.0
AALBORG UNIVERSITY,2016,1117.0,1.0
AALBORG UNIVERSITY,2017,1083.0,1.0
AALTO UNIVERSITY,2010,877.0,1.0
AALTO UNIVERSITY,2011,322.0,17.0
AALTO UNIVERSITY,2012,265.0,26.0
AALTO UNIVERSITY,2013,258.0,31.0
AALTO UNIVERSITY,2014,244.0,37.0
AALTO UNIVERSITY,2015,220.0,44.0
AALTO UNIVERSITY,2016,244.0,42.0
AALTO UNIVERSITY,2017,252.0,33.0
AARHUS UNIVERSITY,1999,145.0,12.0
AARHUS UNIVERSITY,2000,171.0,12.0
AARHUS UNIVERSITY,2001,164.0,17.0
AARHUS UNIVERSITY,2002,143.0,22.0
AARHUS UNIVERSITY,2003,177.0,17.0
AARHUS UNIVERSITY,2004,154.0,23.0
AARHUS UNIVERSITY,2005,141.0,29.0
AARHUS UNIVERSITY,2006,130.0,34.0
AARHUS UNIVERSITY,2007,143.0,36.0
AARHUS UNIVERSITY,2008,97.0,61.0
AARHUS UNIVERSITY,2009,101.0,71.0
AARHUS UNIVERSITY,2010,91.0,91.0
AARHUS UNIVERSITY,2011,82.0,108.0
AARHUS UNIVERSITY,2012,75.0,127.0
AARHUS UNIVERSITY,2013,81.0,132.0
AARHUS UNIVERSITY,2014,80.0,147.0
AARHUS UNIVERSITY,2015,80.0,154.0
AARHUS UNIVERSITY,2016,78.0,168.0
AARHUS UNIVERSITY,2017,75.0,139.0
ABERTAY UNIVERSITY,1999,502.0,1.0
ABERTAY UNIVERSITY,2000,564.0,1.0
ABERTAY UNIVERSITY,2001,621.0,1.0
ABERYSTWYTH UNIVERSITY,2012,1006.0,1.0
ABERYSTWYTH UNIVERSITY,2013,908.0,1.0
ABERYSTWYTH UNIVERSITY,2014,924.0,1.0
ABERYSTWYTH UNIVERSITY,2015,949.0,1.0
ABERYSTWYTH UNIVERSITY,2016,962.0,1.0
ABERYSTWYTH UNIVERSITY,2017,1023.0,1.0
ABO AKADEMIE UNIVERSITY,1999,380.0,2.0
ABO AKADEMIE UNIVERSITY,2000,418.0,2.0
ABO AKADEMIE UNIVERSITY,2001,454.0,2.0
ABO AKADEMIE UNIVERSITY,2006,858.0,0.0
ABO AKADEMIE UNIVERSITY,2007,640.0,2.0
ABO AKADEMIE UNIVERSITY,2008,695.0,2.0
ABO AKADEMIE UNIVERSITY,2009,532.0,4.0
ABO AKADEMIE UNIVERSITY,2010,577.0,4.0
ABO AKADEMIE UNIVERSITY,2011,635.0,4.0
ABO AKADEMIE UNIVERSITY,2012,766.0,2.0
ABO AKADEMIE UNIVERSITY,2013,809.0,2.0
ABO AKADEMIE UNIVERSITY,2015,1085.0,1.0
ABO AKADEMIE UNIVERSITY,2016,1094.0,1.0
ABO AKADEMIE UNIVERSITY,2017,1057.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2003,610.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2004,638.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2005,655.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2006,689.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2007,720.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2011,696.0,3.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2012,705.0,3.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2013,742.0,3.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2014,581.0,7.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2015,555.0,8.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2016,674.0,5.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2017,624.0,5.0
ACADEMY OF SCIENCES OF THE CZECH REPUBLIC,2013,541.0,7.0
ACADEMY OF SCIENCES OF THE CZECH REPUBLIC,2014,566.0,7.0
ACADEMY OF SCIENCES OF THE CZECH REPUBLIC,2015,580.0,7.0
ACADEMY OF SCIENCES OF THE CZECH REPUBLIC,2016,585.0,7.0
ACADEMY OF SCIENCES OF THE CZECH REPUBLIC,2017,551.0,7.0
ACADIA UNIVERSITY,2005,729.0,1.0
ACADIA UNIVERSITY,2006,756.0,1.0
ACADIA UNIVERSITY,2007,793.0,1.0
ACADIA UNIVERSITY,2008,875.0,1.0
ACADIA UNIVERSITY,2009,901.0,1.0
ADELPHI UNIVERSITY,2010,921.0,1.0
ADELPHI UNIVERSITY,2011,949.0,1.0
ADELPHI UNIVERSITY,2012,970.0,1.0
ADELPHI UNIVERSITY,2013,1024.0,1.0
ADELPHI UNIVERSITY,2014,1035.0,1.0
ADNAN MENDERES UNIVERSITY,2010,997.0,0.0
ADNAN MENDERES UNIVERSITY,2011,1015.0,0.0
ADNAN MENDERES UNIVERSITY,2012,1059.0,0.0
ADNAN MENDERES UNIVERSITY,2013,1108.0,0.0
ADNAN MENDERES UNIVERSITY,2014,1123.0,0.0
ADOLFO IBANEZ UNIVERSITY,2008,784.0,1.0
ADOLFO IBANEZ UNIVERSITY,2009,792.0,1.0
ADOLFO IBANEZ UNIVERSITY,2010,834.0,1.0
ADOLFO IBANEZ UNIVERSITY,2011,715.0,3.0
ADOLFO IBANEZ UNIVERSITY,2012,606.0,5.0
ADOLFO IBANEZ UNIVERSITY,2013,591.0,6.0
ADOLFO IBANEZ UNIVERSITY,2014,549.0,8.0
ADOLFO IBANEZ UNIVERSITY,2015,480.0,12.0
ADOLFO IBANEZ UNIVERSITY,2016,497.0,11.0
ADOLFO IBANEZ UNIVERSITY,2017,507.0,9.0
AGRICULTURAL UNIVERSITY OF ATHENS,2008,925.0,0.0
AGRICULTURAL UNIVERSITY OF ATHENS,2009,939.0,0.0
AGRICULTURAL UNIVERSITY OF ATHENS,2010,965.0,0.0
AGRICULTURAL UNIVERSITY OF ATHENS,2011,986.0,0.0
AGRICULTURAL UNIVERSITY OF ATHENS,2012,1034.0,0.0
AGRICULTURAL UNIVERSITY OF ATHENS,2015,962.0,1.0
AGRICULTURAL UNIVERSITY OF ATHENS,2016,900.0,2.0
AGRICULTURAL UNIVERSITY OF ATHENS,2017,855.0,2.0
AICHI GAKUIN UNIVERSITY,2009,1002.0,0.0
AICHI GAKUIN UNIVERSITY,2010,1028.0,0.0
AICHI GAKUIN UNIVERSITY,2011,1049.0,0.0
AICHI GAKUIN UNIVERSITY,2012,989.0,1.0
AICHI GAKUIN UNIVERSITY,2013,1042.0,1.0
AICHI GAKUIN UNIVERSITY,2014,1070.0,1.0
AICHI GAKUIN UNIVERSITY,2015,1123.0,1.0
AICHI GAKUIN UNIVERSITY,2016,1134.0,1.0
AIX MARSEILLE UNIVERSITY,2009,606.0,3.0
AIX MARSEILLE UNIVERSITY,2010,645.0,3.0
AIX MARSEILLE UNIVERSITY,2011,484.0,7.0
AIX MARSEILLE UNIVERSITY,2012,306.0,21.0
AIX MARSEILLE UNIVERSITY,2013,244.0,33.0
AIX MARSEILLE UNIVERSITY,2014,159.0,62.0
AIX MARSEILLE UNIVERSITY,2015,146.0,75.0
AIX MARSEILLE UNIVERSITY,2016,112.0,103.0
AIX MARSEILLE UNIVERSITY,2017,112.0,89.0
AJOU UNIVERSITY,1999,607.0,0.0
AJOU UNIVERSITY,2000,682.0,0.0
AJOU UNIVERSITY,2001,755.0,0.0
AJOU UNIVERSITY,2002,759.0,0.0
AJOU UNIVERSITY,2003,790.0,0.0
AJOU UNIVERSITY,2012,1006.0,1.0
AJOU UNIVERSITY,2013,1057.0,1.0
AJOU UNIVERSITY,2014,1070.0,1.0
AJOU UNIVERSITY,2015,961.0,1.0
AJOU UNIVERSITY,2016,972.0,1.0
AJOU UNIVERSITY,2017,1049.0,1.0
AKITA INTERNATIONAL UNIVERSITY,2013,730.0,3.0
AKITA INTERNATIONAL UNIVERSITY,2014,756.0,3.0
AKITA INTERNATIONAL UNIVERSITY,2015,775.0,3.0
AKITA INTERNATIONAL UNIVERSITY,2016,797.0,3.0
AKITA INTERNATIONAL UNIVERSITY,2017,752.0,3.0
AKITA PREFECTURAL UNIVERSITY,2003,767.0,0.0
AKITA PREFECTURAL UNIVERSITY,2004,817.0,0.0
AKITA PREFECTURAL UNIVERSITY,2005,848.0,0.0
AKITA PREFECTURAL UNIVERSITY,2006,800.0,1.0
AKITA PREFECTURAL UNIVERSITY,2007,831.0,1.0
AKITA PREFECTURAL UNIVERSITY,2008,974.0,0.0
AKITA PREFECTURAL UNIVERSITY,2009,988.0,0.0
AKITA PREFECTURAL UNIVERSITY,2010,1014.0,0.0
ALBERTO HURTADO UNIVERSITY,2010,997.0,0.0
ALBERTO HURTADO UNIVERSITY,2011,1015.0,0.0
ALBERTO HURTADO UNIVERSITY,2012,1059.0,0.0
ALBERTO HURTADO UNIVERSITY,2013,871.0,2.0
ALBERTO HURTADO UNIVERSITY,2014,889.0,2.0
ALBERTO HURTADO UNIVERSITY,2015,891.0,2.0
ALBERTO HURTADO UNIVERSITY,2016,893.0,2.0
ALBERTO HURTADO UNIVERSITY,2017,849.0,2.0
ALBION COLLEGE,2003,649.0,1.0
ALBION COLLEGE,2004,688.0,1.0
ALBION COLLEGE,2005,701.0,1.0
ALBION COLLEGE,2006,453.0,4.0
ALBION COLLEGE,2007,481.0,4.0
ALBION COLLEGE,2008,592.0,3.0
ALBION COLLEGE,2009,626.0,3.0
ALBION COLLEGE,2010,675.0,3.0
ALETHEIA UNIVERSITY,2010,911.0,1.0
ALETHEIA UNIVERSITY,2011,930.0,1.0
ALETHEIA UNIVERSITY,2012,799.0,2.0
ALETHEIA UNIVERSITY,2013,846.0,2.0
ALETHEIA UNIVERSITY,2014,869.0,2.0
ALETHEIA UNIVERSITY,2015,1036.0,1.0
ALETHEIA UNIVERSITY,2016,1055.0,1.0
ALEXANDRU IOAN CUZA UNIVERSITY,2008,865.0,1.0
ALEXANDRU IOAN CUZA UNIVERSITY,2009,892.0,1.0
ALEXANDRU IOAN CUZA UNIVERSITY,2010,933.0,1.0
ALEXANDRU IOAN CUZA UNIVERSITY,2011,959.0,1.0
ALEXANDRU IOAN CUZA UNIVERSITY,2012,979.0,1.0
ALEXANDRU IOAN CUZA UNIVERSITY,2016,1117.0,1.0
ALEXANDRU IOAN CUZA UNIVERSITY,2017,1083.0,1.0
ALLEGHENY COLLEGE,2003,732.0,1.0
ALLEGHENY COLLEGE,2004,773.0,1.0
ALLEGHENY COLLEGE,2005,789.0,1.0
ALLEGHENY COLLEGE,2006,824.0,1.0
ALLEGHENY COLLEGE,2007,862.0,1.0
AMERICAN UNIVERSITY BEIRUT,2001,668.0,1.0
AMERICAN UNIVERSITY BEIRUT,2002,686.0,1.0
AMERICAN UNIVERSITY BEIRUT,2003,541.0,2.0
AMERICAN UNIVERSITY BEIRUT,2004,413.0,4.0
AMERICAN UNIVERSITY BEIRUT,2005,429.0,4.0
AMERICAN UNIVERSITY BEIRUT,2006,469.0,4.0
AMERICAN UNIVERSITY BEIRUT,2007,493.0,4.0
AMERICAN UNIVERSITY BEIRUT,2008,517.0,4.0
AMERICAN UNIVERSITY BEIRUT,2009,782.0,1.0
AMERICAN UNIVERSITY BEIRUT,2010,823.0,1.0
AMERICAN UNIVERSITY BEIRUT,2011,854.0,1.0
AMERICAN UNIVERSITY BEIRUT,2012,876.0,1.0
AMERICAN UNIVERSITY BEIRUT,2015,1085.0,1.0
AMERICAN UNIVERSITY BEIRUT,2016,1094.0,1.0
AMERICAN UNIVERSITY BEIRUT,2017,1057.0,1.0
AMERICAN UNIVERSITY BULGARIA,2012,1006.0,1.0
AMERICAN UNIVERSITY BULGARIA,2013,1057.0,1.0
AMERICAN UNIVERSITY BULGARIA,2014,1070.0,1.0
AMERICAN UNIVERSITY BULGARIA,2015,1123.0,1.0
AMERICAN UNIVERSITY BULGARIA,2016,1134.0,1.0
AMERICAN UNIVERSITY CAIRO,1999,547.0,1.0
AMERICAN UNIVERSITY CAIRO,2000,620.0,1.0
AMERICAN UNIVERSITY CAIRO,2001,681.0,1.0
AMERICAN UNIVERSITY CAIRO,2009,808.0,1.0
AMERICAN UNIVERSITY CAIRO,2010,846.0,1.0
AMERICAN UNIVERSITY CAIRO,2011,873.0,1.0
AMERICAN UNIVERSITY CAIRO,2012,893.0,1.0
AMERICAN UNIVERSITY CAIRO,2013,719.0,3.0
AMERICAN UNIVERSITY CAIRO,2014,652.0,5.0
AMERICAN UNIVERSITY CAIRO,2015,664.0,5.0
AMERICAN UNIVERSITY CAIRO,2016,687.0,5.0
AMERICAN UNIVERSITY CAIRO,2017,644.0,5.0
AMERICAN UNIVERSITY DUBAI,2004,498.0,3.0
AMERICAN UNIVERSITY DUBAI,2005,517.0,3.0
AMERICAN UNIVERSITY DUBAI,2006,548.0,3.0
AMERICAN UNIVERSITY DUBAI,2007,571.0,3.0
AMERICAN UNIVERSITY DUBAI,2008,619.0,3.0
AMERICAN UNIVERSITY OF AFGHANISTAN,2014,720.0,4.0
AMERICAN UNIVERSITY OF AFGHANISTAN,2015,728.0,4.0
AMERICAN UNIVERSITY OF AFGHANISTAN,2016,753.0,4.0
AMERICAN UNIVERSITY OF AFGHANISTAN,2017,710.0,4.0
AMERICAN UNIVERSITY PARIS,2001,740.0,0.0
AMERICAN UNIVERSITY PARIS,2002,747.0,0.0
AMERICAN UNIVERSITY PARIS,2003,781.0,0.0
AMERICAN UNIVERSITY PARIS,2004,749.0,1.0
AMERICAN UNIVERSITY PARIS,2005,779.0,1.0
AMERICAN UNIVERSITY PARIS,2006,872.0,0.0
AMERICAN UNIVERSITY PARIS,2007,902.0,0.0
AMERICAN UNIVERSITY PARIS,2008,987.0,0.0
AMERICAN UNIVERSITY SHARJAH,2006,858.0,0.0
AMERICAN UNIVERSITY SHARJAH,2007,888.0,0.0
AMERICAN UNIVERSITY SHARJAH,2008,582.0,3.0
AMERICAN UNIVERSITY SHARJAH,2009,540.0,4.0
AMERICAN UNIVERSITY SHARJAH,2010,462.0,7.0
AMERICAN UNIVERSITY SHARJAH,2011,470.0,8.0
AMERICAN UNIVERSITY SHARJAH,2012,455.0,9.0
AMERICAN UNIVERSITY SHARJAH,2013,453.0,12.0
AMERICAN UNIVERSITY SHARJAH,2014,460.0,11.0
AMERICAN UNIVERSITY SHARJAH,2015,556.0,8.0
AMERICAN UNIVERSITY SHARJAH,2016,584.0,7.0
AMERICAN UNIVERSITY SHARJAH,2017,603.0,6.0
AMERICAN UNIVERSITY WASHINGTON,1999,128.0,15.0
AMERICAN UNIVERSITY WASHINGTON,2000,142.0,17.0
AMERICAN UNIVERSITY WASHINGTON,2001,130.0,23.0
AMERICAN UNIVERSITY WASHINGTON,2002,155.0,20.0
AMERICAN UNIVERSITY WASHINGTON,2003,151.0,21.0
AMERICAN UNIVERSITY WASHINGTON,2004,160.0,22.0
AMERICAN UNIVERSITY WASHINGTON,2005,183.0,21.0
AMERICAN UNIVERSITY WASHINGTON,2006,226.0,17.0
AMERICAN UNIVERSITY WASHINGTON,2007,216.0,20.0
AMERICAN UNIVERSITY WASHINGTON,2008,180.0,30.0
AMERICAN UNIVERSITY WASHINGTON,2009,207.0,27.0
AMERICAN UNIVERSITY WASHINGTON,2010,221.0,29.0
AMERICAN UNIVERSITY WASHINGTON,2011,218.0,33.0
AMERICAN UNIVERSITY WASHINGTON,2012,256.0,27.0
AMERICAN UNIVERSITY WASHINGTON,2013,414.0,14.0
AMERICAN UNIVERSITY WASHINGTON,2014,495.0,10.0
AMERICAN UNIVERSITY WASHINGTON,2015,563.0,8.0
AMERICAN UNIVERSITY WASHINGTON,2016,888.0,2.0
AMERICAN UNIVERSITY WASHINGTON,2017,909.0,2.0
AMHERST COLLEGE,1999,470.0,1.0
AMHERST COLLEGE,2000,411.0,2.0
AMHERST COLLEGE,2001,294.0,7.0
AMHERST COLLEGE,2002,308.0,6.0
AMHERST COLLEGE,2003,297.0,7.0
AMHERST COLLEGE,2004,293.0,9.0
AMHERST COLLEGE,2005,285.0,10.0
AMHERST COLLEGE,2006,323.0,9.0
AMHERST COLLEGE,2007,292.0,12.0
AMHERST COLLEGE,2008,317.0,12.0
AMHERST COLLEGE,2009,288.0,17.0
AMHERST COLLEGE,2010,264.0,22.0
AMHERST COLLEGE,2011,279.0,21.0
AMHERST COLLEGE,2012,346.0,17.0
AMHERST COLLEGE,2013,360.0,19.0
AMHERST COLLEGE,2014,431.0,13.0
AMHERST COLLEGE,2015,538.0,9.0
AMHERST COLLEGE,2016,474.0,12.0
AMHERST COLLEGE,2017,445.0,12.0
ANDONG NATIONAL UNIVERSITY,2007,831.0,1.0
ANDONG NATIONAL UNIVERSITY,2008,905.0,1.0
ANDONG NATIONAL UNIVERSITY,2009,924.0,1.0
ANDONG NATIONAL UNIVERSITY,2010,956.0,1.0
ANDONG NATIONAL UNIVERSITY,2011,980.0,1.0
ANGLIA RUSKIN UNIVERSITY,2013,783.0,3.0
ANGLIA RUSKIN UNIVERSITY,2014,807.0,3.0
ANGLIA RUSKIN UNIVERSITY,2015,824.0,3.0
ANGLIA RUSKIN UNIVERSITY,2016,840.0,3.0
ANGLIA RUSKIN UNIVERSITY,2017,798.0,3.0
ANKARA UNIVERSITY,2004,581.0,2.0
ANKARA UNIVERSITY,2005,532.0,2.0
ANKARA UNIVERSITY,2006,561.0,2.0
ANKARA UNIVERSITY,2007,509.0,3.0
ANKARA UNIVERSITY,2008,537.0,4.0
ANKARA UNIVERSITY,2009,714.0,2.0
ANKARA UNIVERSITY,2010,844.0,1.0
ANKARA UNIVERSITY,2011,871.0,1.0
ANKARA UNIVERSITY,2012,1034.0,0.0
ANSUNG UNIVERSITY,2002,779.0,0.0
ANSUNG UNIVERSITY,2003,810.0,0.0
ANSUNG UNIVERSITY,2004,845.0,0.0
ANSUNG UNIVERSITY,2005,866.0,0.0
ANSUNG UNIVERSITY,2006,896.0,0.0
ANTALYA INTERNATIONAL UNIVERSITY,2013,959.0,1.0
ANTALYA INTERNATIONAL UNIVERSITY,2014,965.0,1.0
ANTALYA INTERNATIONAL UNIVERSITY,2015,996.0,1.0
ANTALYA INTERNATIONAL UNIVERSITY,2016,1019.0,1.0
ANTALYA INTERNATIONAL UNIVERSITY,2017,988.0,1.0
AOMORI PUBLIC UNIVERSITY,2000,699.0,0.0
AOMORI PUBLIC UNIVERSITY,2001,766.0,0.0
AOMORI PUBLIC UNIVERSITY,2002,767.0,0.0
AOMORI PUBLIC UNIVERSITY,2003,798.0,0.0
AOMORI PUBLIC UNIVERSITY,2004,836.0,0.0
AOYAMA GAKUIN UNIVERSITY,2002,595.0,1.0
AOYAMA GAKUIN UNIVERSITY,2003,557.0,2.0
AOYAMA GAKUIN UNIVERSITY,2004,596.0,2.0
AOYAMA GAKUIN UNIVERSITY,2005,565.0,2.0
AOYAMA GAKUIN UNIVERSITY,2006,499.0,3.0
AOYAMA GAKUIN UNIVERSITY,2007,510.0,3.0
AOYAMA GAKUIN UNIVERSITY,2008,591.0,3.0
AOYAMA GAKUIN UNIVERSITY,2009,552.0,4.0
AOYAMA GAKUIN UNIVERSITY,2010,615.0,4.0
AOYAMA GAKUIN UNIVERSITY,2011,739.0,3.0
AOYAMA GAKUIN UNIVERSITY,2012,935.0,1.0
AOYAMA GAKUIN UNIVERSITY,2013,961.0,1.0
AOYAMA GAKUIN UNIVERSITY,2015,762.0,3.0
AOYAMA GAKUIN UNIVERSITY,2016,783.0,3.0
AOYAMA GAKUIN UNIVERSITY,2017,738.0,3.0
APPALACHIAN STATE UNIVERSITY,2002,438.0,3.0
APPALACHIAN STATE UNIVERSITY,2003,423.0,4.0
APPALACHIAN STATE UNIVERSITY,2004,447.0,4.0
APPALACHIAN STATE UNIVERSITY,2005,428.0,4.0
APPALACHIAN STATE UNIVERSITY,2006,404.0,5.0
APPALACHIAN STATE UNIVERSITY,2007,563.0,3.0
APPALACHIAN STATE UNIVERSITY,2008,463.0,5.0
APPALACHIAN STATE UNIVERSITY,2009,427.0,8.0
APPALACHIAN STATE UNIVERSITY,2010,465.0,7.0
APPALACHIAN STATE UNIVERSITY,2011,408.0,11.0
APPALACHIAN STATE UNIVERSITY,2012,417.0,11.0
APPALACHIAN STATE UNIVERSITY,2013,464.0,11.0
APPALACHIAN STATE UNIVERSITY,2014,522.0,9.0
APPALACHIAN STATE UNIVERSITY,2015,486.0,12.0
APPALACHIAN STATE UNIVERSITY,2016,540.0,9.0
APPALACHIAN STATE UNIVERSITY,2017,503.0,9.0
ARIEL UNIVERSITY SAMARIA,2009,813.0,1.0
ARIEL UNIVERSITY SAMARIA,2010,850.0,1.0
ARIEL UNIVERSITY SAMARIA,2011,876.0,1.0
ARIEL UNIVERSITY SAMARIA,2012,895.0,1.0
ARIEL UNIVERSITY SAMARIA,2013,937.0,1.0
ARIEL UNIVERSITY SAMARIA,2015,987.0,1.0
ARIEL UNIVERSITY SAMARIA,2016,999.0,1.0
ARIEL UNIVERSITY SAMARIA,2017,963.0,1.0
ARISTOTLE UNIVERSITY THESSALONIKI,1999,569.0,0.0
ARISTOTLE UNIVERSITY THESSALONIKI,2000,649.0,0.0
ARISTOTLE UNIVERSITY THESSALONIKI,2001,715.0,0.0
ARISTOTLE UNIVERSITY THESSALONIKI,2002,731.0,0.0
ARISTOTLE UNIVERSITY THESSALONIKI,2003,760.0,0.0
ARISTOTLE UNIVERSITY THESSALONIKI,2015,1085.0,1.0
ARISTOTLE UNIVERSITY THESSALONIKI,2016,1004.0,1.0
ARISTOTLE UNIVERSITY THESSALONIKI,2017,968.0,1.0
ARIZONA STATE UNIVERSITY,1999,76.0,27.0
ARIZONA STATE UNIVERSITY,2000,76.0,38.0
ARIZONA STATE UNIVERSITY,2001,71.0,54.0
ARIZONA STATE UNIVERSITY,2002,65.0,59.0
ARIZONA STATE UNIVERSITY,2003,67.0,62.0
ARIZONA STATE UNIVERSITY,2004,77.0,58.0
ARIZONA STATE UNIVERSITY,2005,76.0,60.0
ARIZONA STATE UNIVERSITY,2006,82.0,59.0
ARIZONA STATE UNIVERSITY,2007,93.0,57.0
ARIZONA STATE UNIVERSITY,2008,72.0,87.0
ARIZONA STATE UNIVERSITY,2009,63.0,108.0
ARIZONA STATE UNIVERSITY,2010,60.0,131.0
ARIZONA STATE UNIVERSITY,2011,54.0,156.0
ARIZONA STATE UNIVERSITY,2012,38.0,185.0
ARIZONA STATE UNIVERSITY,2013,43.0,203.0
ARIZONA STATE UNIVERSITY,2014,37.0,219.0
ARIZONA STATE UNIVERSITY,2015,43.0,223.0
ARIZONA STATE UNIVERSITY,2016,53.0,219.0
ARIZONA STATE UNIVERSITY,2017,55.0,174.0
ARKANSAS STATE UNIVERSITY,2008,665.0,2.0
ARKANSAS STATE UNIVERSITY,2009,691.0,2.0
ARKANSAS STATE UNIVERSITY,2010,731.0,2.0
ARKANSAS STATE UNIVERSITY,2011,773.0,2.0
ARKANSAS STATE UNIVERSITY,2012,792.0,2.0
ASAHIKAWA UNIVERSITY,2000,622.0,1.0
ASAHIKAWA UNIVERSITY,2001,683.0,1.0
ASAHIKAWA UNIVERSITY,2002,698.0,1.0
ASAHIKAWA UNIVERSITY,2003,613.0,1.0
ASAHIKAWA UNIVERSITY,2004,641.0,1.0
ASAHIKAWA UNIVERSITY,2005,773.0,1.0
ASAHIKAWA UNIVERSITY,2006,805.0,1.0
ASAHIKAWA UNIVERSITY,2007,843.0,1.0
ASHOKA UNIVERSITY,2015,1073.0,1.0
ASHOKA UNIVERSITY,2016,1084.0,1.0
ASHOKA UNIVERSITY,2017,1046.0,1.0
ASIA E UNIVERSITY,2008,925.0,0.0
ASIA E UNIVERSITY,2009,939.0,0.0
ASIA E UNIVERSITY,2010,965.0,0.0
ASIA E UNIVERSITY,2011,986.0,0.0
ASIA E UNIVERSITY,2012,1034.0,0.0
ASIA UNIVERSITY,2002,667.0,1.0
ASIA UNIVERSITY,2003,685.0,1.0
ASIA UNIVERSITY,2004,723.0,1.0
ASIA UNIVERSITY,2005,744.0,1.0
ASIA UNIVERSITY,2006,769.0,1.0
ASIA UNIVERSITY,2007,926.0,0.0
ASIA UNIVERSITY,2008,1000.0,0.0
ASIA UNIVERSITY,2009,1014.0,0.0
ASIA UNIVERSITY,2010,1035.0,0.0
ASIA UNIVERSITY,2011,1055.0,0.0
ASTON UNIVERSITY,2005,813.0,0.0
ASTON UNIVERSITY,2006,785.0,1.0
ASTON UNIVERSITY,2007,748.0,1.0
ASTON UNIVERSITY,2008,470.0,5.0
ASTON UNIVERSITY,2009,465.0,6.0
ASTON UNIVERSITY,2010,480.0,7.0
ASTON UNIVERSITY,2011,514.0,6.0
ASTON UNIVERSITY,2012,489.0,8.0
ASTON UNIVERSITY,2013,631.0,5.0
ASTON UNIVERSITY,2014,601.0,6.0
ASTON UNIVERSITY,2015,515.0,9.0
ASTON UNIVERSITY,2016,509.0,10.0
ASTON UNIVERSITY,2017,521.0,8.0
ATHABASCA UNIVERSITY,2011,1030.0,0.0
ATHABASCA UNIVERSITY,2012,1071.0,0.0
ATHABASCA UNIVERSITY,2013,906.0,2.0
ATHABASCA UNIVERSITY,2014,921.0,2.0
ATHABASCA UNIVERSITY,2015,946.0,2.0
ATHABASCA UNIVERSITY,2016,1029.0,1.0
ATHABASCA UNIVERSITY,2017,994.0,1.0
ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,1999,426.0,2.0
ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,2000,321.0,4.0
ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,2001,314.0,6.0
ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,2002,297.0,7.0
ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,2003,270.0,9.0
ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,2004,214.0,14.0
ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,2005,215.0,17.0
ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,2006,178.0,23.0
ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,2007,161.0,29.0
ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,2008,174.0,31.0
ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,2009,219.0,26.0
ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,2010,238.0,26.0
ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,2011,265.0,24.0
ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,2012,252.0,28.0
ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,2013,222.0,39.0
ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,2014,207.0,46.0
ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,2015,210.0,47.0
ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,2016,229.0,45.0
ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,2017,246.0,34.0
ATILIM UNIVERSITY,2004,801.0,0.0
ATILIM UNIVERSITY,2005,833.0,0.0
ATILIM UNIVERSITY,2006,872.0,0.0
ATILIM UNIVERSITY,2007,902.0,0.0
ATILIM UNIVERSITY,2008,987.0,0.0
ATILIM UNIVERSITY,2012,1006.0,1.0
ATILIM UNIVERSITY,2013,1057.0,1.0
ATILIM UNIVERSITY,2014,1070.0,1.0
ATILIM UNIVERSITY,2015,1123.0,1.0
ATILIM UNIVERSITY,2016,1134.0,1.0
AUBURN UNIVERSITY,1999,261.0,5.0
AUBURN UNIVERSITY,2000,200.0,10.0
AUBURN UNIVERSITY,2001,240.0,10.0
