University,year,Rank,Score
AALBORG UNIVERSITY,1994,570.0,4.0
AALBORG UNIVERSITY,1995,595.0,4.0
AALBORG UNIVERSITY,1996,495.0,8.0
AALBORG UNIVERSITY,1997,528.0,7.0
AALBORG UNIVERSITY,1998,519.0,8.0
AALBORG UNIVERSITY,1999,451.0,12.0
AALBORG UNIVERSITY,2000,406.0,16.0
AALBORG UNIVERSITY,2001,433.0,15.0
AALBORG UNIVERSITY,2002,442.0,16.0
AALBORG UNIVERSITY,2003,445.0,17.0
AALBORG UNIVERSITY,2004,494.0,14.0
AALBORG UNIVERSITY,2005,509.0,14.0
AALBORG UNIVERSITY,2006,514.0,15.0
AALBORG UNIVERSITY,2007,541.0,15.0
AALBORG UNIVERSITY,2008,570.0,15.0
AALBORG UNIVERSITY,2009,583.0,16.0
AALBORG UNIVERSITY,2010,605.0,16.0
AALBORG UNIVERSITY,2011,598.0,18.0
AALBORG UNIVERSITY,2012,588.0,20.0
AALBORG UNIVERSITY,2013,563.0,23.0
AALBORG UNIVERSITY,2014,577.0,23.0
AALBORG UNIVERSITY,2015,571.0,26.0
AALBORG UNIVERSITY,2016,585.0,24.0
AALBORG UNIVERSITY,2017,583.0,24.0
AALBORG UNIVERSITY,2018,614.0,22.0
AALBORG UNIVERSITY,2019,581.0,24.0
AALTO UNIVERSITY,1998,895.0,1.0
AALTO UNIVERSITY,1999,808.0,2.0
AALTO UNIVERSITY,2000,663.0,5.0
AALTO UNIVERSITY,2001,630.0,6.0
AALTO UNIVERSITY,2002,624.0,7.0
AALTO UNIVERSITY,2003,596.0,8.0
AALTO UNIVERSITY,2004,655.0,7.0
AALTO UNIVERSITY,2005,749.0,5.0
AALTO UNIVERSITY,2006,784.0,5.0
AALTO UNIVERSITY,2007,792.0,5.0
AALTO UNIVERSITY,2008,790.0,6.0
AALTO UNIVERSITY,2009,788.0,7.0
AALTO UNIVERSITY,2010,589.0,17.0
AALTO UNIVERSITY,2011,437.0,34.0
AALTO UNIVERSITY,2012,380.0,45.0
AALTO UNIVERSITY,2013,335.0,60.0
AALTO UNIVERSITY,2014,298.0,78.0
AALTO UNIVERSITY,2015,282.0,87.0
AALTO UNIVERSITY,2016,285.0,89.0
AALTO UNIVERSITY,2017,271.0,98.0
AALTO UNIVERSITY,2018,273.0,100.0
AALTO UNIVERSITY,2019,286.0,96.0
AARHUS UNIVERSITY,1994,141.0,63.0
AARHUS UNIVERSITY,1995,137.0,67.0
AARHUS UNIVERSITY,1996,123.0,80.0
AARHUS UNIVERSITY,1997,120.0,88.0
AARHUS UNIVERSITY,1998,108.0,101.0
AARHUS UNIVERSITY,1999,112.0,104.0
AARHUS UNIVERSITY,2000,114.0,106.0
AARHUS UNIVERSITY,2001,118.0,105.0
AARHUS UNIVERSITY,2002,112.0,113.0
AARHUS UNIVERSITY,2003,105.0,119.0
AARHUS UNIVERSITY,2004,107.0,125.0
AARHUS UNIVERSITY,2005,113.0,126.0
AARHUS UNIVERSITY,2006,108.0,139.0
AARHUS UNIVERSITY,2007,116.0,135.0
AARHUS UNIVERSITY,2008,110.0,153.0
AARHUS UNIVERSITY,2009,103.0,175.0
AARHUS UNIVERSITY,2010,94.0,203.0
AARHUS UNIVERSITY,2011,92.0,225.0
AARHUS UNIVERSITY,2012,80.0,265.0
AARHUS UNIVERSITY,2013,73.0,300.0
AARHUS UNIVERSITY,2014,71.0,310.0
AARHUS UNIVERSITY,2015,66.0,320.0
AARHUS UNIVERSITY,2016,61.0,342.0
AARHUS UNIVERSITY,2017,58.0,357.0
AARHUS UNIVERSITY,2018,62.0,344.0
AARHUS UNIVERSITY,2019,65.0,350.0
ABANT IZZET BAYSAL UNIVERSITY,2016,1368.0,1.0
ABANT IZZET BAYSAL UNIVERSITY,2017,1354.0,1.0
ABANT IZZET BAYSAL UNIVERSITY,2018,1315.0,1.0
ABANT IZZET BAYSAL UNIVERSITY,2019,1301.0,1.0
ABERTAY UNIVERSITY,1995,832.0,1.0
ABERTAY UNIVERSITY,1996,864.0,1.0
ABERTAY UNIVERSITY,1997,776.0,2.0
ABERTAY UNIVERSITY,1998,792.0,2.0
ABERTAY UNIVERSITY,1999,808.0,2.0
ABERTAY UNIVERSITY,2000,949.0,1.0
ABERTAY UNIVERSITY,2001,971.0,1.0
ABERTAY UNIVERSITY,2010,1238.0,1.0
ABERTAY UNIVERSITY,2011,1265.0,1.0
ABERTAY UNIVERSITY,2012,1300.0,1.0
ABERTAY UNIVERSITY,2013,1337.0,1.0
ABERTAY UNIVERSITY,2014,1348.0,1.0
ABERYSTWYTH UNIVERSITY,1994,629.0,3.0
ABERYSTWYTH UNIVERSITY,1995,729.0,2.0
ABERYSTWYTH UNIVERSITY,1996,864.0,1.0
ABERYSTWYTH UNIVERSITY,1997,883.0,1.0
ABERYSTWYTH UNIVERSITY,1998,895.0,1.0
ABERYSTWYTH UNIVERSITY,2004,1028.0,1.0
ABERYSTWYTH UNIVERSITY,2005,1067.0,1.0
ABERYSTWYTH UNIVERSITY,2006,1103.0,1.0
ABERYSTWYTH UNIVERSITY,2007,1015.0,2.0
ABERYSTWYTH UNIVERSITY,2008,957.0,3.0
ABERYSTWYTH UNIVERSITY,2009,915.0,4.0
ABERYSTWYTH UNIVERSITY,2010,955.0,4.0
ABERYSTWYTH UNIVERSITY,2011,864.0,6.0
ABERYSTWYTH UNIVERSITY,2012,755.0,10.0
ABERYSTWYTH UNIVERSITY,2013,750.0,11.0
ABERYSTWYTH UNIVERSITY,2014,681.0,16.0
ABERYSTWYTH UNIVERSITY,2015,685.0,16.0
ABERYSTWYTH UNIVERSITY,2016,711.0,15.0
ABERYSTWYTH UNIVERSITY,2017,740.0,13.0
ABERYSTWYTH UNIVERSITY,2018,782.0,11.0
ABERYSTWYTH UNIVERSITY,2019,908.0,7.0
ABO AKADEMIE UNIVERSITY,1994,570.0,4.0
ABO AKADEMIE UNIVERSITY,1995,551.0,5.0
ABO AKADEMIE UNIVERSITY,1996,620.0,4.0
ABO AKADEMIE UNIVERSITY,1997,505.0,8.0
ABO AKADEMIE UNIVERSITY,1998,545.0,7.0
ABO AKADEMIE UNIVERSITY,1999,569.0,7.0
ABO AKADEMIE UNIVERSITY,2000,555.0,8.0
ABO AKADEMIE UNIVERSITY,2001,546.0,9.0
ABO AKADEMIE UNIVERSITY,2002,624.0,7.0
ABO AKADEMIE UNIVERSITY,2003,596.0,8.0
ABO AKADEMIE UNIVERSITY,2004,655.0,7.0
ABO AKADEMIE UNIVERSITY,2005,749.0,5.0
ABO AKADEMIE UNIVERSITY,2006,740.0,6.0
ABO AKADEMIE UNIVERSITY,2007,717.0,7.0
ABO AKADEMIE UNIVERSITY,2008,723.0,8.0
ABO AKADEMIE UNIVERSITY,2009,666.0,11.0
ABO AKADEMIE UNIVERSITY,2010,690.0,11.0
ABO AKADEMIE UNIVERSITY,2011,657.0,14.0
ABO AKADEMIE UNIVERSITY,2012,689.0,13.0
ABO AKADEMIE UNIVERSITY,2013,670.0,16.0
ABO AKADEMIE UNIVERSITY,2014,727.0,13.0
ABO AKADEMIE UNIVERSITY,2015,685.0,16.0
ABO AKADEMIE UNIVERSITY,2016,687.0,16.0
ABO AKADEMIE UNIVERSITY,2017,689.0,16.0
ABO AKADEMIE UNIVERSITY,2018,661.0,18.0
ABO AKADEMIE UNIVERSITY,2019,629.0,20.0
ABU DHABI UNIVERSITY,2010,1238.0,1.0
ABU DHABI UNIVERSITY,2011,1265.0,1.0
ABU DHABI UNIVERSITY,2012,1300.0,1.0
ABU DHABI UNIVERSITY,2013,1337.0,1.0
ABU DHABI UNIVERSITY,2014,1348.0,1.0
ABU DHABI UNIVERSITY,2019,1301.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2000,949.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2001,971.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2002,993.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2003,889.0,2.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2004,911.0,2.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2005,1067.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2006,1103.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2007,1144.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2011,1265.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2012,1300.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2013,1337.0,1.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2014,1205.0,2.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2015,1136.0,3.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2016,1231.0,2.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2017,1238.0,2.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2018,1210.0,2.0
ACADEMIC COLLEGE OF TEL AVIV YAFFO,2019,1301.0,1.0
ACADEMY OF SCIENCES OF THE CZECH REPUBLIC,2013,941.0,6.0
ACADEMY OF SCIENCES OF THE CZECH REPUBLIC,2014,942.0,6.0
ACADEMY OF SCIENCES OF THE CZECH REPUBLIC,2015,970.0,6.0
ACADEMY OF SCIENCES OF THE CZECH REPUBLIC,2016,990.0,6.0
ACADEMY OF SCIENCES OF THE CZECH REPUBLIC,2017,992.0,6.0
ACADIA UNIVERSITY,1994,629.0,3.0
ACADIA UNIVERSITY,1995,595.0,4.0
ACADIA UNIVERSITY,1996,753.0,2.0
ACADIA UNIVERSITY,1997,643.0,4.0
ACADIA UNIVERSITY,1998,667.0,4.0
ACADIA UNIVERSITY,1999,737.0,3.0
ACADIA UNIVERSITY,2000,838.0,2.0
ACADIA UNIVERSITY,2001,772.0,3.0
ACADIA UNIVERSITY,2002,993.0,1.0
ACADIA UNIVERSITY,2003,988.0,1.0
ACADIA UNIVERSITY,2004,911.0,2.0
ACADIA UNIVERSITY,2005,802.0,4.0
ACADIA UNIVERSITY,2006,784.0,5.0
ACADIA UNIVERSITY,2007,717.0,7.0
ACADIA UNIVERSITY,2008,723.0,8.0
ACADIA UNIVERSITY,2009,751.0,8.0
ACADIA UNIVERSITY,2010,855.0,6.0
ACADIA UNIVERSITY,2011,915.0,5.0
ACADIA UNIVERSITY,2012,1057.0,3.0
ACADIA UNIVERSITY,2013,1197.0,2.0
ACADIA UNIVERSITY,2014,1348.0,1.0
ACADIA UNIVERSITY,2015,1375.0,1.0
ACADIA UNIVERSITY,2017,1238.0,2.0
ACADIA UNIVERSITY,2018,1210.0,2.0
ACADIA UNIVERSITY,2019,1064.0,4.0
ADAM MICKIEWICZ UNIVERSITY POZNAN,2004,1028.0,1.0
ADAM MICKIEWICZ UNIVERSITY POZNAN,2005,860.0,3.0
ADAM MICKIEWICZ UNIVERSITY POZNAN,2006,902.0,3.0
ADAM MICKIEWICZ UNIVERSITY POZNAN,2007,852.0,4.0
ADAM MICKIEWICZ UNIVERSITY POZNAN,2008,835.0,5.0
ADAM MICKIEWICZ UNIVERSITY POZNAN,2009,915.0,4.0
ADAM MICKIEWICZ UNIVERSITY POZNAN,2010,1097.0,2.0
ADAM MICKIEWICZ UNIVERSITY POZNAN,2011,1123.0,2.0
ADAM MICKIEWICZ UNIVERSITY POZNAN,2012,1300.0,1.0
ADELPHI UNIVERSITY,1994,703.0,2.0
ADELPHI UNIVERSITY,1995,729.0,2.0
ADELPHI UNIVERSITY,1996,753.0,2.0
ADELPHI UNIVERSITY,1997,883.0,1.0
ADELPHI UNIVERSITY,2003,988.0,1.0
ADELPHI UNIVERSITY,2004,1028.0,1.0
ADELPHI UNIVERSITY,2005,1067.0,1.0
ADELPHI UNIVERSITY,2006,1103.0,1.0
ADELPHI UNIVERSITY,2007,1144.0,1.0
ADELPHI UNIVERSITY,2009,1230.0,1.0
ADELPHI UNIVERSITY,2010,1097.0,2.0
ADELPHI UNIVERSITY,2011,1123.0,2.0
ADELPHI UNIVERSITY,2012,1057.0,3.0
ADELPHI UNIVERSITY,2013,1104.0,3.0
ADELPHI UNIVERSITY,2014,1205.0,2.0
ADELPHI UNIVERSITY,2015,1375.0,1.0
ADELPHI UNIVERSITY,2016,1231.0,2.0
ADELPHI UNIVERSITY,2017,1354.0,1.0
ADELPHI UNIVERSITY,2018,1210.0,2.0
ADELPHI UNIVERSITY,2019,1208.0,2.0
ADNAN MENDERES UNIVERSITY,2010,1238.0,1.0
ADNAN MENDERES UNIVERSITY,2011,1265.0,1.0
ADNAN MENDERES UNIVERSITY,2012,1300.0,1.0
ADNAN MENDERES UNIVERSITY,2013,1337.0,1.0
ADNAN MENDERES UNIVERSITY,2014,1348.0,1.0
ADOLFO IBANEZ UNIVERSITY,1998,895.0,1.0
ADOLFO IBANEZ UNIVERSITY,1999,916.0,1.0
ADOLFO IBANEZ UNIVERSITY,2000,949.0,1.0
ADOLFO IBANEZ UNIVERSITY,2001,971.0,1.0
ADOLFO IBANEZ UNIVERSITY,2002,993.0,1.0
ADOLFO IBANEZ UNIVERSITY,2008,1059.0,2.0
ADOLFO IBANEZ UNIVERSITY,2009,994.0,3.0
ADOLFO IBANEZ UNIVERSITY,2010,1011.0,3.0
ADOLFO IBANEZ UNIVERSITY,2011,915.0,5.0
ADOLFO IBANEZ UNIVERSITY,2012,888.0,6.0
ADOLFO IBANEZ UNIVERSITY,2013,894.0,7.0
ADOLFO IBANEZ UNIVERSITY,2014,912.0,7.0
ADOLFO IBANEZ UNIVERSITY,2015,794.0,11.0
ADOLFO IBANEZ UNIVERSITY,2016,851.0,9.0
ADOLFO IBANEZ UNIVERSITY,2017,846.0,9.0
ADOLFO IBANEZ UNIVERSITY,2018,782.0,11.0
ADOLFO IBANEZ UNIVERSITY,2019,681.0,17.0
AGA KHAN UNIVERSITY,1996,864.0,1.0
AGA KHAN UNIVERSITY,1997,883.0,1.0
AGA KHAN UNIVERSITY,1998,895.0,1.0
AGA KHAN UNIVERSITY,1999,916.0,1.0
AGA KHAN UNIVERSITY,2000,949.0,1.0
AGA KHAN UNIVERSITY,2011,1265.0,1.0
AGA KHAN UNIVERSITY,2012,1152.0,2.0
AGA KHAN UNIVERSITY,2013,1197.0,2.0
AGA KHAN UNIVERSITY,2014,1205.0,2.0
AGA KHAN UNIVERSITY,2015,1232.0,2.0
AGA KHAN UNIVERSITY,2016,1368.0,1.0
AGA KHAN UNIVERSITY,2018,1315.0,1.0
AGA KHAN UNIVERSITY,2019,1064.0,4.0
AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2007,1144.0,1.0
AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2008,1209.0,1.0
AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2009,1230.0,1.0
AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2010,1238.0,1.0
AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2011,1265.0,1.0
AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2013,1337.0,1.0
AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2014,1348.0,1.0
AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2015,1375.0,1.0
AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2016,1368.0,1.0
AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2017,1354.0,1.0
AGRICULTURAL UNIVERSITY OF ATHENS,1998,895.0,1.0
AGRICULTURAL UNIVERSITY OF ATHENS,1999,916.0,1.0
AGRICULTURAL UNIVERSITY OF ATHENS,2000,949.0,1.0
AGRICULTURAL UNIVERSITY OF ATHENS,2001,971.0,1.0
AGRICULTURAL UNIVERSITY OF ATHENS,2002,993.0,1.0
AGRICULTURAL UNIVERSITY OF ATHENS,2007,1144.0,1.0
AGRICULTURAL UNIVERSITY OF ATHENS,2008,957.0,3.0
AGRICULTURAL UNIVERSITY OF ATHENS,2009,994.0,3.0
AGRICULTURAL UNIVERSITY OF ATHENS,2010,1011.0,3.0
AGRICULTURAL UNIVERSITY OF ATHENS,2011,1032.0,3.0
AGRICULTURAL UNIVERSITY OF ATHENS,2012,1152.0,2.0
AGRICULTURAL UNIVERSITY OF ATHENS,2015,1232.0,2.0
AGRICULTURAL UNIVERSITY OF ATHENS,2016,1035.0,5.0
AGRICULTURAL UNIVERSITY OF ATHENS,2017,992.0,6.0
AGRICULTURAL UNIVERSITY OF ATHENS,2018,919.0,7.0
AGRICULTURAL UNIVERSITY OF ATHENS,2019,867.0,8.0
AGRICULTURAL UNIVERSITY OF NORWAY,1994,703.0,2.0
AGRICULTURAL UNIVERSITY OF NORWAY,1995,647.0,3.0
AGRICULTURAL UNIVERSITY OF NORWAY,1996,666.0,3.0
AGRICULTURAL UNIVERSITY OF NORWAY,1997,558.0,6.0
AGRICULTURAL UNIVERSITY OF NORWAY,1998,519.0,8.0
AGRICULTURAL UNIVERSITY OF NORWAY,1999,513.0,9.0
AGRICULTURAL UNIVERSITY OF NORWAY,2000,483.0,11.0
AGRICULTURAL UNIVERSITY OF NORWAY,2001,408.0,17.0
AGRICULTURAL UNIVERSITY OF NORWAY,2002,411.0,18.0
AGRICULTURAL UNIVERSITY OF NORWAY,2003,432.0,18.0
AGRICULTURAL UNIVERSITY OF NORWAY,2004,470.0,16.0
AGRICULTURAL UNIVERSITY OF NORWAY,2005,509.0,14.0
AGRICULTURAL UNIVERSITY OF NORWAY,2006,667.0,8.0
AGRICULTURAL UNIVERSITY OF NORWAY,2007,852.0,4.0
AGRICULTURAL UNIVERSITY OF NORWAY,2008,1059.0,2.0
AGRICULTURAL UNIVERSITY OF NORWAY,2009,1230.0,1.0
AICHI GAKUIN UNIVERSITY,1994,805.0,1.0
AICHI GAKUIN UNIVERSITY,1995,832.0,1.0
AICHI GAKUIN UNIVERSITY,1996,753.0,2.0
AICHI GAKUIN UNIVERSITY,1997,705.0,3.0
AICHI GAKUIN UNIVERSITY,1998,724.0,3.0
AICHI GAKUIN UNIVERSITY,1999,808.0,2.0
AICHI GAKUIN UNIVERSITY,2000,838.0,2.0
AICHI GAKUIN UNIVERSITY,2001,971.0,1.0
AICHI GAKUIN UNIVERSITY,2008,1209.0,1.0
AICHI GAKUIN UNIVERSITY,2009,1090.0,2.0
AICHI GAKUIN UNIVERSITY,2010,1011.0,3.0
AICHI GAKUIN UNIVERSITY,2011,965.0,4.0
AICHI GAKUIN UNIVERSITY,2012,938.0,5.0
AICHI GAKUIN UNIVERSITY,2013,1037.0,4.0
AICHI GAKUIN UNIVERSITY,2014,1048.0,4.0
AICHI GAKUIN UNIVERSITY,2015,1136.0,3.0
AICHI GAKUIN UNIVERSITY,2016,1231.0,2.0
AICHI GAKUIN UNIVERSITY,2017,1354.0,1.0
AICHI GAKUIN UNIVERSITY,2018,1315.0,1.0
AICHI UNIVERSITY OF EDUCATION,1994,537.0,5.0
AICHI UNIVERSITY OF EDUCATION,1995,595.0,4.0
AICHI UNIVERSITY OF EDUCATION,1996,620.0,4.0
AICHI UNIVERSITY OF EDUCATION,1997,776.0,2.0
AICHI UNIVERSITY OF EDUCATION,1998,895.0,1.0
AICHI UNIVERSITY OF EDUCATION,1999,916.0,1.0
AICHI UNIVERSITY OF EDUCATION,2000,949.0,1.0
AICHI UNIVERSITY OF EDUCATION,2008,1209.0,1.0
AICHI UNIVERSITY OF EDUCATION,2009,1090.0,2.0
AICHI UNIVERSITY OF EDUCATION,2010,1097.0,2.0
AICHI UNIVERSITY OF EDUCATION,2011,1032.0,3.0
AICHI UNIVERSITY OF EDUCATION,2012,938.0,5.0
AICHI UNIVERSITY OF EDUCATION,2013,986.0,5.0
AICHI UNIVERSITY OF EDUCATION,2014,1048.0,4.0
AICHI UNIVERSITY OF EDUCATION,2015,1070.0,4.0
AICHI UNIVERSITY OF EDUCATION,2016,990.0,6.0
AICHI UNIVERSITY OF EDUCATION,2017,1037.0,5.0
AICHI UNIVERSITY OF EDUCATION,2018,1066.0,4.0
AICHI UNIVERSITY OF EDUCATION,2019,1015.0,5.0
AIX MARSEILLE UNIVERSITY,1995,832.0,1.0
AIX MARSEILLE UNIVERSITY,1996,864.0,1.0
AIX MARSEILLE UNIVERSITY,1997,883.0,1.0
AIX MARSEILLE UNIVERSITY,1998,895.0,1.0
AIX MARSEILLE UNIVERSITY,1999,916.0,1.0
AIX MARSEILLE UNIVERSITY,2007,1015.0,2.0
AIX MARSEILLE UNIVERSITY,2008,957.0,3.0
AIX MARSEILLE UNIVERSITY,2009,666.0,11.0
AIX MARSEILLE UNIVERSITY,2010,589.0,17.0
AIX MARSEILLE UNIVERSITY,2011,443.0,33.0
AIX MARSEILLE UNIVERSITY,2012,289.0,72.0
AIX MARSEILLE UNIVERSITY,2013,194.0,127.0
AIX MARSEILLE UNIVERSITY,2014,152.0,169.0
AIX MARSEILLE UNIVERSITY,2015,110.0,232.0
AIX MARSEILLE UNIVERSITY,2016,96.0,264.0
AIX MARSEILLE UNIVERSITY,2017,88.0,283.0
AIX MARSEILLE UNIVERSITY,2018,90.0,280.0
AIX MARSEILLE UNIVERSITY,2019,83.0,296.0
AJOU UNIVERSITY,1996,864.0,1.0
AJOU UNIVERSITY,1997,883.0,1.0
AJOU UNIVERSITY,1998,895.0,1.0
AJOU UNIVERSITY,1999,737.0,3.0
AJOU UNIVERSITY,2000,709.0,4.0
AJOU UNIVERSITY,2001,772.0,3.0
AJOU UNIVERSITY,2002,797.0,3.0
AJOU UNIVERSITY,2003,820.0,3.0
AJOU UNIVERSITY,2004,1028.0,1.0
AJOU UNIVERSITY,2006,981.0,2.0
AJOU UNIVERSITY,2007,919.0,3.0
AJOU UNIVERSITY,2008,883.0,4.0
AJOU UNIVERSITY,2009,867.0,5.0
AJOU UNIVERSITY,2010,800.0,7.0
AJOU UNIVERSITY,2011,831.0,7.0
AJOU UNIVERSITY,2012,791.0,9.0
AJOU UNIVERSITY,2013,806.0,9.0
AJOU UNIVERSITY,2014,709.0,14.0
AJOU UNIVERSITY,2015,685.0,16.0
AJOU UNIVERSITY,2016,618.0,21.0
AJOU UNIVERSITY,2017,624.0,21.0
AJOU UNIVERSITY,2018,570.0,25.0
AJOU UNIVERSITY,2019,581.0,24.0
AKDENIZ UNIVERSITY,2005,1067.0,1.0
AKDENIZ UNIVERSITY,2006,1103.0,1.0
AKDENIZ UNIVERSITY,2007,1144.0,1.0
AKDENIZ UNIVERSITY,2008,1209.0,1.0
AKDENIZ UNIVERSITY,2009,1230.0,1.0
AKDENIZ UNIVERSITY,2010,1238.0,1.0
AKDENIZ UNIVERSITY,2011,1265.0,1.0
AKDENIZ UNIVERSITY,2012,1300.0,1.0
AKDENIZ UNIVERSITY,2013,1337.0,1.0
AKDENIZ UNIVERSITY,2014,1348.0,1.0
AKDENIZ UNIVERSITY,2017,1354.0,1.0
AKDENIZ UNIVERSITY,2018,1315.0,1.0
AKDENIZ UNIVERSITY,2019,1301.0,1.0
AKITA INTERNATIONAL UNIVERSITY,2013,1337.0,1.0
AKITA INTERNATIONAL UNIVERSITY,2014,1348.0,1.0
AKITA INTERNATIONAL UNIVERSITY,2015,1375.0,1.0
AKITA INTERNATIONAL UNIVERSITY,2016,1368.0,1.0
AKITA INTERNATIONAL UNIVERSITY,2017,1354.0,1.0
AKITA PREFECTURAL UNIVERSITY,2002,993.0,1.0
AKITA PREFECTURAL UNIVERSITY,2003,889.0,2.0
AKITA PREFECTURAL UNIVERSITY,2004,911.0,2.0
AKITA PREFECTURAL UNIVERSITY,2005,860.0,3.0
AKITA PREFECTURAL UNIVERSITY,2006,784.0,5.0
AKITA PREFECTURAL UNIVERSITY,2007,852.0,4.0
AKITA PREFECTURAL UNIVERSITY,2008,957.0,3.0
AKITA PREFECTURAL UNIVERSITY,2009,915.0,4.0
AKITA PREFECTURAL UNIVERSITY,2010,955.0,4.0
AKITA PREFECTURAL UNIVERSITY,2011,1123.0,2.0
AKITA PREFECTURAL UNIVERSITY,2012,1152.0,2.0
AKITA PREFECTURAL UNIVERSITY,2013,1197.0,2.0
AKITA PREFECTURAL UNIVERSITY,2014,1348.0,1.0
AKITA PREFECTURAL UNIVERSITY,2019,1208.0,2.0
AL AKHAWAYN UNIVERSITY,1997,883.0,1.0
AL AKHAWAYN UNIVERSITY,1998,895.0,1.0
AL AKHAWAYN UNIVERSITY,1999,916.0,1.0
AL AKHAWAYN UNIVERSITY,2000,949.0,1.0
AL AKHAWAYN UNIVERSITY,2001,971.0,1.0
AL AKHAWAYN UNIVERSITY,2005,1067.0,1.0
AL AKHAWAYN UNIVERSITY,2006,1103.0,1.0
AL AKHAWAYN UNIVERSITY,2007,1144.0,1.0
AL AKHAWAYN UNIVERSITY,2008,1209.0,1.0
AL AKHAWAYN UNIVERSITY,2009,1230.0,1.0
AL AKHAWAYN UNIVERSITY,2010,1238.0,1.0
AL AKHAWAYN UNIVERSITY,2011,1265.0,1.0
AL AKHAWAYN UNIVERSITY,2012,1300.0,1.0
AL AKHAWAYN UNIVERSITY,2013,1337.0,1.0
AL AKHAWAYN UNIVERSITY,2014,1348.0,1.0
AL AZHAR UNIVERSITY,2014,1348.0,1.0
AL AZHAR UNIVERSITY,2015,1375.0,1.0
AL AZHAR UNIVERSITY,2016,1368.0,1.0
AL AZHAR UNIVERSITY,2017,1354.0,1.0
AL AZHAR UNIVERSITY,2018,1315.0,1.0
AL AZHAR UNIVERSITY,2019,1208.0,2.0
ALBA ACADEMIE LIBANAISE DES BEAUX-ARTS,2010,1238.0,1.0
ALBA ACADEMIE LIBANAISE DES BEAUX-ARTS,2011,1123.0,2.0
ALBA ACADEMIE LIBANAISE DES BEAUX-ARTS,2012,1057.0,3.0
ALBA ACADEMIE LIBANAISE DES BEAUX-ARTS,2013,1104.0,3.0
ALBA ACADEMIE LIBANAISE DES BEAUX-ARTS,2014,1048.0,4.0
ALBA ACADEMIE LIBANAISE DES BEAUX-ARTS,2015,1136.0,3.0
ALBA ACADEMIE LIBANAISE DES BEAUX-ARTS,2016,1231.0,2.0
ALBA ACADEMIE LIBANAISE DES BEAUX-ARTS,2017,1354.0,1.0
ALBA ACADEMIE LIBANAISE DES BEAUX-ARTS,2018,1315.0,1.0
ALBERTO HURTADO UNIVERSITY,2008,1209.0,1.0
ALBERTO HURTADO UNIVERSITY,2009,1230.0,1.0
ALBERTO HURTADO UNIVERSITY,2010,1097.0,2.0
ALBERTO HURTADO UNIVERSITY,2011,1123.0,2.0
ALBERTO HURTADO UNIVERSITY,2012,1152.0,2.0
ALBERTO HURTADO UNIVERSITY,2013,1104.0,3.0
ALBERTO HURTADO UNIVERSITY,2014,1127.0,3.0
ALBERTO HURTADO UNIVERSITY,2015,1070.0,4.0
ALBERTO HURTADO UNIVERSITY,2016,1035.0,5.0
ALBERTO HURTADO UNIVERSITY,2017,992.0,6.0
ALBERTO HURTADO UNIVERSITY,2018,1016.0,5.0
ALBERTO HURTADO UNIVERSITY,2019,953.0,6.0
ALBION COLLEGE,1994,629.0,3.0
ALBION COLLEGE,1995,729.0,2.0
ALBION COLLEGE,1996,864.0,1.0
ALBION COLLEGE,1997,776.0,2.0
ALBION COLLEGE,1998,792.0,2.0
ALBION COLLEGE,1999,916.0,1.0
ALBION COLLEGE,2000,949.0,1.0
ALBION COLLEGE,2001,971.0,1.0
ALBION COLLEGE,2003,988.0,1.0
ALBION COLLEGE,2004,911.0,2.0
ALBION COLLEGE,2005,942.0,2.0
ALBION COLLEGE,2006,902.0,3.0
ALBION COLLEGE,2007,919.0,3.0
ALBION COLLEGE,2008,957.0,3.0
ALBION COLLEGE,2009,994.0,3.0
ALBION COLLEGE,2010,955.0,4.0
ALBION COLLEGE,2011,1032.0,3.0
ALBION COLLEGE,2012,1057.0,3.0
