Rank,University,Score
1,HARVARD UNIVERSITY,26659
2,STANFORD UNIVERSITY,13584
3,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,13209
4,"UNIVERSITY OF CALIFORNIA, BERKELEY",13123
5,YALE UNIVERSITY,9385
6,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",9184
7,UNIVERSITY OF OXFORD,8463
8,COLUMBIA UNIVERSITY,8360
9,CALIFORNIA INSTITUTE OF TECHNOLOGY,7876
10,UNIVERSITY OF CAMBRIDGE,7851
11,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",7608
12,UNIVERSITY OF WASHINGTON,7594
13,UNIVERSITY OF CHICAGO,7493
14,UNIVERSITY OF MICHIGAN,6785
15,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",6713
16,UNIVERSITY OF PENNSYLVANIA,6610
17,CORNELL UNIVERSITY,6211
18,PRINCETON UNIVERSITY,6059
19,DUKE UNIVERSITY,5944
20,JOHNS HOPKINS UNIVERSITY,5888
21,NEW YORK UNIVERSITY,5751
22,CHINESE ACADEMY OF SCIENCES,5735
23,UNIVERSITY OF TOKYO,5671
24,UNIVERSITY OF TORONTO,5624
25,WASHINGTON UNIVERSITY,5481
26,UNIVERSITY COLLEGE LONDON,5235
27,UNIVERSITY OF MARYLAND,5162
28,NORTHWESTERN UNIVERSITY,5153
29,ETH ZURICH,4602
30,"UNIVERSITY OF NORTH CAROLINA, CHAPEL HILL",4600
31,UNIVERSITY OF COLORADO,4485
32,"UNIVERSITY OF MINNESOTA, TWIN CITIES",4372
33,UNIVERSITY OF WISCONSIN,4294
34,"UNIVERSITY OF CALIFORNIA, DAVIS",4287
35,UNIVERSITY OF COPENHAGEN,4262
36,UNIVERSITY OF BRITISH COLUMBIA,4262
37,"UNIVERSITY OF ILLINOIS, URBANA-CHAMPAIGN",4235
38,"UNIVERSITY OF TEXAS, AUSTIN",4163
39,IMPERIAL COLLEGE LONDON,4045
40,PENNSYLVANIA STATE UNIVERSITY,3654
41,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",3506
42,OHIO STATE UNIVERSITY,3378
43,KYOTO UNIVERSITY,3375
44,BOSTON UNIVERSITY,3343
45,UNIVERSITY OF ARIZONA,3313
46,UNIVERSITY OF EDINBURGH,3276
47,"UNIVERSITY OF CALIFORNIA, IRVINE",3199
48,UNIVERSITY OF ZURICH,3027
49,UNIVERSITY OF MUNICH,2954
50,UNIVERSITY OF SOUTHERN CALIFORNIA,2946
51,UNIVERSITY OF PARIS VII,2936
52,UNIVERSITY OF PARIS VI,2902
53,MCGILL UNIVERSITY,2862
54,UNIVERSITY OF MELBOURNE,2733
55,UNIVERSITY OF MASSACHUSETTS,2726
56,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",2657
57,TEXAS A&M UNIVERSITY,2610
58,OSAKA UNIVERSITY,2512
59,INDIANA UNIVERSITY,2498
60,VANDERBILT UNIVERSITY,2497
61,UNIVERSITY OF QUEENSLAND,2496
62,BROWN UNIVERSITY,2434
63,UNIVERSITY OF BRISTOL,2427
64,STOCKHOLM UNIVERSITY,2405
65,ARIZONA STATE UNIVERSITY,2398
66,UNIVERSITY OF PITTSBURGH,2347
67,UPPSALA UNIVERSITY,2289
68,RUTGERS STATE UNIVERSITY,2279
69,UNIVERSITY OF FLORIDA,2267
70,EMORY UNIVERSITY,2248
71,HEIDELBERG UNIVERSITY,2228
72,UNIVERSITY OF VIRGINIA,2174
73,UNIVERSITY OF AMSTERDAM,2168
74,AARHUS UNIVERSITY,2146
75,PURDUE UNIVERSITY,2143
76,TSINGHUA UNIVERSITY,2141
77,UNIVERSITY OF UTAH,2131
78,NATIONAL UNIVERSITY OF SINGAPORE,2123
79,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,2080
80,UNIVERSITY OF HAWAII,2060
81,UNIVERSITY OF MANCHESTER,2053
82,PEKING UNIVERSITY,2028
83,TECHNICAL UNIVERSITY OF MUNICH,2020
84,MICHIGAN STATE UNIVERSITY,2009
85,UNIVERSITY OF BONN,1942
86,UNIVERSITY OF HELSINKI,1895
87,UNIVERSITY OF GENEVA,1885
88,UNIVERSITY OF ROCHESTER,1883
89,UNIVERSITY OF LYON,1876
90,POMPEU FABRA UNIVERSITY,1855
91,UNIVERSITY OF UTRECHT,1775
92,MONASH UNIVERSITY,1754
93,"SUNY, STONY BROOK",1754
94,HEBREW UNIVERSITY OF JERUSALEM,1726
95,LEIDEN UNIVERSITY,1703
96,UNIVERSITY OF IOWA,1698
97,UNIVERSITY OF TOULOUSE / TOULOUSE SCHOOL OF ECONOMICS,1689
98,GEORGIA INSTITUTE OF TECHNOLOGY,1676
99,TEL AVIV UNIVERSITY,1664
100,UNIVERSITY OF LAUSANNE,1661
101,UNIVERSITY OF GRONINGEN,1626
102,UNIVERSITY OF SYDNEY,1622
103,AUSTRALIAN NATIONAL UNIVERSITY,1622
104,UNIVERSITY OF VIENNA,1593
105,"UNIVERSITY OF CALIFORNIA, RIVERSIDE",1580
106,UNIVERSITY OF OSLO,1571
107,KATHOLIEKE UNIVERSITEIT LEUVEN,1569
108,CARNEGIE MELLON UNIVERSITY,1565
109,SEOUL NATIONAL UNIVERSITY,1562
110,RICE UNIVERSITY,1559
111,VRIJE UNIVERSITEIT AMSTERDAM,1551
112,UNIVERSITY OF GEORGIA,1532
113,UNIVERSITY OF NEW SOUTH WALES,1532
114,UNIVERSITY OF PARIS XI,1523
115,UNIVERSITY OF BERN,1522
116,UNIVERSITY OF FREIBURG,1505
117,UNIVERSITY OF ALBERTA,1487
118,UNIVERSITY OF BASEL,1475
119,"KINGS COLLEGE, LONDON",1452
120,GOETHE UNIVERSITY FRANKFURT,1448
121,"UNIVERSITY OF TENNESSEE, KNOXVILLE",1446
122,UNIVERSITY OF SOUTHAMPTON,1423
