Rank,University,Score
1,HARVARD UNIVERSITY,25424
2,STANFORD UNIVERSITY,12849
3,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,12537
4,"UNIVERSITY OF CALIFORNIA, BERKELEY",12387
5,YALE UNIVERSITY,8913
6,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",8736
7,COLUMBIA UNIVERSITY,8104
8,UNIVERSITY OF OXFORD,7878
9,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",7609
10,CALIFORNIA INSTITUTE OF TECHNOLOGY,7601
11,UNIVERSITY OF WASHINGTON,7152
12,UNIVERSITY OF CAMBRIDGE,7044
13,UNIVERSITY OF CHICAGO,7019
14,UNIVERSITY OF PENNSYLVANIA,6673
15,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",6449
16,UNIVERSITY OF MICHIGAN,6373
17,CORNELL UNIVERSITY,6102
18,JOHNS HOPKINS UNIVERSITY,5859
19,UNIVERSITY OF TOKYO,5840
20,DUKE UNIVERSITY,5747
21,PRINCETON UNIVERSITY,5690
22,NEW YORK UNIVERSITY,5579
23,UNIVERSITY OF TORONTO,5326
24,NORTHWESTERN UNIVERSITY,5239
25,WASHINGTON UNIVERSITY,5222
26,CHINESE ACADEMY OF SCIENCES,4991
27,UNIVERSITY OF MARYLAND,4911
28,UNIVERSITY COLLEGE LONDON,4665
29,"UNIVERSITY OF NORTH CAROLINA, CHAPEL HILL",4564
30,ETH ZURICH,4221
31,UNIVERSITY OF COLORADO,4198
32,"UNIVERSITY OF CALIFORNIA, DAVIS",4194
33,"UNIVERSITY OF ILLINOIS, URBANA-CHAMPAIGN",4181
34,UNIVERSITY OF WISCONSIN,4129
35,"UNIVERSITY OF MINNESOTA, TWIN CITIES",3938
36,UNIVERSITY OF BRITISH COLUMBIA,3917
37,IMPERIAL COLLEGE LONDON,3843
38,"UNIVERSITY OF TEXAS, AUSTIN",3693
39,PENNSYLVANIA STATE UNIVERSITY,3656
40,UNIVERSITY OF COPENHAGEN,3505
41,OHIO STATE UNIVERSITY,3368
42,UNIVERSITY OF ARIZONA,3290
43,KYOTO UNIVERSITY,3266
44,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",3205
45,"UNIVERSITY OF CALIFORNIA, IRVINE",3180
46,UNIVERSITY OF EDINBURGH,3072
47,BOSTON UNIVERSITY,3030
48,UNIVERSITY OF MUNICH,2887
49,UNIVERSITY OF PARIS VII,2874
50,UNIVERSITY OF ZURICH,2834
51,UNIVERSITY OF PARIS VI,2756
52,UNIVERSITY OF MASSACHUSETTS,2707
53,UNIVERSITY OF SOUTHERN CALIFORNIA,2688
54,TEXAS A&M UNIVERSITY,2597
55,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",2585
56,MCGILL UNIVERSITY,2529
57,OSAKA UNIVERSITY,2483
58,RUTGERS STATE UNIVERSITY,2452
59,UNIVERSITY OF BRISTOL,2446
60,UNIVERSITY OF MELBOURNE,2411
61,BROWN UNIVERSITY,2370
62,VANDERBILT UNIVERSITY,2363
63,STOCKHOLM UNIVERSITY,2261
64,ARIZONA STATE UNIVERSITY,2242
65,INDIANA UNIVERSITY,2229
66,UNIVERSITY OF FLORIDA,2226
67,PURDUE UNIVERSITY,2185
68,UNIVERSITY OF VIRGINIA,2182
69,UNIVERSITY OF UTAH,2162
70,UPPSALA UNIVERSITY,2157
71,EMORY UNIVERSITY,2144
72,UNIVERSITY OF PITTSBURGH,2143
73,AARHUS UNIVERSITY,2059
74,UNIVERSITY OF MANCHESTER,2018
75,MICHIGAN STATE UNIVERSITY,1963
76,UNIVERSITY OF AMSTERDAM,1893
77,UNIVERSITY OF ROCHESTER,1874
78,UNIVERSITY OF HAWAII,1872
79,NATIONAL UNIVERSITY OF SINGAPORE,1871
80,UNIVERSITY OF BONN,1867
81,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,1864
82,HEIDELBERG UNIVERSITY,1858
83,TECHNICAL UNIVERSITY OF MUNICH,1840
84,UNIVERSITY OF QUEENSLAND,1814
85,UNIVERSITY OF GENEVA,1796
86,UNIVERSITY OF IOWA,1741
87,TSINGHUA UNIVERSITY,1733
88,"UNIVERSITY OF CALIFORNIA, RIVERSIDE",1714
89,HEBREW UNIVERSITY OF JERUSALEM,1687
90,UNIVERSITY OF LAUSANNE,1674
91,PEKING UNIVERSITY,1656
92,UNIVERSITY OF UTRECHT,1621
93,LEIDEN UNIVERSITY,1614
94,UNIVERSITY OF HELSINKI,1591
95,UNIVERSITY OF ALBERTA,1578
96,"SUNY, STONY BROOK",1575
97,RICE UNIVERSITY,1575
98,MONASH UNIVERSITY,1559
99,POMPEU FABRA UNIVERSITY,1543
100,AUSTRALIAN NATIONAL UNIVERSITY,1519
101,UNIVERSITY OF PARIS XI,1518
102,TEL AVIV UNIVERSITY,1517
103,UNIVERSITY OF GEORGIA,1506
104,UNIVERSITY OF LYON,1487
105,IOWA STATE UNIVERSITY,1448
106,GEORGIA INSTITUTE OF TECHNOLOGY,1440
107,UNIVERSITY OF VIENNA,1431
108,UNIVERSITY OF PADUA,1416
109,UNIVERSITY OF BERN,1411
110,UNIVERSITY OF TOULOUSE / TOULOUSE SCHOOL OF ECONOMICS,1402
111,UNIVERSITY OF SYDNEY,1394
112,CARNEGIE MELLON UNIVERSITY,1375
113,UNIVERSITY OF SOUTHAMPTON,1366
114,UNIVERSITY OF FREIBURG,1361
115,UNIVERSITY OF OSLO,1351
116,CASE WESTERN RESERVE UNIVERSITY,1345
117,UNIVERSITY OF MIAMI,1341
118,SEOUL NATIONAL UNIVERSITY,1340
119,GOETHE UNIVERSITY FRANKFURT,1338
120,UNIVERSITY OF GRONINGEN,1318
121,UNIVERSITY OF NEW SOUTH WALES,1313
122,KATHOLIEKE UNIVERSITEIT LEUVEN,1304
123,UNIVERSITY OF MONTREAL,1294
124,UNIVERSITY OF NOTTINGHAM,1284
125,"UNIVERSITY OF TENNESSEE, KNOXVILLE",1262
126,VRIJE UNIVERSITEIT AMSTERDAM,1243
127,TOHOKU UNIVERSITY,1228
128,RADBOUD UNIVERSITY NIJMEGEN,1214
129,"UNIVERSITY OF MISSOURI, COLUMBIA",1213
130,UNIVERSITY OF PARIS V,1210
131,UNIVERSITY OF WARWICK,1207
132,UNIVERSITY OF TUBINGEN,1205
133,UNIVERSITY OF BASEL,1203
134,UNIVERSITY OF GOTTINGEN,1202
135,OREGON STATE UNIVERSITY,1197
136,"KINGS COLLEGE, LONDON",1189
137,UNIVERSITY OF GLASGOW,1176
138,UNIVERSITY OF LEICESTER,1167
139,UNIVERSITY OF LEEDS,1161
140,UNIVERSITY OF SHEFFIELD,1159
141,UNIVERSITY OF KANSAS,1148
142,UNIVERSITY OF COLOGNE,1144
143,GHENT UNIVERSITY,1133
144,UNIVERSITY OF GRENOBLE 1,1120
145,UNIVERSITY OF STRASBOURG,1107
146,NAGOYA UNIVERSITY,1104
147,HUMBOLDT UNIVERSITY OF BERLIN,1082
148,UNIVERSITY OF HONG KONG,1081
149,NORTH CAROLINA STATE UNIVERSITY,1074
150,LUND UNIVERSITY,1073
151,WAGENINGEN UNIVERSITY,1068
152,TUFTS UNIVERSITY,1061
153,CARDIFF UNIVERSITY,1057
154,DARTMOUTH COLLEGE,1049
155,UNIVERSITY OF ALABAMA,1040
156,FLORIDA STATE UNIVERSITY,1038
157,UNIVERSITY OF NOTRE DAME,1022
158,AIX MARSEILLE UNIVERSITY,1003
159,UNIVERSITY OF YORK,998
160,UNIVERSITY OF LONDON,992
161,UNIVERSITY OF GOTHENBURG,983
162,UNIVERSITY OF EXETER,964
163,UNIVERSITY OF HAMBURG,952
164,UNIVERSITY OF BIRMINGHAM,950
165,FREE UNIVERSITY BERLIN,935
166,BOSTON COLLEGE,933
167,TILBURG UNIVERSITY,927
168,TOKYO INSTITUTE OF TECHNOLOGY,919
169,HOKKAIDO UNIVERSITY,905
170,UNIVERSITY OF OREGON,896
171,UNIVERSITE LIBRE DE BRUXELLES,893
172,UNIVERSITY OF LIVERPOOL,893
173,UNIVERSITY OF HOUSTON,892
174,"UNIVERSITY OF ROME, TOR VERGATA",891
175,UNIVERSITY OF MONTPELLIER 2,890
176,UNIVERSITY OF KIEL,889
177,KYUSHU UNIVERSITY,878
178,BRANDEIS UNIVERSITY,877
179,UNIVERSITY OF WESTERN AUSTRALIA,876
180,MCMASTER UNIVERSITY,865
181,UNIVERSITY OF MAINZ,864
182,UNIVERSITY OF EAST ANGLIA,853
183,UNIVERSITY OF CALGARY,839
184,UNIVERSITY OF NEW MEXICO,837
185,UNIVERSITY OF BARCELONA,830
186,UNIVERSITY OF WURZBURG,829
187,UNIVERSITY OF CINCINNATI,823
188,SIMON FRASER UNIVERSITY,818
189,COLORADO STATE UNIVERSITY,814
190,UNIVERSITY AUTONOMA BARCELONA,813
191,UNIVERSITE CATHOLIQUE DE LOUVAIN,804
192,"UNIVERSITY OF ROME, LA SAPIENZA",795
193,NATIONAL TAIWAN UNIVERSITY,787
194,GEORGETOWN UNIVERSITY,784
195,LOUISIANA STATE UNIVERSITY,784
196,UNIVERSITY OF WESTERN ONTARIO,784
197,UNIVERSITY OF ADELAIDE,783
198,UNIVERSITY OF ERLANGEN-NURNBERG,781
199,NEWCASTLE UNIVERSITY,778
200,UNIVERSITY OF CONNECTICUT,777
201,HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,776
202,UNIVERSITY OF ST ANDREWS,762
203,TECHNICAL UNIVERSITY OF DENMARK,759
204,SHANGHAI JIAO TONG UNIVERSITY,758
205,UNIVERSITY OF INNSBRUCK,746
206,TRINITY COLLEGE DUBLIN,743
207,TECHNION ISRAEL,731
208,UNIVERSITY DE LA MEDITERRANEE AIX-MARSEILLE 2,728
209,UNIVERSITY OF SAO PAULO,724
210,UNIVERSITY OF MILAN,723
211,UNIVERSITY OF KENTUCKY,719
212,UNIVERSITY OF DUSSELDORF,717
213,RUHR UNIVERSITY BOCHUM,715
214,MUNSTER UNIVERSITY,714
215,UNIVERSITY OF BERGEN,711
216,UNIVERSITY OF LIEGE,700
217,"UNIVERSITY OF NEBRASKA, LINCOLN",699
218,FUDAN UNIVERSITY,697
219,NORTHEASTERN UNIVERSITY,695
220,JAMES COOK UNIVERSITY,695
221,UNIVERSITY OF DURHAM,695
222,UNIVERSITY OF DUNDEE,694
223,UNIVERSITY COLLEGE DUBLIN,692
224,"UNIVERSITY OF WISCONSIN, MADISON",684
225,WASHINGTON STATE UNIVERSITY,682
226,UNIVERSITE BORDEAUX,682
227,ERASMUS UNIVERSITY ROTTERDAM,680
228,GEORGE WASHINGTON UNIVERSITY,673
229,UNIVERSITY OF BOLOGNA,671
230,UNIVERSITY OF OTTAWA,671
231,GEORGE MASON UNIVERSITY,669
232,KEIO UNIVERSITY,668
233,LONDON BUSINESS SCHOOL,667
234,UNIVERSITY NACIONAL AUTONOMA MEXICO,667
235,UNIVERSITY OF ABERDEEN,658
236,TECHNICAL UNIVERSITY OF DRESDEN,653
237,HIROSHIMA UNIVERSITY,653
238,NANYANG TECHNOLOGICAL UNIVERSITY,649
239,UNIVERSITY OF REGENSBURG,648
240,DELFT UNIVERSITY OF TECHNOLOGY,640
241,UNIVERSITY OF DELAWARE,638
242,UNIVERSITY OF TRIESTE,628
243,QUEENS UNIVERSITY,626
244,UNIVERSITY OF MEDICINE DENTISTRY NEW JERSEY,625
245,SAN DIEGO STATE UNIVERSITY,622
246,"CHARLES UNIVERSITY, PRAGUE",621
247,KOBE UNIVERSITY,620
248,ZHEJIANG UNIVERSITY,617
249,VIRGINIA COMMONWEALTH UNIVERSITY,614
250,UNIVERSITY OF AUCKLAND,613
251,UMEA UNIVERSITY,612
252,UNIVERSITY OF OKLAHOMA,612
253,UNIVERSITY OF WITWATERSRAND,610
254,LOMONOSOV MOSCOW STATE UNIVERSITY,609
255,UNIVERSITY OF TOULOUSE 3,604
256,UNIVERSITY OF TSUKUBA,604
257,"UNIVERSITY OF TEXAS, DALLAS",603
258,PONTIFICIAL CATHOLIC UNIVERSITY OF CHILE,602
259,KOREA ADVANCED INSTITUTE OF SCIENCE TECHNOLOGY,600
260,UNIVERSITY OF TURIN,598
261,UNIVERSITY OF TASMANIA,590
262,GEORGIA STATE UNIVERSITY,589
263,BOCCONI UNIVERSITY,587
264,"QUEEN MARY, UNIVERSITY OF LONDON",583
265,UNIVERSITY OF MARBURG,579
266,YORK UNIVERSITY,578
267,VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY,575
268,UNIVERSITY OF NICE,571
269,UNIVERSITY OF WATERLOO,568
270,UNIVERSITY AUTONOMA MADRID,563
271,MAASTRICHT UNIVERSITY,557
272,DALHOUSIE UNIVERSITY,556
273,CHINESE UNIVERSITY OF HONG KONG,553
274,UNIVERSITY OF ICELAND,545
275,UNIVERSITY OF FLORENCE,543
276,UNIVERSITY OF POTSDAM,540
277,UNIVERSITY OF SUSSEX,534
278,SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES,532
279,UNIVERSITY OF SOUTHERN DENMARK,525
280,UNIVERSITY OF GUELPH,524
281,UNIVERSITY OF WYOMING,520
282,UNIVERSITY OF JENA,511
283,PARIS SCHOOL OF ECONOMICS,510
284,SUNGKYUNKWAN UNIVERSITY,508
285,UNIVERSITY OF NAPLES FEDERICO 2,503
286,KANSAS STATE UNIVERSITY,490
287,UNIVERSITY OF KONSTANZ,489
288,UNIVERSITY OF NEW HAMPSHIRE,488
289,UNIVERSITY OF PERUGIA,487
290,UNIVERSITY OF SOUTH FLORIDA,485
291,UNIVERSITY OF BARI,485
292,UNIVERSITY OF MONTANA,485
293,UNIVERSITY OF LEIPZIG,479
294,"SUNY, BUFFALO",478
295,YONSEI UNIVERSITY,476
296,UNIVERSITY OF BAYREUTH,475
