Rank,University,Score
1,HARVARD UNIVERSITY,39663
2,STANFORD UNIVERSITY,27539
3,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,24796
4,"UNIVERSITY OF CALIFORNIA, BERKELEY",23745
5,UNIVERSITY OF OXFORD,16633
6,UNIVERSITY OF CAMBRIDGE,16597
7,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",16375
8,COLUMBIA UNIVERSITY,16192
9,CALIFORNIA INSTITUTE OF TECHNOLOGY,15052
10,CHINESE ACADEMY OF SCIENCES,14801
11,YALE UNIVERSITY,14262
12,UNIVERSITY OF WASHINGTON,14154
13,UNIVERSITY OF CHICAGO,12280
14,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",12009
15,UNIVERSITY OF MICHIGAN,11969
16,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",11856
17,UNIVERSITY OF PENNSYLVANIA,11572
18,PRINCETON UNIVERSITY,11177
19,JOHNS HOPKINS UNIVERSITY,10769
20,ETH ZURICH,10319
21,CORNELL UNIVERSITY,10239
22,UNIVERSITY OF TOKYO,9946
23,UNIVERSITY COLLEGE LONDON,9938
24,UNIVERSITY OF MARYLAND,9795
25,UNIVERSITY OF TORONTO,9328
26,NEW YORK UNIVERSITY,9178
27,WASHINGTON UNIVERSITY,9112
28,UNIVERSITY OF COPENHAGEN,8992
29,UNIVERSITY OF COLORADO,8542
30,DUKE UNIVERSITY,8324
31,IMPERIAL COLLEGE LONDON,8022
32,UNIVERSITY OF WISCONSIN,7843
33,"UNIVERSITY OF ILLINOIS, URBANA-CHAMPAIGN",7762
34,"UNIVERSITY OF MINNESOTA, TWIN CITIES",7661
35,"UNIVERSITY OF CALIFORNIA, DAVIS",7431
36,"UNIVERSITY OF NORTH CAROLINA, CHAPEL HILL",7275
37,"UNIVERSITY OF TEXAS, AUSTIN",7016
38,NORTHWESTERN UNIVERSITY,6976
39,UNIVERSITY OF EDINBURGH,6762
40,PENNSYLVANIA STATE UNIVERSITY,6569
41,TSINGHUA UNIVERSITY,6369
42,UNIVERSITY OF ARIZONA,6004
43,UNIVERSITY OF MUNICH,5953
44,UNIVERSITY OF BRITISH COLUMBIA,5932
45,KYOTO UNIVERSITY,5813
46,PEKING UNIVERSITY,5646
47,UNIVERSITY OF QUEENSLAND,5459
48,UNIVERSITY OF MASSACHUSETTS,5379
49,UNIVERSITY OF PARIS VI,5370
50,UNIVERSITY OF ZURICH,5314
51,UNIVERSITY OF MELBOURNE,5288
52,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",5215
53,MCGILL UNIVERSITY,5206
54,OHIO STATE UNIVERSITY,5128
55,BOSTON UNIVERSITY,5031
56,"UNIVERSITY OF CALIFORNIA, IRVINE",5001
57,UNIVERSITY OF PARIS VII,4780
58,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",4776
59,RUTGERS STATE UNIVERSITY,4724
60,UPPSALA UNIVERSITY,4716
61,UNIVERSITY OF MANCHESTER,4710
62,STOCKHOLM UNIVERSITY,4671
63,HEIDELBERG UNIVERSITY,4642
64,TECHNICAL UNIVERSITY OF MUNICH,4612
65,NATIONAL UNIVERSITY OF SINGAPORE,4607
66,VANDERBILT UNIVERSITY,4577
67,UNIVERSITY OF UTAH,4260
68,UNIVERSITY OF AMSTERDAM,4226
69,UNIVERSITY OF HAWAII,4223
70,EMORY UNIVERSITY,4218
71,AUSTRALIAN NATIONAL UNIVERSITY,4210
72,UNIVERSITY OF BRISTOL,4209
73,TEXAS A&M UNIVERSITY,4171
74,AARHUS UNIVERSITY,4123
75,ARIZONA STATE UNIVERSITY,4115
76,UNIVERSITY OF PITTSBURGH,4103
77,PURDUE UNIVERSITY,3958
78,UNIVERSITY OF BASEL,3912
79,UNIVERSITY OF SOUTHERN CALIFORNIA,3871
80,UNIVERSITY OF HELSINKI,3803
81,AIX MARSEILLE UNIVERSITY,3767
82,UNIVERSITY OF SOUTHAMPTON,3755
83,UNIVERSITY OF BERN,3737
84,"KINGS COLLEGE, LONDON",3685
85,INDIANA UNIVERSITY,3642
86,RADBOUD UNIVERSITY NIJMEGEN,3602
87,UNIVERSITY OF UTRECHT,3594
88,KATHOLIEKE UNIVERSITEIT LEUVEN,3594
89,LEIDEN UNIVERSITY,3543
90,UNIVERSITY OF SYDNEY,3530
91,UNIVERSITY OF GENEVA,3523
92,MICHIGAN STATE UNIVERSITY,3520
93,"SUNY, STONY BROOK",3513
94,OSAKA UNIVERSITY,3508
95,GEORGIA INSTITUTE OF TECHNOLOGY,3501
96,UNIVERSITY OF VIRGINIA,3490
97,BROWN UNIVERSITY,3489
98,UNIVERSITY OF FLORIDA,3469
99,MONASH UNIVERSITY,3367
100,UNIVERSITY OF BONN,3211
101,POMPEU FABRA UNIVERSITY,3157
102,LUND UNIVERSITY,3147
103,HEBREW UNIVERSITY OF JERUSALEM,3130
104,UNIVERSITY OF LYON,3104
105,UNIVERSITY OF GRENOBLE ALPES,3081
106,UNIVERSITY OF GRONINGEN,3073
107,TEL AVIV UNIVERSITY,3051
108,UNIVERSITY OF VIENNA,2974
109,UNIVERSITY OF COLOGNE,2962
110,UNIVERSITY OF PARIS XI,2961
111,VRIJE UNIVERSITEIT AMSTERDAM,2897
112,OREGON STATE UNIVERSITY,2860
113,UNIVERSITY OF TUBINGEN,2834
114,UNIVERSITY OF LIVERPOOL,2746
115,UNIVERSITY OF GEORGIA,2742
116,UNIVERSITY OF LEEDS,2717
117,RICE UNIVERSITY,2712
118,"UNIVERSITY OF TENNESSEE, KNOXVILLE",2707
119,UNIVERSITY OF OSLO,2689
120,UNIVERSITY OF GLASGOW,2660
121,UNIVERSITY OF WARWICK,2624
122,UNIVERSITY OF EXETER,2603
123,"UNIVERSITY OF CALIFORNIA, RIVERSIDE",2601
124,UNIVERSITY OF WESTERN AUSTRALIA,2559
125,UNIVERSITY OF GOTTINGEN,2556
126,NAGOYA UNIVERSITY,2555
127,UNIVERSITY OF IOWA,2548
128,CARNEGIE MELLON UNIVERSITY,2543
129,UNIVERSITY OF LAUSANNE,2534
130,GHENT UNIVERSITY,2520
131,UNIVERSITY OF ROCHESTER,2494
132,TECHNICAL UNIVERSITY OF DENMARK,2485
133,UNIVERSITY OF FREIBURG,2483
134,UNIVERSITY OF MONTREAL,2471
135,WAGENINGEN UNIVERSITY,2440
136,NANYANG TECHNOLOGICAL UNIVERSITY,2434
137,TOHOKU UNIVERSITY,2406
138,GOETHE UNIVERSITY FRANKFURT,2390
139,UNIVERSITY OF LEICESTER,2378
