Rank,University,Score
1,HARVARD UNIVERSITY,44440
2,STANFORD UNIVERSITY,25231
3,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,23705
4,"UNIVERSITY OF CALIFORNIA, BERKELEY",23563
5,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",17123
6,UNIVERSITY OF CAMBRIDGE,15773
7,UNIVERSITY OF OXFORD,15729
8,YALE UNIVERSITY,15196
9,CALIFORNIA INSTITUTE OF TECHNOLOGY,14662
10,COLUMBIA UNIVERSITY,14194
11,UNIVERSITY OF WASHINGTON,13819
12,CHINESE ACADEMY OF SCIENCES,13131
13,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",12301
14,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",12110
15,UNIVERSITY OF MICHIGAN,11701
16,UNIVERSITY OF CHICAGO,11339
17,UNIVERSITY OF PENNSYLVANIA,10612
18,JOHNS HOPKINS UNIVERSITY,10547
19,PRINCETON UNIVERSITY,10523
20,CORNELL UNIVERSITY,10011
21,ETH ZURICH,9981
22,UNIVERSITY COLLEGE LONDON,9666
23,UNIVERSITY OF TOKYO,9576
24,UNIVERSITY OF TORONTO,9490
25,UNIVERSITY OF MARYLAND,9483
26,WASHINGTON UNIVERSITY,9466
27,DUKE UNIVERSITY,8820
28,UNIVERSITY OF COLORADO,8470
29,NEW YORK UNIVERSITY,8287
30,UNIVERSITY OF COPENHAGEN,8265
31,UNIVERSITY OF WISCONSIN,8052
32,IMPERIAL COLLEGE LONDON,7852
33,"UNIVERSITY OF MINNESOTA, TWIN CITIES",7654
34,"UNIVERSITY OF ILLINOIS, URBANA-CHAMPAIGN",7482
35,"UNIVERSITY OF NORTH CAROLINA, CHAPEL HILL",7433
36,"UNIVERSITY OF CALIFORNIA, DAVIS",7286
37,"UNIVERSITY OF TEXAS, AUSTIN",6894
38,NORTHWESTERN UNIVERSITY,6842
39,UNIVERSITY OF EDINBURGH,6470
40,UNIVERSITY OF BRITISH COLUMBIA,6271
41,PENNSYLVANIA STATE UNIVERSITY,6241
42,UNIVERSITY OF MUNICH,6132
43,UNIVERSITY OF ARIZONA,6097
44,KYOTO UNIVERSITY,5918
45,UNIVERSITY OF MASSACHUSETTS,5615
46,UNIVERSITY OF PARIS VI,5518
47,MCGILL UNIVERSITY,5510
48,BOSTON UNIVERSITY,5434
49,TSINGHUA UNIVERSITY,5388
50,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",5388
51,"UNIVERSITY OF CALIFORNIA, IRVINE",5181
52,UNIVERSITY OF PARIS VII,5095
53,OHIO STATE UNIVERSITY,5065
54,UNIVERSITY OF MELBOURNE,5035
55,UNIVERSITY OF QUEENSLAND,4989
56,UNIVERSITY OF ZURICH,4916
57,UNIVERSITY OF SOUTHERN CALIFORNIA,4890
58,PEKING UNIVERSITY,4797
59,UNIVERSITY OF BRISTOL,4753
60,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",4676
61,HEIDELBERG UNIVERSITY,4524
62,RUTGERS STATE UNIVERSITY,4513
63,UPPSALA UNIVERSITY,4493
64,UNIVERSITY OF MANCHESTER,4397
65,VANDERBILT UNIVERSITY,4392
66,STOCKHOLM UNIVERSITY,4325
67,UNIVERSITY OF HAWAII,4300
68,TECHNICAL UNIVERSITY OF MUNICH,4249
69,UNIVERSITY OF UTAH,4167
70,UNIVERSITY OF PITTSBURGH,4134
71,UNIVERSITY OF AMSTERDAM,4127
72,NATIONAL UNIVERSITY OF SINGAPORE,4119
73,AARHUS UNIVERSITY,4106
74,PURDUE UNIVERSITY,4105
75,EMORY UNIVERSITY,4032
76,OSAKA UNIVERSITY,3946
77,AUSTRALIAN NATIONAL UNIVERSITY,3933
78,UNIVERSITY OF HELSINKI,3928
79,TEXAS A&M UNIVERSITY,3888
80,ARIZONA STATE UNIVERSITY,3880
81,AIX MARSEILLE UNIVERSITY,3848
82,UNIVERSITY OF BERN,3772
83,UNIVERSITY OF FLORIDA,3692
84,UNIVERSITY OF VIRGINIA,3663
85,UNIVERSITY OF UTRECHT,3654
86,BROWN UNIVERSITY,3595
87,MICHIGAN STATE UNIVERSITY,3589
88,LEIDEN UNIVERSITY,3563
89,UNIVERSITY OF LYON,3541
90,"SUNY, STONY BROOK",3507
91,UNIVERSITY OF BASEL,3488
92,UNIVERSITY OF GENEVA,3484
93,"KINGS COLLEGE, LONDON",3419
94,RADBOUD UNIVERSITY NIJMEGEN,3395
95,KATHOLIEKE UNIVERSITEIT LEUVEN,3387
96,UNIVERSITY OF BONN,3375
97,MONASH UNIVERSITY,3338
98,INDIANA UNIVERSITY,3307
99,UNIVERSITY OF GRONINGEN,3268
100,UNIVERSITY OF SYDNEY,3260
101,UNIVERSITY OF SOUTHAMPTON,3167
102,GEORGIA INSTITUTE OF TECHNOLOGY,3105
103,UNIVERSITY OF VIENNA,3065
104,POMPEU FABRA UNIVERSITY,2957
105,UNIVERSITY OF COLOGNE,2903
106,UNIVERSITY OF PARIS XI,2898
107,LUND UNIVERSITY,2866
108,HEBREW UNIVERSITY OF JERUSALEM,2864
109,"UNIVERSITY OF TENNESSEE, KNOXVILLE",2804
110,TEL AVIV UNIVERSITY,2755
111,"UNIVERSITY OF CALIFORNIA, RIVERSIDE",2733
112,VRIJE UNIVERSITEIT AMSTERDAM,2712
113,UNIVERSITY OF GOTTINGEN,2668
114,UNIVERSITY OF IOWA,2664
115,UNIVERSITY OF LAUSANNE,2660
116,UNIVERSITY OF OSLO,2654
117,RICE UNIVERSITY,2641
118,UNIVERSITY OF NEW SOUTH WALES,2632
119,UNIVERSITY OF GEORGIA,2602
