Rank,University,Score
1,HARVARD UNIVERSITY,44856
2,STANFORD UNIVERSITY,22159
3,"UNIVERSITY OF CALIFORNIA, BERKELEY",21515
4,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,21495
5,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",15753
6,YALE UNIVERSITY,15261
7,UNIVERSITY OF OXFORD,14188
8,CALIFORNIA INSTITUTE OF TECHNOLOGY,14090
9,UNIVERSITY OF CAMBRIDGE,13896
10,UNIVERSITY OF WASHINGTON,13430
11,COLUMBIA UNIVERSITY,12947
12,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",12699
13,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",12652
14,UNIVERSITY OF MICHIGAN,10811
15,CHINESE ACADEMY OF SCIENCES,10722
16,JOHNS HOPKINS UNIVERSITY,10497
17,UNIVERSITY OF TOKYO,10358
18,CORNELL UNIVERSITY,10342
19,UNIVERSITY OF CHICAGO,10257
20,UNIVERSITY OF PENNSYLVANIA,9703
21,WASHINGTON UNIVERSITY,9537
22,DUKE UNIVERSITY,9141
23,UNIVERSITY OF TORONTO,9067
24,PRINCETON UNIVERSITY,9036
25,UNIVERSITY COLLEGE LONDON,8646
26,UNIVERSITY OF MARYLAND,8413
27,ETH ZURICH,8141
28,NEW YORK UNIVERSITY,8060
29,UNIVERSITY OF COLORADO,8032
30,UNIVERSITY OF COPENHAGEN,7496
31,UNIVERSITY OF WISCONSIN,7495
32,"UNIVERSITY OF ILLINOIS, URBANA-CHAMPAIGN",7311
33,"UNIVERSITY OF CALIFORNIA, DAVIS",7280
34,"UNIVERSITY OF NORTH CAROLINA, CHAPEL HILL",7231
35,IMPERIAL COLLEGE LONDON,7224
36,NORTHWESTERN UNIVERSITY,7107
37,"UNIVERSITY OF MINNESOTA, TWIN CITIES",6966
38,UNIVERSITY OF BRITISH COLUMBIA,6952
39,"UNIVERSITY OF TEXAS, AUSTIN",6849
40,KYOTO UNIVERSITY,6213
41,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",6204
42,PENNSYLVANIA STATE UNIVERSITY,6119
43,UNIVERSITY OF EDINBURGH,6003
44,UNIVERSITY OF ARIZONA,5775
45,"UNIVERSITY OF CALIFORNIA, IRVINE",5425
46,OHIO STATE UNIVERSITY,5348
47,UNIVERSITY OF PARIS VII,5324
48,BOSTON UNIVERSITY,5299
49,UNIVERSITY OF PARIS VI,5237
50,MCGILL UNIVERSITY,5016
51,UNIVERSITY OF MUNICH,5011
