Rank,University,Score
1,HARVARD UNIVERSITY,41114
2,"UNIVERSITY OF CALIFORNIA, BERKELEY",19426
3,STANFORD UNIVERSITY,19062
4,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,18302
5,YALE UNIVERSITY,14086
6,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",13931
7,CALIFORNIA INSTITUTE OF TECHNOLOGY,13238
8,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",12376
9,UNIVERSITY OF OXFORD,12131
10,UNIVERSITY OF WASHINGTON,12113
11,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",11310
12,UNIVERSITY OF CAMBRIDGE,11274
13,COLUMBIA UNIVERSITY,10527
14,JOHNS HOPKINS UNIVERSITY,10465
15,UNIVERSITY OF TOKYO,10190
16,CORNELL UNIVERSITY,9650
17,UNIVERSITY OF PENNSYLVANIA,9313
18,UNIVERSITY OF MICHIGAN,9030
19,UNIVERSITY OF CHICAGO,8916
20,WASHINGTON UNIVERSITY,8916
21,DUKE UNIVERSITY,8715
22,PRINCETON UNIVERSITY,7869
23,UNIVERSITY OF MARYLAND,7852
24,UNIVERSITY OF TORONTO,7802
25,CHINESE ACADEMY OF SCIENCES,7590
26,UNIVERSITY COLLEGE LONDON,7525
27,"UNIVERSITY OF ILLINOIS, URBANA-CHAMPAIGN",7274
28,UNIVERSITY OF WISCONSIN,7232
29,NEW YORK UNIVERSITY,7089
30,IMPERIAL COLLEGE LONDON,6873
31,NORTHWESTERN UNIVERSITY,6866
32,ETH ZURICH,6733
33,UNIVERSITY OF COLORADO,6697
34,"UNIVERSITY OF CALIFORNIA, DAVIS",6432
35,"UNIVERSITY OF NORTH CAROLINA, CHAPEL HILL",6365
36,PENNSYLVANIA STATE UNIVERSITY,6052
37,"UNIVERSITY OF MINNESOTA, TWIN CITIES",5918
38,UNIVERSITY OF BRITISH COLUMBIA,5853
39,UNIVERSITY OF ARIZONA,5714
40,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",5507
41,KYOTO UNIVERSITY,5440
42,UNIVERSITY OF EDINBURGH,5322
43,"UNIVERSITY OF TEXAS, AUSTIN",5247
44,UNIVERSITY OF COPENHAGEN,5200
45,OHIO STATE UNIVERSITY,5110
46,"UNIVERSITY OF CALIFORNIA, IRVINE",5101
47,UNIVERSITY OF PARIS VI,4723
48,OSAKA UNIVERSITY,4661
49,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",4646
50,UNIVERSITY OF MASSACHUSETTS,4503
51,UNIVERSITY OF PARIS VII,4477
52,UNIVERSITY OF MUNICH,4287
53,BOSTON UNIVERSITY,4245
54,UNIVERSITY OF ZURICH,4124
55,MCGILL UNIVERSITY,4083
56,UNIVERSITY OF BRISTOL,4057
57,RUTGERS STATE UNIVERSITY,3908
58,UNIVERSITY OF SOUTHERN CALIFORNIA,3907
59,UNIVERSITY OF FLORIDA,3802
60,BROWN UNIVERSITY,3668
