Rank,University,Score
1,HARVARD UNIVERSITY,35494
2,"UNIVERSITY OF CALIFORNIA, BERKELEY",17027
3,STANFORD UNIVERSITY,16385
4,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,16003
5,CALIFORNIA INSTITUTE OF TECHNOLOGY,12271
6,YALE UNIVERSITY,11735
7,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",11205
8,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",11079
9,UNIVERSITY OF WASHINGTON,10741
10,UNIVERSITY OF TOKYO,9828
11,UNIVERSITY OF OXFORD,9642
12,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",9430
13,COLUMBIA UNIVERSITY,9384
14,UNIVERSITY OF CAMBRIDGE,9382
15,UNIVERSITY OF PENNSYLVANIA,8780
16,JOHNS HOPKINS UNIVERSITY,8738
17,CORNELL UNIVERSITY,8439
18,UNIVERSITY OF CHICAGO,8300
19,UNIVERSITY OF MICHIGAN,8075
20,WASHINGTON UNIVERSITY,7893
21,UNIVERSITY COLLEGE LONDON,7061
22,DUKE UNIVERSITY,7006
23,UNIVERSITY OF TORONTO,6889
24,UNIVERSITY OF MARYLAND,6737
25,"UNIVERSITY OF ILLINOIS, URBANA-CHAMPAIGN",6677
26,UNIVERSITY OF WISCONSIN,6476
27,PRINCETON UNIVERSITY,6422
28,NEW YORK UNIVERSITY,6357
29,UNIVERSITY OF COLORADO,6190
30,IMPERIAL COLLEGE LONDON,5883
31,PENNSYLVANIA STATE UNIVERSITY,5760
32,NORTHWESTERN UNIVERSITY,5742
33,"UNIVERSITY OF CALIFORNIA, DAVIS",5681
34,CHINESE ACADEMY OF SCIENCES,5651
35,"UNIVERSITY OF NORTH CAROLINA, CHAPEL HILL",5593
36,UNIVERSITY OF ARIZONA,5573
37,ETH ZURICH,5286
38,"UNIVERSITY OF MINNESOTA, TWIN CITIES",4985
39,UNIVERSITY OF BRITISH COLUMBIA,4837
40,KYOTO UNIVERSITY,4640
41,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",4339
42,UNIVERSITY OF EDINBURGH,4251
43,OHIO STATE UNIVERSITY,4177
44,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",4122
45,OSAKA UNIVERSITY,4038
46,UNIVERSITY OF MASSACHUSETTS,4008
47,UNIVERSITY OF PARIS VI,3960
48,"UNIVERSITY OF CALIFORNIA, IRVINE",3900
49,UNIVERSITY OF TEXAS,3883
50,BOSTON UNIVERSITY,3580
51,RUTGERS STATE UNIVERSITY,3539
52,UNIVERSITY OF MUNICH,3481
53,UNIVERSITY OF ZURICH,3438
54,UNIVERSITY OF COPENHAGEN,3425
55,UNIVERSITY OF SOUTHERN CALIFORNIA,3424
56,UNIVERSITY OF HAWAII,3282
57,UNIVERSITY OF UTAH,3241
58,BROWN UNIVERSITY,3200
59,EMORY UNIVERSITY,3133
60,TEXAS A&M UNIVERSITY,3094
61,MCGILL UNIVERSITY,3087
62,ARIZONA STATE UNIVERSITY,3055
63,VANDERBILT UNIVERSITY,3048
64,UNIVERSITY OF BRISTOL,2978
65,UNIVERSITY OF VIRGINIA,2961
66,UNIVERSITY OF MANCHESTER,2938
67,UNIVERSITY OF PITTSBURGH,2922
68,"UNIVERSITY OF TEXAS, AUSTIN",2889
69,INDIANA UNIVERSITY,2870
70,UNIVERSITY OF FLORIDA,2808
71,UNIVERSITY OF MELBOURNE,2793
72,PURDUE UNIVERSITY,2789
73,"SUNY, STONY BROOK",2763
74,UNIVERSITY OF PARIS VII,2712
75,UPPSALA UNIVERSITY,2702
76,UNIVERSITY OF IOWA,2652
77,"UNIVERSITY OF CALIFORNIA, RIVERSIDE",2639
78,UNIVERSITY OF GEORGIA,2594
79,AUSTRALIAN NATIONAL UNIVERSITY,2591
80,STOCKHOLM UNIVERSITY,2560
81,HEIDELBERG UNIVERSITY,2514
82,UNIVERSITY OF UTRECHT,2376
83,HEBREW UNIVERSITY OF JERUSALEM,2351
84,UNIVERSITY OF HELSINKI,2351
85,UNIVERSITY OF QUEENSLAND,2348
86,UNIVERSITY OF GENEVA,2292
87,TEL AVIV UNIVERSITY,2227
88,UNIVERSITY OF LYON,2221
89,MICHIGAN STATE UNIVERSITY,2211
90,UNIVERSITY OF ROCHESTER,2207
91,TECHNICAL UNIVERSITY OF MUNICH,2199
92,AARHUS UNIVERSITY,2182
93,UNIVERSITY OF PARIS XI,2142
94,RICE UNIVERSITY,2129
95,TOHOKU UNIVERSITY,2112
96,CASE WESTERN RESERVE UNIVERSITY,2104
97,LEIDEN UNIVERSITY,2069
98,"UNIVERSITY OF TENNESSEE, KNOXVILLE",2050
99,GEORGIA INSTITUTE OF TECHNOLOGY,2032
100,UNIVERSITY OF ALABAMA,2031
