Rank,University,Score
1,HARVARD UNIVERSITY,33407
2,"UNIVERSITY OF CALIFORNIA, BERKELEY",16244
3,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,14638
4,STANFORD UNIVERSITY,14607
5,CALIFORNIA INSTITUTE OF TECHNOLOGY,13242
6,YALE UNIVERSITY,10928
7,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",10803
8,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",9865
9,CORNELL UNIVERSITY,9831
10,UNIVERSITY OF WASHINGTON,9343
11,UNIVERSITY OF OXFORD,8857
12,JOHNS HOPKINS UNIVERSITY,8856
13,UNIVERSITY OF TOKYO,8849
14,UNIVERSITY OF TEXAS,8670
15,UNIVERSITY OF CAMBRIDGE,8221
16,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",8154
17,COLUMBIA UNIVERSITY,7886
18,UNIVERSITY OF PENNSYLVANIA,7814
19,WASHINGTON UNIVERSITY,7598
20,UNIVERSITY OF CHICAGO,7355
21,UNIVERSITY OF MICHIGAN,6873
22,DUKE UNIVERSITY,6471
23,UNIVERSITY COLLEGE LONDON,6325
24,UNIVERSITY OF WISCONSIN,6261
25,UNIVERSITY OF COLORADO,6109
26,PRINCETON UNIVERSITY,5972
27,"UNIVERSITY OF ILLINOIS, URBANA-CHAMPAIGN",5840
28,UNIVERSITY OF MARYLAND,5825
29,UNIVERSITY OF TORONTO,5529
30,UNIVERSITY OF ARIZONA,5528
31,PENNSYLVANIA STATE UNIVERSITY,5320
32,NEW YORK UNIVERSITY,5263
33,"UNIVERSITY OF CALIFORNIA, DAVIS",5036
34,IMPERIAL COLLEGE LONDON,4833
35,NORTHWESTERN UNIVERSITY,4816
36,"UNIVERSITY OF MINNESOTA, TWIN CITIES",4710
37,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",4423
38,KYOTO UNIVERSITY,4377
39,UNIVERSITY OF BRITISH COLUMBIA,4240
40,CHINESE ACADEMY OF SCIENCES,4215
41,"UNIVERSITY OF NORTH CAROLINA, CHAPEL HILL",4035
42,ETH ZURICH,3961
43,UNIVERSITY OF HAWAII,3843
44,"UNIVERSITY OF CALIFORNIA, IRVINE",3814
45,BOSTON UNIVERSITY,3655
46,UNIVERSITY OF PARIS VI,3563
47,OSAKA UNIVERSITY,3552
48,UNIVERSITY OF MASSACHUSETTS,3501
49,OHIO STATE UNIVERSITY,3405
50,UNIVERSITY OF EDINBURGH,3358
51,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",3290
52,RUTGERS STATE UNIVERSITY,3221
53,UNIVERSITY OF SOUTHERN CALIFORNIA,3191
54,BROWN UNIVERSITY,3166
55,"SUNY, STONY BROOK",3166
56,ARIZONA STATE UNIVERSITY,3120
57,UNIVERSITY OF UTAH,2960
58,TEXAS A&M UNIVERSITY,2955
