Rank,University,Score
1,UNIVERSITY OF CHICAGO,1755
2,HARVARD UNIVERSITY,1696
3,STANFORD UNIVERSITY,1314
4,"UNIVERSITY OF CALIFORNIA, BERKELEY",1286
5,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,1253
6,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,1049
7,UNIVERSITY OF PENNSYLVANIA,987
8,NORTHWESTERN UNIVERSITY,964
9,PRINCETON UNIVERSITY,957
10,NEW YORK UNIVERSITY,953
11,COLUMBIA UNIVERSITY,918
12,YALE UNIVERSITY,783
13,UNIVERSITY OF OXFORD,621
14,DUKE UNIVERSITY,561
15,UNIVERSITY OF MICHIGAN,556
16,UNIVERSITY OF TORONTO,543
17,UNIVERSITY COLLEGE LONDON,529
18,CORNELL UNIVERSITY,508
19,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",506
20,BOCCONI UNIVERSITY,469
21,BOSTON UNIVERSITY,444
22,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",443
23,UNIVERSITY OF WARWICK,442
24,UNIVERSITY OF TOULOUSE / TOULOUSE SCHOOL OF ECONOMICS,407
25,UNIVERSITY OF ZURICH,370
26,POMPEU FABRA UNIVERSITY,343
27,"UNIVERSITY OF ILLINOIS, URBANA-CHAMPAIGN",339
28,UNIVERSITY OF MARYLAND,333
29,"UNIVERSITY OF MINNESOTA, TWIN CITIES",333
30,GEORGETOWN UNIVERSITY,328
31,CARNEGIE MELLON UNIVERSITY,324
32,BARCELONA GRADUATE SCHOOL OF ECONOMICS,320
33,PARIS SCHOOL OF ECONOMICS,319
34,BROWN UNIVERSITY,318
35,NATIONAL UNIVERSITY OF SINGAPORE,316
36,UNIVERSITY OF MUNICH,301
37,BOSTON COLLEGE,295
38,MONASH UNIVERSITY,295
39,"UNIVERSITY OF TEXAS, AUSTIN",294
40,"UNIVERSITY OF NORTH CAROLINA, CHAPEL HILL",293
41,STOCKHOLM UNIVERSITY,290
42,UNIVERSITY OF VIRGINIA,287
43,"UNIVERSITY OF CALIFORNIA, DAVIS",278
44,UNIVERSITY OF MELBOURNE,274
45,PEKING UNIVERSITY,273
46,UNIVERSITY OF ESSEX,265
47,UNIVERSITY OF MANNHEIM,263
48,UNIVERSITY OF BONN,262
49,UNIVERSITY OF BRITISH COLUMBIA,261
50,TILBURG UNIVERSITY,257
51,OHIO STATE UNIVERSITY,257
52,UNIVERSITY OF CAMBRIDGE,255
53,ARIZONA STATE UNIVERSITY,253
54,TEXAS A&M UNIVERSITY,248
55,ERASMUS UNIVERSITY ROTTERDAM,248
56,"UNIVERSITY OF WISCONSIN, MADISON",245
57,VRIJE UNIVERSITEIT AMSTERDAM,242
58,JOHNS HOPKINS UNIVERSITY,241
59,PENNSYLVANIA STATE UNIVERSITY,233
60,UNIVERSITY OF COPENHAGEN,228
61,TSINGHUA UNIVERSITY,224
62,SHANGHAI UNIVERSITY OF FINANCE AND ECONOMICS,219
63,HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,214
64,UNIVERSITY OF AMSTERDAM,213
65,AARHUS UNIVERSITY,209
66,UNIVERSITY OF COLOGNE,209
67,UNIVERSITY OF WASHINGTON,207
